Condition,MedCodeId,Term
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",302566013.0,Unspecified peptic ulcer without mention of complication
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",302568014.0,Unspecified peptic ulcer with haemorrhage
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",302571018.0,Unspecified peptic ulcer with haemorrhage and perforation
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",302575010.0,Unspecified peptic ulcer NOS
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",396346019.0,Peptic ulcer - (PU) site unspecified
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",818751000006112.0,Heart operations
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",865131000006110.0,Heart valve operations
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",865161000006118.0,Heart valvuloplasty
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",3102151000006114.0,Upper gastrointestinal hemorrhage
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",20181000006111.0,Other parts of heart or pericardium operations OS
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",81501000006111.0,Unspec peptic ulcer; unspec haemorrhage and/or perforation
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",121891000006117.0,Stress ulcer NOS
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",221161000000111.0,Altered blood in stools
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",221171000000116.0,Blood in stools altered
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",2709521000006115.0,PUD - Peptic ulcer disease
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",6717711000006111.0,Bloody stool
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",3102191000006115.0,Upper GI haemorrhage
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",2709491000006117.0,Gastroduodenal ulcer
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",517981000006116.0,Blood in stool
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",537671000006115.0,Cardiac operations
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",6717731000006117.0,Bright red blood per rectum
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",3102181000006118.0,Upper GI bleeding
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",6426391000006116.0,Tricuspid valvoplasty
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",2545161000006114.0,Tarry stools
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",3102201000006117.0,Upper GI - gastrointestinal haemorrhage
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",3695701000006118.5,Operative procedure on heart valve
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",6717781000006116.0,Faeces: blood
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",6717771000006119.0,Blood in feces
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",2545171000006119.0,Altered blood passed per rectum
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",6717701000006113.0,Hematochezia
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",2709511000006111.0,Peptic ulceration
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",6717751000006112.0,BRBPR - Bright red blood per rectum
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",5274421000006119.0,Blood in feces symptom
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",1.1776781000006112e+16,Fresh blood passed per rectum
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",3555851000006113.0,Operative procedure on heart
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",2639821000006115.0,Hematemesis
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",3296621000006114.0,Chronic peptic ulcer with hemorrhage
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",6717761000006114.0,Feces: blood
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",3102161000006111.0,Upper gastrointestinal bleeding
"Gastro-oesophageal reflux, peptic ulcer disease, gastritis and duodeniti",1.2719421000006116e+16,Valvuloplasty of heart NEC
