Condition,OriginalReadCode,CleansedReadCode,Term
Chronic kidney disease,^ESCTCK810423,,CKD (chronic kidney disease) stage 3 with proteinuria
Chronic kidney disease,^ESCTCK810426,,CKD (chronic kidney disease) stage 3 without proteinuria
Chronic kidney disease,^ESCTCK810430,,CKD (chronic kidney disease) stage 3A with proteinuria
Chronic kidney disease,^ESCTCK810435,,CKD (chronic kidney disease) stage 3A without proteinuria
Chronic kidney disease,^ESCTCK810438,,CKD (chronic kidney disease) stage 3B with proteinuria
Chronic kidney disease,^ESCTCK810441,,CKD (chronic kidney disease) stage 3B without proteinuria
Chronic kidney disease,^ESCTCK810445,,CKD (chronic kidney disease) stage 4 with proteinuria
Chronic kidney disease,^ESCTCK810448,,CKD (chronic kidney disease) stage 4 without proteinuria
Chronic kidney disease,^ESCTCK810451,,CKD (chronic kidney disease) stage 5 with proteinuria
Chronic kidney disease,^ESCTCK810455,,CKD (chronic kidney disease) stage 5 without proteinuria
Chronic kidney disease,^ESCTCK717479,,CKD stage 3
Chronic kidney disease,1Z1B-1,1Z1B.11,CKD stage 3 with proteinuria
Chronic kidney disease,1Z1C-1,1Z1C.11,CKD stage 3 without proteinuria
Chronic kidney disease,1Z1D-1,1Z1D.11,CKD stage 3A with proteinuria
Chronic kidney disease,1Z1E-1,1Z1E.11,CKD stage 3A without proteinuria
Chronic kidney disease,1Z1F-1,1Z1F.11,CKD stage 3B with proteinuria
Chronic kidney disease,1Z1G-1,1Z1G.11,CKD stage 3B without proteinuria
Chronic kidney disease,^ESCTCK714778,,CKD stage 4
Chronic kidney disease,1Z1H-1,1Z1H.11,CKD stage 4 with proteinuria
Chronic kidney disease,1Z1J-1,1Z1J.11,CKD stage 4 without proteinuria
Chronic kidney disease,^ESCTCK717485,,CKD stage 5
Chronic kidney disease,1Z1K-1,1Z1K.11,CKD stage 5 with proteinuria
Chronic kidney disease,1Z1T,1Z1T.00,CKD with GFR category G3a & albuminuria category A1
Chronic kidney disease,1Z1V,1Z1V.00,CKD with GFR category G3a & albuminuria category A2
Chronic kidney disease,1Z1W,1Z1W.00,CKD with GFR category G3a & albuminuria category A3
Chronic kidney disease,1Z1X,1Z1X.00,CKD with GFR category G3b & albuminuria category A1
Chronic kidney disease,1Z1Y,1Z1Y.00,CKD with GFR category G3b & albuminuria category A2
Chronic kidney disease,1Z1Z,1Z1Z.00,CKD with GFR category G3b & albuminuria category A3
Chronic kidney disease,1Z1a,1Z1a.00,CKD with GFR category G4 & albuminuria category A1
Chronic kidney disease,1Z1b,1Z1b.00,CKD with GFR category G4 & albuminuria category A2
Chronic kidney disease,1Z1c,1Z1c.00,CKD with GFR category G4 & albuminuria category A3
Chronic kidney disease,1Z1d,1Z1d.00,CKD with GFR category G5 & albuminuria category A1
Chronic kidney disease,1Z1e,1Z1e.00,CKD with GFR category G5 & albuminuria category A2
Chronic kidney disease,1Z1f,1Z1f.00,CKD with GFR category G5 & albuminuria category A3
Chronic kidney disease,K053,K053.00,Chronic kidney disease stage 3
Chronic kidney disease,1Z12,1Z12.00,Chronic kidney disease stage 3
Chronic kidney disease,1Z1B,1Z1B.00,Chronic kidney disease stage 3 with proteinuria
Chronic kidney disease,1Z1C,1Z1C.00,Chronic kidney disease stage 3 without proteinuria
Chronic kidney disease,1Z15,1Z15.00,Chronic kidney disease stage 3A
Chronic kidney disease,1Z1D,1Z1D.00,Chronic kidney disease stage 3A with proteinuria
Chronic kidney disease,1Z1E,1Z1E.00,Chronic kidney disease stage 3A without proteinuria
Chronic kidney disease,1Z16,1Z16.00,Chronic kidney disease stage 3B
Chronic kidney disease,1Z1F,1Z1F.00,Chronic kidney disease stage 3B with proteinuria
Chronic kidney disease,1Z1G,1Z1G.00,Chronic kidney disease stage 3B without proteinuria
Chronic kidney disease,K054,K054.00,Chronic kidney disease stage 4
Chronic kidney disease,1Z13,1Z13.00,Chronic kidney disease stage 4
Chronic kidney disease,1Z1H,1Z1H.00,Chronic kidney disease stage 4 with proteinuria
Chronic kidney disease,1Z1J,1Z1J.00,Chronic kidney disease stage 4 without proteinuria
Chronic kidney disease,^ESCTCH834588,,Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A1
Chronic kidney disease,^ESCTCH834590,,Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A2
Chronic kidney disease,^ESCTCH834593,,Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A3
Chronic kidney disease,^ESCTCH834600,,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A1
Chronic kidney disease,^ESCTCH834602,,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A2
Chronic kidney disease,^ESCTCH834604,,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A3
Chronic kidney disease,^ESCTCH834610,,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A1
Chronic kidney disease,^ESCTCH834612,,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A2
Chronic kidney disease,^ESCTCH834615,,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A3
Chronic kidney disease,^ESCTCH834617,,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A1
Chronic kidney disease,^ESCTCH834620,,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A2
Chronic kidney disease,^ESCTCH834622,,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A3
