Condition,OriginalReadCode,CleansedReadCode,Term
Arthopathies,N040-92,N040.92,Rheum. arth. - ankle/foot
Arthopathies,N040-97,N040.97,Rheum. arth. - elbow joint
Arthopathies,N040-95,N040.95,Rheum. arth. - hand joint
Arthopathies,N040-93,N040.93,Rheum. arth. - knee joint
Arthopathies,N040-99,N040.99,Rheum. arth. - multiple joint
Arthopathies,N040-91,N040.91,Rheum. arth. - other joint
Arthopathies,N040-98,N040.98,Rheum. arth. - shoulder joint
Arthopathies,N040-96,N040.96,Rheum. arth. - wrist joint
Arthopathies,N040-90,N040.90,Rheumatoid arthritis NOS
Arthopathies,^ESCTRH572143,,Rheumatoid arthritis of multiple joints
Arthopathies,^ESCT1190391,,Seropositive errosive rheumatoid arthritis
Arthopathies,2G25,2G25.00,O/E - hands - ulnar deviation
Arthopathies,2G25-1,2G25.11,O/E - ulnar deviation
Arthopathies,7P203,7P20300,Delivery of rehabilitation for rheumatoid arthritis
Arthopathies,N005,N005.00,Adult Still's Disease
Arthopathies,N04,N04..00,Rheumatoid arthritis and other inflammatory polyarthropathy
Arthopathies,N040,N040.00,Rheumatoid arthritis
Arthopathies,N0401,N040100,Other rheumatoid arthritis of spine
Arthopathies,N0402,N040200,Rheumatoid arthritis of shoulder
Arthopathies,N0403,N040300,Rheumatoid arthritis of sternoclavicular joint
Arthopathies,N0404,N040400,Rheumatoid arthritis of acromioclavicular joint
Arthopathies,N0405,N040500,Rheumatoid arthritis of elbow
Arthopathies,N0406,N040600,Rheumatoid arthritis of distal radio-ulnar joint
Arthopathies,N0407,N040700,Rheumatoid arthritis of wrist
Arthopathies,N0408,N040800,Rheumatoid arthritis of MCP joint
Arthopathies,N0409,N040900,Rheumatoid arthritis of PIP joint of finger
Arthopathies,N040A,N040A00,Rheumatoid arthritis of DIP joint of finger
Arthopathies,N040B,N040B00,Rheumatoid arthritis of hip
Arthopathies,N040C,N040C00,Rheumatoid arthritis of sacro-iliac joint
Arthopathies,N040D,N040D00,Rheumatoid arthritis of knee
Arthopathies,N040E,N040E00,Rheumatoid arthritis of tibio-fibular joint
Arthopathies,N040F,N040F00,Rheumatoid arthritis of ankle
Arthopathies,N040G,N040G00,Rheumatoid arthritis of subtalar joint
Arthopathies,N040H,N040H00,Rheumatoid arthritis of talonavicular joint
Arthopathies,N040J,N040J00,Rheumatoid arthritis of other tarsal joint
Arthopathies,N040K,N040K00,Rheumatoid arthritis of 1st MTP joint
Arthopathies,N040L,N040L00,Rheumatoid arthritis of lesser MTP joint
Arthopathies,N040M,N040M00,Rheumatoid arthritis of IP joint of toe
Arthopathies,N040N,N040N00,Rheumatoid vasculitis
Arthopathies,N040P,N040P00,Seronegative rheumatoid arthritis
Arthopathies,N040Q,N040Q00,Rheumatoid bursitis
Arthopathies,N040R,N040R00,Rheumatoid nodule
Arthopathies,N040S,N040S00,Rheumatoid arthritis - multiple joint
Arthopathies,N040T,N040T00,Flare of rheumatoid arthritis
Arthopathies,N041,N041.00,Felty's syndrome
Arthopathies,N042,N042.00,Other rheumatoid arthropathy + visceral/systemic involvement
Arthopathies,N0422,N042200,Rheumatoid nodule
Arthopathies,N042z,N042z00,Rheumatoid arthropathy + visceral/systemic involvement NOS
Arthopathies,N047,N047.00,Seropositive errosive rheumatoid arthritis
Arthopathies,N04X,N04X.00,"Seropositive rheumatoid arthritis, unspecified"
Arthopathies,N04y2,N04y200,Adult-onset Still's disease
Arthopathies,N3622,N362200,Swan-neck finger deformity
Arthopathies,Nyu10,Nyu1000,[X]Rheumatoid arthritis+involvement/other organs or systems
Arthopathies,Nyu11,Nyu1100,[X]Other seropositive rheumatoid arthritis
Arthopathies,Nyu12,Nyu1200,[X]Other specified rheumatoid arthritis
Arthopathies,Nyu1G,Nyu1G00,"[X]Seropositive rheumatoid arthritis, unspecified"
Arthopathies,^ESCT1272928,,Gout NOS
Arthopathies,C34,C34..00,Gout
Arthopathies,C340,C340.00,Gouty arthropathy
Arthopathies,C341,C341.00,Gouty nephropathy
Arthopathies,C341z,C341z00,Gouty nephropathy NOS
Arthopathies,C342,C342.00,Idiopathic gout
Arthopathies,C344,C344.00,Drug-induced gout
Arthopathies,C345,C345.00,Gout due to impairment of renal function
Arthopathies,C34y,C34y.00,Other specified gouty manifestation
Arthopathies,C34y0,C34y000,Gouty tophi of ear
Arthopathies,C34y1,C34y100,Gouty tophi of heart
Arthopathies,C34y2,C34y200,Gouty tophi of other sites
Arthopathies,C34y3,C34y300,Gouty iritis
Arthopathies,C34y5,C34y500,Gouty tophi of hand
Arthopathies,C34yz,C34yz00,Other specified gouty manifestation NOS
Arthopathies,C34z,C34z.00,Gout NOS
Arthopathies,G5573,G557300,Gouty tophi of heart
Arthopathies,N023,N023.00,Gouty arthritis
Arthopathies,N0231,N023100,Gouty arthritis of the shoulder region
Arthopathies,N0232,N023200,Gouty arthritis of the upper arm
Arthopathies,N0233,N023300,Gouty arthritis of the forearm
Arthopathies,N0234,N023400,Gouty arthritis of the hand
Arthopathies,N0236,N023600,Gouty arthritis of the lower leg
Arthopathies,N0237,N023700,Gouty arthritis of the ankle and foot
Arthopathies,N023x,N023x00,Gouty arthritis of multiple sites
Arthopathies,N023y,N023y00,Gouty arthritis of other specified site
Arthopathies,N023z,N023z00,Gouty arthritis NOS
Arthopathies,Nyu17,Nyu1700,[X]Other secondary gout
Arthopathies,^ESCTOA514062,,OA - Osteoarthritis of ankle
Arthopathies,N05z7-99,N05z799,Osteoarthritis - ankle/foot
Arthopathies,N05z2-99,N05z299,Osteoarthritis - elbow joint
Arthopathies,N05z4-99,N05z499,Osteoarthritis - hand joint
Arthopathies,N05z5-99,N05z599,Osteoarthritis - hip joint
Arthopathies,N05z6-99,N05z699,Osteoarthritis - knee joint
Arthopathies,N05z8-99,N05z899,Osteoarthritis - other joint
Arthopathies,N05z3-99,N05z399,Osteoarthritis - wrist joint
Arthopathies,N0502-99,N050299,Osteoarthritis -multiple joint
Arthopathies,N05z1-99,N05z199,Osteoarthritis -shoulder joint
Arthopathies,^ESCTOS514043,,Osteoarthritis of finger joint
Arthopathies,ESCTOS1,,Osteoarthritis of knee
Arthopathies,N0516,N051600,"Localised, primary osteoarthritis of the lower leg"
Arthopathies,^ESCT1273253,,"Osteoarthritis NOS, of elbow"
Arthopathies,^ESCT1272485,,"Osteoarthritis NOS, of shoulder region"
Arthopathies,^ESCT1272557,,"Osteoarthritis NOS, of the lower leg"
Arthopathies,^ESCT1272486,,"Osteoarthritis NOS, other specified site"
Arthopathies,EMISNQOS6,,Osteoarthritis of spinal facet joint
Arthopathies,^ESCTPR514028,,Primary generalized osteoarthrosis
Arthopathies,2G26,2G26.00,O/E - hands - Heberden's nodes
Arthopathies,7P204,7P20400,Delivery of rehabilitation for osteoarthritis
Arthopathies,N05,N05..00,Osteoarthritis and allied disorders
Arthopathies,N05-1,N05..11,Osteoarthritis
Arthopathies,N050,N050.00,Generalised osteoarthritis - OA
Arthopathies,N0500,N050000,Generalised osteoarthritis of unspecified site
Arthopathies,N0501,N050100,Generalised osteoarthritis of the hand
Arthopathies,N0501-1,N050111,Heberdens' nodes
Arthopathies,N0501-2,N050112,Bouchards' nodes
Arthopathies,N0502,N050200,Generalised osteoarthritis of multiple sites
Arthopathies,N0503,N050300,Bouchard's nodes with arthropathy
Arthopathies,N0504,N050400,Primary generalized osteoarthrosis
Arthopathies,N0505,N050500,Secondary multiple arthrosis
Arthopathies,N0506,N050600,Erosive osteoarthrosis
Arthopathies,N0507,N050700,Heberden's nodes with arthropathy
Arthopathies,N050z,N050z00,Generalised osteoarthritis NOS
Arthopathies,N051,N051.00,"Localised, primary osteoarthritis"
Arthopathies,N0510,N051000,"Localised, primary osteoarthritis of unspecified site"
Arthopathies,N0511,N051100,"Localised, primary osteoarthritis of the shoulder region"
Arthopathies,N0512,N051200,"Localised, primary osteoarthritis of the upper arm"
Arthopathies,N0513,N051300,"Localised, primary osteoarthritis of the forearm"
Arthopathies,N0514,N051400,"Localised, primary osteoarthritis of the hand"
Arthopathies,N0515,N051500,"Localised, primary osteoarthritis of the pelvic region/thigh"
Arthopathies,N0517,N051700,"Localised, primary osteoarthritis of the ankle and foot"
Arthopathies,N0518,N051800,"Localised, primary osteoarthritis of other specified site"
Arthopathies,N0519,N051900,"Primary coxarthrosis, bilateral"
Arthopathies,N051A,N051A00,"Coxarthrosis resulting from dysplasia, bilateral"
Arthopathies,N051B,N051B00,"Primary gonarthrosis, bilateral"
