Condition,OriginalReadCode,CleansedReadCode,Term
Dermatitis and eczema,M111-98,M111.98,Atopic eczema/dermatitis
Dermatitis and eczema,M122-99,M122.99,Contact dermatitis : solvents
Dermatitis and eczema,M126-99,M126.99,Contact dermatitis:food/plants
Dermatitis and eczema,F4D30-99,F4D3099,Dermatitis of eyelid
Dermatitis and eczema,M111-99,M111.99,Dermatitis/eczemas
Dermatitis and eczema,M111-97,M111.97,Dermatitis/eczemas NOS
Dermatitis and eczema,ESCTGE3,,Genital lichen sclerosus
Dermatitis and eczema,^ESCTIN685923,,Infective eczematoid dermatitis
Dermatitis and eczema,^ESCTIR666304,,Irritant contact dermatitis due to incontinence
Dermatitis and eczema,^ESCTLI291083,,Lichen sclerosus
Dermatitis and eczema,^ESCTLI479078,,Lichen sclerosus of penis
Dermatitis and eczema,^ESCTLI337399,,Lichen simplex chronicus
Dermatitis and eczema,M116-99,M116.99,Neurodermatitis
Dermatitis and eczema,EMISNQOR11,,Oral lichen planus
Dermatitis and eczema,^ESCTPO666722,,Pompholyx eczema
Dermatitis and eczema,^ESCTSE331872,,Seborrheic dermatitis
Dermatitis and eczema,M101-98,M101.98,Seborrhoeic dermat/eczema NOS
Dermatitis and eczema,M101-99,M101.99,Seborrhoeic dermatitis/eczema
Dermatitis and eczema,^ESCTCH666212,,Cheiropompholyx
Dermatitis and eczema,^ESCTCO314803,,Contact eczema
Dermatitis and eczema,^ESCTCU254731,,Cutaneous autosensitization
Dermatitis and eczema,^ESCTIR480512,,Irritant contact dermatitis due to food in contact with skin
Dermatitis and eczema,^ESCTNE337400,,Neurodermatitis circumscripta
Dermatitis and eczema,26C4,26C4.00,Nipple eczema
Dermatitis and eczema,C3912-1,C391211,Thrombocytopenic eczema with immunodeficiency
Dermatitis and eczema,F4D30,F4D3000,Eczematous eyelid dermatitis
Dermatitis and eczema,F4D31,F4D3100,Contact or allergic eyelid dermatitis
Dermatitis and eczema,F4D31-1,F4D3111,Allergic dermatitis - eyelid
Dermatitis and eczema,F4D31-2,F4D3112,Contact eczema - eyelids
Dermatitis and eczema,F4D5,F4D5.00,Other eyelid infective dermatitis
Dermatitis and eczema,F5024-1,F502411,Eczema of external ear
Dermatitis and eczema,M07y-1,M07y.11,Pustular eczema
Dermatitis and eczema,M07z-4,M07z.14,Infected dermatitis
Dermatitis and eczema,M1-1,M1...11,Dermatitis/dermatoses
Dermatitis and eczema,M102,M102.00,Infectious eczematoid dermatitis
Dermatitis and eczema,M102-1,M102.11,Pustular eczema
Dermatitis and eczema,M104,M104.00,Pityriasis simplex
Dermatitis and eczema,M11,M11..00,Atopic dermatitis and related conditions
Dermatitis and eczema,M111,M111.00,Atopic dermatitis/eczema
Dermatitis and eczema,M112,M112.00,Infantile eczema
Dermatitis and eczema,M113,M113.00,Flexural eczema
Dermatitis and eczema,M114,M114.00,Allergic (intrinsic) eczema
Dermatitis and eczema,M115,M115.00,Besnier's prurigo
Dermatitis and eczema,M116,M116.00,Neurodermatitis - diffuse
Dermatitis and eczema,M116-1,M116.11,Brocq's neurodermatitis
Dermatitis and eczema,M117,M117.00,Neurodermatitis - atopic
Dermatitis and eczema,M119,M119.00,Discoid eczema
Dermatitis and eczema,M11A,M11A.00,Asteatotic eczema
Dermatitis and eczema,M11z,M11z.00,Atopic dermatitis NOS
Dermatitis and eczema,M12,M12..00,Contact dermatitis and other eczemas
Dermatitis and eczema,M12-1,M12..11,Contact dermatitis
Dermatitis and eczema,M12-2,M12..12,Contact eczema
Dermatitis and eczema,M12-3,M12..13,Occupational dermatitis
