Condition,OriginalReadCode,CleansedReadCode,Term
Other spirochaetal infections,Fyu00,Fyu0000,[X]Other bacterial meningitis
Other spirochaetal infections,M15y,M15y.00,Other specified erythematous conditions
Other spirochaetal infections,M15y4,M15y400,Other exfoliative erythema
Other spirochaetal infections,Myu44,Myu4400,[X]Erythema in other diseases classified elsewhere
Other spirochaetal infections,7059-1,7059.11,Other neurolysis of peripheral nerve
Other spirochaetal infections,^ESCTST287514,,Steere's disease
Other spirochaetal infections,^ESCTRE326856,,Retinaculotomy of carpal tunnel
Other spirochaetal infections,AA41,AA41.00,Erythema chronicum migrans
Other spirochaetal infections,M15,M15..00,Erythematous conditions
Other spirochaetal infections,^ESCTPE289472,,Peripheral nerve procedure
Other spirochaetal infections,^ESCTIN773335,,Infection of central nervous system caused by Borrelia burgdorferi
Other spirochaetal infections,^ESCTER363181,,Erythema chronica migrans
Other spirochaetal infections,^ESCTCU777146,,Cutaneous B-cell pseudolymphoma caused by Borrelia
Other spirochaetal infections,^ESCTME406378,,"Meningitis, bacterial"
Other spirochaetal infections,^ESCTER363184,,Erythema chronicum migrans skin condition
Other spirochaetal infections,^ESCTSP316229,,Spirochetal infection
Other spirochaetal infections,AA4,AA4..00,Other spirochaetal infections
Other spirochaetal infections,Ayu5,Ayu5.00,[X]Other spirochaetal diseases
Other spirochaetal infections,AAy,AAy..00,Other specified spirochaetal infections
Other spirochaetal infections,Ayu56,Ayu5600,[X]Other specified spirochaetal infections
Other spirochaetal infections,705z,705z.00,Peripheral nerve operations NOS
Other spirochaetal infections,F00,F00..00,Bacterial meningitis
Other spirochaetal infections,AA,AA...00,Other spirochaetal diseases
Other spirochaetal infections,F00yz,F00yz00,Other specified bacterial meningitis NOS
Other spirochaetal infections,^ESCTBM406377,,BM - Bacterial meningitis
Other spirochaetal infections,^ESCTIN287516,,Infection due to Borrelia burgdorferi sensu lato
Other spirochaetal infections,A8710,A871000,Lyme disease
Other spirochaetal infections,A8712,A871200,Lyme carditis
Other spirochaetal infections,705,705..00,Peripheral nerve operations
Other spirochaetal infections,N010A,N010A00,Arthritis in Lyme disease
Other spirochaetal infections,AA41-1,AA41.11,Erythema migrans
Other spirochaetal infections,A8713,A871300,Borrelial lymphocytoma
Other spirochaetal infections,AA4z,AA4z.00,Other spirochaetal infection NOS
Other spirochaetal infections,AAz,AAz..00,Spirochaetal infection NOS
Other spirochaetal infections,F007,F007.00,Meningitis in other bacterial disease classified elsewhere
Other spirochaetal infections,F007z,F007z00,Unspecified meningitis in bacterial disease EC
Other spirochaetal infections,F00y,F00y.00,Other specified bacterial meningitis
Other spirochaetal infections,A8711,A871100,Lyme neuroborreliosis
Other spirochaetal infections,70590-1,7059011,Transposition of ulnar nerve
Other spirochaetal infections,70595,7059500,Neurolysis peripheral nerve transposition peripher nerve NEC
Other spirochaetal infections,Ayu57,Ayu5700,"[X]Spirochaetal infection, unspecified"
Other spirochaetal infections,AA4y,AA4y.00,Other specified spirochaetal infection
Other spirochaetal infections,F00z,F00z.00,Bacterial meningitis NOS
Other spirochaetal infections,M15z,M15z.00,Erythematous conditions NOS
Other spirochaetal infections,Myu43,Myu4300,[X]Other specified erythematous conditions
Other spirochaetal infections,A8710-1,A871011,Lyme borreliosis
Other spirochaetal infections,N010A-1,N010A11,Lyme arthritis
Other spirochaetal infections,M15yz,M15yz00,Other erythematous conditions NOS
Other spirochaetal infections,7058-1,7058.11,Neurolysis of other trapped periperal nerve
Other spirochaetal infections,^ESCTSP316230,,Spirochetosis
