Condition,OriginalReadCode,CleansedReadCode,Term
Acquired aphasia with epilepsy [Landau-Kleffner],Fyu50,Fyu5000,[X]Other generalized epilepsy and epileptic syndromes
Acquired aphasia with epilepsy [Landau-Kleffner],R045,R045.00,[D]Other speech disturbance
Acquired aphasia with epilepsy [Landau-Kleffner],Eu8y,Eu8y.00,[X]Other disorders of psychological development
Acquired aphasia with epilepsy [Landau-Kleffner],R0454,R045400,[D]Dysfluency
Acquired aphasia with epilepsy [Landau-Kleffner],ZV401-1,ZV40111,[V]Problems with speech
Acquired aphasia with epilepsy [Landau-Kleffner],Eu814,Eu81400,[X]Moderate learning disability
Acquired aphasia with epilepsy [Landau-Kleffner],Eu817,Eu81700,[X]Profound learning disability
Acquired aphasia with epilepsy [Landau-Kleffner],Ryu60,Ryu6000,[X]Other and unspecified speech disturbances
Acquired aphasia with epilepsy [Landau-Kleffner],ZV414,ZV41400,[V]Problem with voice production
Acquired aphasia with epilepsy [Landau-Kleffner],Eu804,Eu80400,[X]Cocktail party syndrome
Acquired aphasia with epilepsy [Landau-Kleffner],^ESCTSP296890,,Speech abnormality
Acquired aphasia with epilepsy [Landau-Kleffner],E2F3-2,E2F3.12,Speech development disorder
Acquired aphasia with epilepsy [Landau-Kleffner],Eu803,Eu80300,[X]Acquired aphasia with epilepsy [Landau - Kleffner]
Acquired aphasia with epilepsy [Landau-Kleffner],Eu80y-1,Eu80y11,[X]Lisping
Acquired aphasia with epilepsy [Landau-Kleffner],ZV21,ZV21.00,[V]Constitutional states in development
Acquired aphasia with epilepsy [Landau-Kleffner],^ESCT1222109,,Aphasia co-occurrent with epilepsy
Acquired aphasia with epilepsy [Landau-Kleffner],^ESCTSI833759,,Significant intellectual disability
Acquired aphasia with epilepsy [Landau-Kleffner],^ESCTSE499891,,Semantic-pragmatic disorder
Acquired aphasia with epilepsy [Landau-Kleffner],^ESCTEP387850,,EP - Epilepsy
Acquired aphasia with epilepsy [Landau-Kleffner],^ESCTAC500793,,Acquired aphasia with epilepsy
Acquired aphasia with epilepsy [Landau-Kleffner],^ESCTLA499786,,Language-related cognitive disorder
Acquired aphasia with epilepsy [Landau-Kleffner],Fyu51,Fyu5100,[X]Other epilepsy
Acquired aphasia with epilepsy [Landau-Kleffner],E2F3-1,E2F3.11,Language development disorder
Acquired aphasia with epilepsy [Landau-Kleffner],ZV21y,ZV21y00,[V]Other constitutional state in development
Acquired aphasia with epilepsy [Landau-Kleffner],^ESCTLA500792,,Landau-Kleffner syndrome
Acquired aphasia with epilepsy [Landau-Kleffner],1B96,1B96.00,Speech impairment
Acquired aphasia with epilepsy [Landau-Kleffner],F25,F25..00,Epilepsy
Acquired aphasia with epilepsy [Landau-Kleffner],1B93,1B93.00,Has difficulty with speech
Acquired aphasia with epilepsy [Landau-Kleffner],2B4A,2B4A.00,O/E - speech delay
Acquired aphasia with epilepsy [Landau-Kleffner],Eu805,Eu80500,[X]Semantic-pragmatic disorder
Acquired aphasia with epilepsy [Landau-Kleffner],E2Fy,E2Fy.00,Other development delays
Acquired aphasia with epilepsy [Landau-Kleffner],F25y,F25y.00,Other forms of epilepsy
Acquired aphasia with epilepsy [Landau-Kleffner],Eu812,Eu81200,[X]Specific disorder of arithmetical skills
Acquired aphasia with epilepsy [Landau-Kleffner],R045z,R045z00,[D]Other speech disturbance NOS
Acquired aphasia with epilepsy [Landau-Kleffner],1B9,1B9..00,Speech problem
Acquired aphasia with epilepsy [Landau-Kleffner],F25z,F25z.00,Epilepsy NOS
Acquired aphasia with epilepsy [Landau-Kleffner],^ESCTEP387849,,Epileptic
Acquired aphasia with epilepsy [Landau-Kleffner],^ESCTEP387848,,Epileptic disorder
Acquired aphasia with epilepsy [Landau-Kleffner],^ESCTSI833757,,Significant intellectual development disorder
Acquired aphasia with epilepsy [Landau-Kleffner],1B9Z,1B9Z.00,Speech problem NOS
Acquired aphasia with epilepsy [Landau-Kleffner],F25yz,F25yz00,Other forms of epilepsy NOS
Acquired aphasia with epilepsy [Landau-Kleffner],1B9-1,1B9..11,Speech problem - symptom
Acquired aphasia with epilepsy [Landau-Kleffner],Eu80z-1,Eu80z11,[X]Language development disorder NOS
Acquired aphasia with epilepsy [Landau-Kleffner],^ESCTSI833756,,Significant learning disability
Acquired aphasia with epilepsy [Landau-Kleffner],Eu816,Eu81600,[X]Mild learning disability
Acquired aphasia with epilepsy [Landau-Kleffner],^ESCTON651895,,On examination - speech delay
