Condition,SnomedCTConceptId,SnomedCTDescriptionId,Term
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93543003.0,154857013.0,Hodgkin's paragranuloma lymph nodes inguinal region and leg
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188559002.0,289655014.0,"Hodgkin's, lymphocytic-histiocytic pred inguinal and leg"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93493001.0,154775019.0,"Hodgkin's, lymphocytic-histiocytic pred intra-abdominal node"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93494007.0,154776018.0,"Hodgkin's, lymphocytic-histiocytic pred intrapelvic nodes"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188562004.0,289658011.0,"Hodgkin's, lymphocytic-histiocytic pred of multiple sites"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93493001.0,3635497016.0,Hodgkin's paragranuloma of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93524003.0,154823017.0,"Hodgkin's disease NOS of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93521006.0,154816018.0,Hodgkin's disease NOS of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93527005.0,154831010.0,Hodgkin's disease NOS of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93526001.0,154829018.0,Hodgkin's disease NOS of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93192003.0,154198015.0,Malignant lymphoma NOS of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93198004.0,154213015.0,Malignant lymphoma NOS of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93197009.0,154211018.0,Malignant lymphoma NOS of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",269475001.0,3084765015.0,"Malignant tumor of lymphoid, hemopoietic AND/OR related tissue"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93520007.0,4022111000006111.0,Hodgkin's disease of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93541001.0,154852019.0,Hodgkin's paragranuloma of lymph nodes of axilla AND/OR upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93525002.0,2839814011.0,Hodgkin disease of lymph nodes of inguinal region AND/OR lower limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93524003.0,2838942019.0,"Hodgkin disease of lymph nodes of head, face AND/OR neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",269475001.0,403706019.0,"[X]Mal neoplasm/lymphoid,haematopoietic+related tissu,unspcf"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93524003.0,4022191000006118.5,"Hodgkin's disease of lymph nodes of head, face AND/OR neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",269475001.0,403706019.0,Malignant neoplasm of histiocytic tissue
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188559002.0,2839018010.0,"Hodgkin disease, lymphocytic-histiocytic predominance of lymph nodes of inguinal region and lower limb"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93545005.0,2839324011.0,Hodgkin paragranuloma of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188558005.0,2842357012.0,"Hodgkin disease, lymphocytic-histiocytic predominance of lymph nodes of axilla and upper limb"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93522004.0,4022151000006112.0,Hodgkin's disease of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93522004.0,2837756010.0,Hodgkin disease of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188531003.0,2839123012.0,Hodgkin paragranuloma of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188554007.0,2840032018.0,"Hodgkin disease, lymphocytic-histiocytic predominance of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93520007.0,2840063019.0,Hodgkin disease of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",269475001.0,2536042011.0,Hematologic malignancy
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188529007.0,2840029016.0,Hodgkin paragranuloma of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93543003.0,154856016.0,Hodgkin's paragranuloma of lymph nodes of inguinal region AND/OR lower limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93526001.0,4022231000006111.0,Hodgkin's disease of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93193008.0,4016331000006110.5,Malignant lymphoma of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",269475001.0,411571000006113.0,[X]Other malignant immunoproliferative diseases
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",269475001.0,403707011.0,Malignant neoplasm of lymphatic and hemopoietic tissue
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93198004.0,4016381000006111.0,Malignant lymphoma of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93525002.0,4022211000006117.0,Hodgkin's disease of lymph nodes of inguinal region AND/OR lower limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93191005.0,4016311000006116.0,Malignant lymphoma of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93197009.0,4016371000006113.0,Malignant lymphoma of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93494007.0,2839124018.0,"Hodgkin disease, lymphocytic-histiocytic predominance of intrapelvic lymph nodes"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",118605002.0,2663375014.0,"Hodgkin lymphoma, nodular lymphocyte predominance"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93521006.0,2838312010.0,Hodgkin disease of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93192003.0,4016321000006112.0,Malignant lymphoma of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93521006.0,4022131000006117.0,Hodgkin's disease of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188562004.0,2837947011.0,"Hodgkin disease, lymphocytic-histiocytic predominance of lymph nodes of multiple sites"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93542008.0,154854018.0,"Hodgkin's paragranuloma of lymph nodes of head, face AND/OR neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93495008.0,2839642010.0,"Hodgkin disease, lymphocytic-histiocytic predominance of intrathoracic lymph nodes"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",118605002.0,826681000006115.0,Hodgkin's paragranuloma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",118605002.0,177024019.0,Hodgkin's paragranuloma of unspecified site
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",118605002.0,177024019.0,Hodgkin's paragranuloma NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",269475001.0,403705015.0,"[X]Oth spcf mal neoplsm/lymphoid,haematopoietic+rltd tissue"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",269475001.0,403705015.0,Malignant neoplasm lymphatic or haematopoietic tissue OS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",269475001.0,403705015.0,"[X]Malignant neoplasms of lymphoid, haematopoietic and rela"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",269475001.0,403705015.0,Malignant neoplasm lymphatic or haematopoietic tissue NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",118605002.0,177024019.0,Nodular lymphocyte predominant Hodgkin lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188529007.0,289624015.0,Hodgkin's paragranuloma of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93542008.0,154855017.0,"Hodgkin's paragranuloma of lymph nodes of head, face, neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188558005.0,289654013.0,"Hodgkin's, lymphocytic-histiocytic pred axilla and arm"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93495008.0,154777010.0,"Hodgkin's, lymphocytic-histiocytic pred intrathoracic nodes"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188554007.0,289650016.0,"Hodgkin's, lymphocytic-histiocytic pred of head, face, neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93522004.0,154818017.0,Hodgkin's disease NOS of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93520007.0,154814015.0,Hodgkin's disease NOS of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93191005.0,154196016.0,Malignant lymphoma NOS of intra-abdominal lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",269475001.0,403706019.0,Lymphoid and histiocytic malignancy NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93500006.0,2840455014.0,"Hodgkin disease, lymphocytic-histiocytic predominance of spleen"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93542008.0,2840041011.0,"Hodgkin paragranuloma of lymph nodes of head, face AND/OR neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188524002.0,289618014.0,Hodgkin's paragranuloma of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188531003.0,289626018.0,Hodgkin's paragranuloma of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",236507000.0,354521013.0,Renal involvement in malignant disease
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",269475001.0,403705015.0,Malignant neoplasm of lymphatic and haemopoietic tissue
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",269475001.0,880781000006115.0,Lymphatic tissue carcinoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93493001.0,2838756012.0,"Hodgkin disease, lymphocytic-histiocytic predominance of intra-abdominal lymph nodes"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",118605002.0,202988019.0,Hodgkin's paragranuloma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93541001.0,154853012.0,Hodgkin's paragranuloma of lymph nodes of axilla and arm
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93525002.0,154826013.0,Hodgkin's disease NOS of lymph nodes inguinal region and leg
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188524002.0,2842575014.0,Hodgkin paragranuloma of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",118605002.0,177024019.0,Hodgkin's paragranuloma (clinical)
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93541001.0,2839870010.0,Hodgkin paragranuloma of lymph nodes of axilla AND/OR upper limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",269475001.0,2536043018.0,Haematologic malignancy
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93543003.0,2841726012.0,Hodgkin paragranuloma of lymph nodes of inguinal region AND/OR lower limb
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93527005.0,4022251000006116.0,Hodgkin's disease of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93526001.0,2838958016.0,Hodgkin disease of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93500006.0,154785018.0,"Hodgkin's, lymphocytic-histiocytic predominance of spleen"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93545005.0,154859011.0,Hodgkin's paragranuloma of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93193008.0,154200014.0,Malignant lymphoma NOS of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",269475001.0,403708018.0,Malignant tumor of lymphoid hemopoietic and related tissue
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93527005.0,2839837017.0,Hodgkin disease of spleen
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188570009.0,289666019.0,Hodgkin's nodular sclerosis of intrapelvic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188566001.0,289662017.0,Hodgkin's nodular sclerosis of intrathoracic lymph nodes
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188570009.0,2837941012.0,"Hodgkin disease, nodular sclerosis of intrapelvic lymph nodes"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",118608000.0,2839875017.0,"Hodgkin disease, nodular sclerosis"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188566001.0,2838939013.0,"Hodgkin disease, nodular sclerosis of intrathoracic lymph nodes"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",10006000.0,17478011.0,Reattachment of retina by xenon arc photocoagulation
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188572001.0,2840177019.0,"Hodgkin disease, nodular sclerosis of lymph nodes of multiple sites"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",118608000.0,177027014.0,"Hodgkin's disease, nodular sclerosis (clinical)"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",78917001.0,503950015.0,Reattachment of retina by photocoagulation
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188567005.0,2838247017.0,"Hodgkin disease, nodular sclerosis of intra-abdominal lymph nodes"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",78917001.0,987981000006112.0,Laser retinal adhesion format
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",118608000.0,1220414014.0,"Hodgkin's disease, nodular sclerosis"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",118608000.0,1220414014.0,Nodular sclerosis classical Hodgkin lymphoma
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93518009.0,2839403017.0,"Hodgkin disease, nodular sclerosis of spleen"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",93518009.0,154811011.0,"Hodgkin's disease, nodular sclerosis of spleen"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",78917001.0,503951016.0,Photocoagulation of retina for detachment
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",10006000.0,1221344016.0,Xenon photocoagulation of retina for detachment
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",78917001.0,859901000006113.0,Retinal photocoag. therapy
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",78917001.0,130949012.0,Other specified photocoagulation of retina for detachment
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",78917001.0,130949012.0,Photocoagulation of retina for detachment NOS
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",118608000.0,177027014.0,"Hodgkin's disease, nodular sclerosis of unspecified site"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",118608000.0,177027014.0,"Hodgkin's disease, nodular sclerosis NOS"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188568000.0,289664016.0,Hodgkin's nodular sclerosis of lymph nodes of axilla and arm
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188572001.0,289668018.0,Hodgkin's nodular sclerosis of lymph nodes of multiple sites
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188568000.0,2839313014.0,"Hodgkin disease, nodular sclerosis of lymph nodes of axilla and upper limb"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188565002.0,2838938017.0,"Hodgkin disease, nodular sclerosis of lymph nodes of head, face and neck"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188569008.0,2839132014.0,"Hodgkin disease, nodular sclerosis of lymph nodes of inguinal region and lower limb"
"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",188565002.0,289661012.0,"Hodgkin's nodular sclerosis of head, face and neck"
