Condition,SnomedCTConceptId,SnomedCTDescriptionId,Term
Chronic kidney disease,324251000000105.0,1676871000000115.0,CKD (chronic kidney disease) stage 3 with proteinuria
Chronic kidney disease,324281000000104.0,1676861000000110.0,CKD (chronic kidney disease) stage 3 without proteinuria
Chronic kidney disease,324311000000101.0,1692921000000118.0,CKD (chronic kidney disease) stage 3A with proteinuria
Chronic kidney disease,324341000000100.0,1692931000000116.0,CKD (chronic kidney disease) stage 3A without proteinuria
Chronic kidney disease,324371000000106.0,1692941000000113.0,CKD (chronic kidney disease) stage 3B with proteinuria
Chronic kidney disease,324411000000105.0,1692951000000111.0,CKD (chronic kidney disease) stage 3B without proteinuria
Chronic kidney disease,324441000000106.0,1693001000000116.0,CKD (chronic kidney disease) stage 4 with proteinuria
Chronic kidney disease,324471000000100.0,1693051000000115.0,CKD (chronic kidney disease) stage 4 without proteinuria
Chronic kidney disease,324501000000107.0,1693061000000117.0,CKD (chronic kidney disease) stage 5 with proteinuria
Chronic kidney disease,324541000000105.0,1692911000000112.0,CKD (chronic kidney disease) stage 5 without proteinuria
Chronic kidney disease,433144002.0,2873059015.0,CKD stage 3
Chronic kidney disease,324251000000105.0,618431000000114.0,CKD stage 3 with proteinuria
Chronic kidney disease,324281000000104.0,618441000000117.0,CKD stage 3 without proteinuria
Chronic kidney disease,324311000000101.0,618451000000119.0,CKD stage 3A with proteinuria
Chronic kidney disease,324341000000100.0,618461000000116.0,CKD stage 3A without proteinuria
Chronic kidney disease,324371000000106.0,618471000000111.0,CKD stage 3B with proteinuria
Chronic kidney disease,324411000000105.0,618481000000113.0,CKD stage 3B without proteinuria
Chronic kidney disease,431857002.0,2872614018.0,CKD stage 4
Chronic kidney disease,324441000000106.0,618491000000110.0,CKD stage 4 with proteinuria
Chronic kidney disease,324471000000100.0,618501000000116.0,CKD stage 4 without proteinuria
Chronic kidney disease,433146000.0,2870834012.0,CKD stage 5
Chronic kidney disease,324501000000107.0,618511000000119.0,CKD stage 5 with proteinuria
Chronic kidney disease,949881000000106.0,2427381000000110.0,CKD with GFR category G3a & albuminuria category A1
Chronic kidney disease,949901000000109.0,2427401000000110.0,CKD with GFR category G3a & albuminuria category A2
Chronic kidney disease,949921000000100.0,2427451000000111.0,CKD with GFR category G3a & albuminuria category A3
Chronic kidney disease,950061000000103.0,2427751000000117.0,CKD with GFR category G3b & albuminuria category A1
Chronic kidney disease,950081000000107.0,2427801000000112.0,CKD with GFR category G3b & albuminuria category A2
Chronic kidney disease,950101000000101.0,2427851000000113.0,CKD with GFR category G3b & albuminuria category A3
Chronic kidney disease,950181000000106.0,2428021000000111.0,CKD with GFR category G4 & albuminuria category A1
Chronic kidney disease,950211000000107.0,2428091000000114.0,CKD with GFR category G4 & albuminuria category A2
Chronic kidney disease,950231000000104.0,2428141000000115.0,CKD with GFR category G4 & albuminuria category A3
Chronic kidney disease,950251000000106.0,2428191000000113.0,CKD with GFR category G5 & albuminuria category A1
Chronic kidney disease,950291000000103.0,2428281000000117.0,CKD with GFR category G5 & albuminuria category A2
Chronic kidney disease,950311000000102.0,2428331000000110.0,CKD with GFR category G5 & albuminuria category A3
Chronic kidney disease,433144002.0,2773184015.0,Chronic kidney disease stage 3
Chronic kidney disease,324251000000105.0,595811000000117.0,Chronic kidney disease stage 3 with proteinuria
Chronic kidney disease,324281000000104.0,595871000000110.0,Chronic kidney disease stage 3 without proteinuria
Chronic kidney disease,700378005.0,2990386017.0,Chronic kidney disease stage 3A
Chronic kidney disease,324311000000101.0,595931000000116.0,Chronic kidney disease stage 3A with proteinuria
Chronic kidney disease,324341000000100.0,595991000000115.0,Chronic kidney disease stage 3A without proteinuria
Chronic kidney disease,700379002.0,2990361014.0,Chronic kidney disease stage 3B
Chronic kidney disease,324371000000106.0,596051000000115.0,Chronic kidney disease stage 3B with proteinuria
Chronic kidney disease,324411000000105.0,596131000000114.0,Chronic kidney disease stage 3B without proteinuria
Chronic kidney disease,431857002.0,2767385013.0,Chronic kidney disease stage 4
Chronic kidney disease,324441000000106.0,596191000000110.0,Chronic kidney disease stage 4 with proteinuria
Chronic kidney disease,324471000000100.0,596261000000111.0,Chronic kidney disease stage 4 without proteinuria
Chronic kidney disease,949881000000106.0,2427351000000116.0,Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A1
Chronic kidney disease,949901000000109.0,2427431000000116.0,Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A2
Chronic kidney disease,949921000000100.0,2427481000000117.0,Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A3
Chronic kidney disease,950061000000103.0,2427781000000111.0,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A1
Chronic kidney disease,950081000000107.0,2427831000000118.0,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A2
Chronic kidney disease,950101000000101.0,2427881000000119.0,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A3
Chronic kidney disease,950181000000106.0,2428071000000110.0,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A1
Chronic kidney disease,950211000000107.0,2428121000000110.0,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A2
Chronic kidney disease,950231000000104.0,2428171000000114.0,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A3
Chronic kidney disease,950251000000106.0,2428261000000114.0,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A1
Chronic kidney disease,950291000000103.0,2428311000000119.0,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A2
Chronic kidney disease,950311000000102.0,2428361000000117.0,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A3
Chronic kidney disease,737562008.0,3528309015.0,MCKD - Multicystic kidney disease
Chronic kidney disease,70536003.0,117168016.0,Renal transplant
Chronic kidney disease,410511000000103.0,968901000000114.0,[V]Aftercare involving extracorporeal dialysis
Chronic kidney disease,398471000000102.0,895461000000116.0,[V]Aftercare involving intermittent dialysis
Chronic kidney disease,426351000000102.0,955921000000117.0,[V]Aftercare involving peritoneal dialysis
Chronic kidney disease,410511000000103.0,936221000000115.0,[V]Aftercare involving renal dialysis NOS
Chronic kidney disease,426351000000102.0,915931000000110.0,[V]Other specified aftercare involving intermittent dialysis
