Condition,SnomedCTConceptId,SnomedCTDescriptionId,Term
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",195394007.0,300649013.0,[X]Phlebitis and thombophlebitis of other sites
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",72565004.0,120528013.0,Phlebitis of a superficial leg vein NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",40283005.0,63670011.0,Thrombophlebitis of a superficial leg vein NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",40283005.0,63670011.0,Superficial phlebitis and thrombophlebitis of the leg NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",312588002.0,456335013.0,Deep vein phlebitis of the leg unspecified
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",312588002.0,456335013.0,Phlebitis of the iliac vein unspecified
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",61599003.0,102352016.0,Phlebitis NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",64156001.0,106650018.0,Thrombophlebitis NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",429098002.0,2692478010.0,Other venous embolism and thrombosis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",429098002.0,2692478010.0,Embolism and thrombosis NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",195394007.0,300649013.0,Other phlebitis and thrombophlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",111293003.0,178522012.0,Thrombosis of vein NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",195396009.0,300654016.0,Thrombophlebitis of the long saphenous vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",195397000.0,300655015.0,Thrombophlebitis of the short saphenous vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",40283005.0,63670011.0,Superficial vessel phlebitis and/or thrombophlebitis of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",195394007.0,300649013.0,Phlebitis and thrombophlebitis NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",40283005.0,2246671000000119.2,Thrombophlebitis of superficial veins of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",770112002.0,3698592011.0,Phlebitis of dorsal venous arch of foot
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",164626005.0,2666272015.0,On examination - phlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",234039000.0,2475891014.0,Phlebitis of saphenous vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",429098002.0,2695294011.0,Venous thromboembolic disease
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",309735004.0,453209018.0,Thrombosis of vein of lower limb
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",770111009.0,3698589012.0,Thrombophlebitis of dorsal venous arch of foot
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",195397000.0,300655015.0,Phlebitis of the short saphenous vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",61599003.0,102355019.0,Inflammation of vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",195394007.0,300649013.0,Phlebitis and thrombophlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",213218003.0,325064015.0,Phlebitis as a complication of care
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",234039000.0,350661013.0,Saphenous vein phlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",234040003.0,350662018.0,Saphenous vein thrombophlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",309735004.0,453210011.0,Thrombosis of vein of leg
