Condition,SnomedCTConceptId,SnomedCTDescriptionId,Term
Hyperparathyroidism,36348003.0,60663012.0,Primary hyperparathyroidism
Hyperparathyroidism,78200003.0,129770011.0,Tertiary hyperparathyroidism
Hyperparathyroidism,84727000.0,140466019.0,Osteitis fibrosa cystica
Hyperparathyroidism,66999008.0,111289013.0,Hyperparathyroidism
Hyperparathyroidism,203471008.0,312190010.0,Brown tumour of hyperparathyroidism
Hyperparathyroidism,84727000.0,140459015.0,Hyperparathyroid bone disease
Hyperparathyroidism,84727000.0,1234973018.0,Von Recklinghausen's bone disease
Hyperparathyroidism,84727000.0,1234973018.0,von Recklinghausen's bone disease
Hyperparathyroidism,66999008.0,111289013.0,[X]Other hyperparathyroidism
Hyperparathyroidism,91478007.0,151534010.0,Secondary hyperparathyroidism
Hyperparathyroidism,29326002.0,49080014.0,Ectopic hyperparathyroidism
