Condition,SnomedCTConceptId,SnomedCTDescriptionId,Term
Chronic viral hepatitis,187801002.0,288739019.0,Malignant neoplasm of retroperitoneum and peritoneum
Chronic viral hepatitis,824871000000104.0,2146501000000114.0,Hepatitis C genotype 3
Chronic viral hepatitis,128302006.0,206586011.0,Chronic viral hepatitis C
Chronic viral hepatitis,61977001.0,1232261014.0,Chronic viral hepatitis B
Chronic viral hepatitis,221021000000103.0,350841000000119.0,Hepatitis B treatment drugs Band 1
Chronic viral hepatitis,50711007.0,84513012.0,Viral hepatitis C without mention of hepatic coma
Chronic viral hepatitis,996701000000107.0,2576701000000110.0,HEp-2 nuclear pattern
Chronic viral hepatitis,165807006.0,257841016.0,Hepatitis e antigen present
Chronic viral hepatitis,10295004.0,17930015.0,"Chronic viral hepatitis, unspecified"
Chronic viral hepatitis,278152006.0,414973018.0,Blood group A Rh(D) negative
Chronic viral hepatitis,314706002.0,459095018.0,Hepatitis C antibody test positive
Chronic viral hepatitis,829241000000108.0,2155841000000118.0,12 week virologic response to hepatitis C treatment
Chronic viral hepatitis,824851000000108.0,2146461000000114.0,Hepatitis C genotype 2
Chronic viral hepatitis,10295004.0,17930015.0,Chronic viral hepatitis
Chronic viral hepatitis,824841000000105.0,2146441000000112.8,Hepatitis C genotype 1
Chronic viral hepatitis,992771000000100.0,2581311000000111.0,Hepatitis C virus genotype
Chronic viral hepatitis,824881000000102.0,2146521000000116.8,Hepatitis C genotype 4
Chronic viral hepatitis,222531000000101.0,354081000000114.0,Hepatitis B viral load
Chronic viral hepatitis,992751000000109.0,2576171000000118.0,Hepatitis C viral load
Chronic viral hepatitis,1015081000000104.0,2552581000000111.0,Hepatitis immunity test
Chronic viral hepatitis,165806002.0,257840015.0,Hepatitis B surface antig +ve
Chronic viral hepatitis,429721005.0,2693857014.0,History of hepatitis B
Chronic viral hepatitis,235869004.0,353580016.0,Chronic viral hepatitis B with delta-agent
Chronic viral hepatitis,186639003.0,286879013.0,Chronic viral hepatitis B without delta-agent
Chronic viral hepatitis,66071002.0,109733012.0,Viral (serum) hepatitis B
Chronic viral hepatitis,10295004.0,17930015.0,"[X]Chronic viral hepatitis, unspecified"
Chronic viral hepatitis,517511000000109.0,1154661000000116.0,"DNA diphtheria, tetanus and acellular pertussis vaccination"
Chronic viral hepatitis,829731000000106.0,2157051000000119.2,On hepatitis C treatment plan
Chronic viral hepatitis,945711000000107.0,2418601000000115.0,Visual frame sign language interpreter needed
Chronic viral hepatitis,376891000000108.0,741671000000118.0,In-house rheumatology follow-up appointment
Chronic viral hepatitis,201161000000102.0,305871000000114.0,Under care of community matron
Chronic viral hepatitis,203701000000104.0,311371000000117.0,Interpreter needed - Kurdish
Chronic viral hepatitis,204201000000107.0,312401000000111.0,Interpreter needed - Ukrainian
Chronic viral hepatitis,247171000000109.0,404331000000110.0,In-house counselling first appointment
Chronic viral hepatitis,751801000000106.0,1654061000000111.0,Home visit request by residential institution
Chronic viral hepatitis,794311000000109.0,1775741000000118.0,Consent for key information summary upload
Chronic viral hepatitis,702526004.0,2995988013.0,Under care of homeless advocacy service
Chronic viral hepatitis,936741000000100.0,2399051000000112.0,Requires contact by email
Chronic viral hepatitis,934311000000108.0,2393421000000110.0,Unsuitable for Over 75 Health Check
Chronic viral hepatitis,361441000000100.0,681151000000119.0,Guarani language interpreter needed
Chronic viral hepatitis,362691000000102.0,683791000000113.0,Afar language interpreter needed
Chronic viral hepatitis,305749000.0,448275015.0,Seen by rheumatology nurse specialist
Chronic viral hepatitis,516261000000106.0,1149611000000116.0,Unable to consent to information sharing
Chronic viral hepatitis,829691000000100.0,2156971000000110.0,H/O hepatitis C antiviral drug therapy
Chronic viral hepatitis,161579008.0,251809017.0,H/O: perinatal problem
Chronic viral hepatitis,1029541000000105.0,2597111000000116.0,Poxvirus nucleic acid detection
Chronic viral hepatitis,995991000000106.0,2572521000000112.0,Epstein-Barr virus capsid IgG level
Chronic viral hepatitis,1009351000000108.0,2574081000000110.0,Canary serum antibody level
Chronic viral hepatitis,1031571000000101.0,2595441000000119.0,Hepatitis B nucleic acid detection
Chronic viral hepatitis,761381000000102.0,1686831000000111.0,Hepatitis C resolved
Chronic viral hepatitis,760421000000100.0,1739601000000111.0,Hepatitis C PCR positive
Chronic viral hepatitis,356121000000100.0,669601000000113.0,Hepatitis B screening positive
Chronic viral hepatitis,997031000000102.0,2571261000000110.0,IgA
Chronic viral hepatitis,1030511000000102.0,2595451000000116.0,Hepatitis C nucleic acid detection
Chronic viral hepatitis,50711007.0,84516016.0,Hepatitis C
Chronic viral hepatitis,1024481000000104.0,2584161000000114.0,Viral hepatitis screening test
Chronic viral hepatitis,1009191000000103.0,2556831000000113.0,Leptospira serology
Chronic viral hepatitis,1006121000000108.0,2585841000000118.0,Borrelia serology
Chronic viral hepatitis,812181000000106.0,2118321000000118.0,Hepatitis C antigen positive
Chronic viral hepatitis,441344004.0,2790535011.0,Human parainfluenza virus detected
Chronic viral hepatitis,760421000000100.0,1681741000000116.0,Hepatitis C viral ribonucleic acid PCR positive
Chronic viral hepatitis,441256000.0,2793495012.0,Human bocavirus detected
Chronic viral hepatitis,1009171000000102.0,2586371000000111.0,Brucella serology
Chronic viral hepatitis,1009851000000104.0,2556921000000118.0,Malarial parasite screening test
Chronic viral hepatitis,1000241000000109.0,2569541000000115.0,Campylobacter serology
Chronic viral hepatitis,200761000000105.0,304881000000112.0,Low vaginal swab for chlamydia taken by patient
Chronic viral hepatitis,10295004.0,17930015.0,[X]Other chronic viral hepatitis
Chronic viral hepatitis,865431000000108.0,2237051000000116.8,Pertussis vaccinatn progrme pregnant women enhan srvce admin
Chronic viral hepatitis,362751000000101.0,683911000000119.0,Hepatitis C screening positive - enhanced services admin
Chronic viral hepatitis,362751000000101.0,683911000000119.0,Hepatitis C screening positive
Chronic viral hepatitis,356121000000100.0,728581000000110.0,Hepatitis B screening positive - enhanced services admin
Chronic viral hepatitis,983821000000103.0,2501841000000117.0,"Out of area regstratn, in-hours urgnt primry medicl care ESA"
Chronic viral hepatitis,355741000000101.0,1154311000000113.0,Hepatitis status 6 months post treatment - enhanced serv adm
Chronic viral hepatitis,910381000000101.0,2340191000000119.0,24 hour electrocardiogram enhanced services administration
Chronic viral hepatitis,763421000000107.0,1693361000000119.0,Subdermal etonogestrel implant insertion ESA
Chronic viral hepatitis,362421000000102.0,683201000000111.0,Chronic hepatitis annual review - enhanced services admin
