Condition,SnomedCTConceptId,SnomedCTDescriptionId,Term
Chronic lower respiratory diseases,13645005.0,475427019.0,COPD - Chronic obstructive pulmonary disease
Chronic lower respiratory diseases,13645005.0,990641000006110.0,Chronic obst. pulm. dis. NOS
Chronic lower respiratory diseases,13645005.0,23287019.0,Chronic obstructive lung disease
Chronic lower respiratory diseases,84409004.0,139979010.0,Fetid chronic bronchitis
Chronic lower respiratory diseases,185086009.0,285104011.0,Obstructive chronic bronchitis
Chronic lower respiratory diseases,13645005.0,475431013.0,Chronic obstructive pulmonary disease
Chronic lower respiratory diseases,13645005.0,475423015.0,Chronic obstructive airways disease
Chronic lower respiratory diseases,63480004.0,105519017.0,Chronic bronchitis
Chronic lower respiratory diseases,61937009.0,102938011.0,Simple chronic bronchitis
Chronic lower respiratory diseases,89549007.0,508562012.0,Chronic catarrhal bronchitis
Chronic lower respiratory diseases,61937009.0,102938011.0,Simple chronic bronchitis NOS
Chronic lower respiratory diseases,74417001.0,123588010.0,Mucopurulent chronic bronchitis
Chronic lower respiratory diseases,84409004.0,506053014.0,Purulent chronic bronchitis
Chronic lower respiratory diseases,84409004.0,506053014.0,Fetid chronic bronchitis
Chronic lower respiratory diseases,74417001.0,123588010.0,Mucopurulent chronic bronchitis NOS
Chronic lower respiratory diseases,185086009.0,285100019.0,Obstructive chronic bronchitis
Chronic lower respiratory diseases,195949008.0,301450011.0,Chronic asthmatic bronchitis
Chronic lower respiratory diseases,195949008.0,301451010.0,Chronic wheezy bronchitis
Chronic lower respiratory diseases,185086009.0,285100019.0,Emphysematous bronchitis
Chronic lower respiratory diseases,40100001.0,492443010.0,Bronchiolitis obliterans
Chronic lower respiratory diseases,185086009.0,285100019.0,Obstructive chronic bronchitis NOS
Chronic lower respiratory diseases,195953005.0,301456017.0,Mixed simple and mucopurulent chronic bronchitis
Chronic lower respiratory diseases,63480004.0,105519017.0,Other chronic bronchitis
Chronic lower respiratory diseases,52571006.0,87480013.0,Chronic tracheobronchitis
Chronic lower respiratory diseases,63480004.0,105519017.0,Other chronic bronchitis NOS
Chronic lower respiratory diseases,63480004.0,105519017.0,Chronic bronchitis NOS
Chronic lower respiratory diseases,87433001.0,144964015.0,Emphysema
Chronic lower respiratory diseases,195957006.0,301460019.0,Chronic bullous emphysema
Chronic lower respiratory diseases,195958001.0,301463017.0,Segmental bullous emphysema
Chronic lower respiratory diseases,195959009.0,301464011.0,Zonal bullous emphysema
Chronic lower respiratory diseases,16003001.0,27096010.0,Giant bullous emphysema
Chronic lower respiratory diseases,266355005.0,396108018.0,Bullous emphysema with collapse
Chronic lower respiratory diseases,195957006.0,301460019.0,Chronic bullous emphysema NOS
Chronic lower respiratory diseases,4981000.0,9337016.0,Panlobular emphysema
Chronic lower respiratory diseases,68328006.0,113497011.0,Centrilobular emphysema
Chronic lower respiratory diseases,87433001.0,144964015.0,Other emphysema
Chronic lower respiratory diseases,266356006.0,396109014.0,Atrophic (senile) emphysema
Chronic lower respiratory diseases,45145000.0,1230190015.0,MacLeod's unilateral emphysema
Chronic lower respiratory diseases,87433001.0,144964015.0,Other emphysema NOS
Chronic lower respiratory diseases,87433001.0,144964015.0,Emphysema NOS
Chronic lower respiratory diseases,313296004.0,457168017.0,Mild chronic obstructive pulmonary disease
Chronic lower respiratory diseases,313297008.0,457169013.0,Moderate chronic obstructive pulmonary disease
Chronic lower respiratory diseases,313299006.0,457171013.0,Severe chronic obstructive pulmonary disease
Chronic lower respiratory diseases,293991000000106.0,516801000000112.0,Very severe chronic obstructive pulmonary disease
Chronic lower respiratory diseases,135836000.0,216596014.0,End stage chronic obstructive airways disease
Chronic lower respiratory diseases,13645005.0,475428012.0,Other specified chronic obstructive airways disease
Chronic lower respiratory diseases,13645005.0,475431013.0,Other specified chronic obstructive pulmonary disease
Chronic lower respiratory diseases,13645005.0,475428012.0,Chronic obstructive airways disease NOS
Chronic lower respiratory diseases,13645005.0,475431013.0,Chronic obstructive pulmonary disease NOS
Chronic lower respiratory diseases,196026004.0,301572010.0,Chronic emphysema due to chemical fumes
Chronic lower respiratory diseases,196027008.0,301573017.0,Obliterative bronchiolitis due to chemical fumes
Chronic lower respiratory diseases,866901000000103.0,2240631000000119.2,Eosinophilic bronchitis
Chronic lower respiratory diseases,87433001.0,144964015.0,[X]Other emphysema
Chronic lower respiratory diseases,13645005.0,475431013.0,[X]Other specified chronic obstructive pulmonary disease
Chronic lower respiratory diseases,405944004.0,2157699014.0,Asthmatic bronchitis
Chronic lower respiratory diseases,389145006.0,885291000006115.0,Extrinsic asthma - atopy
Chronic lower respiratory diseases,31387002.0,3035282010.0,Exercise induced asthma
Chronic lower respiratory diseases,233679003.0,350149018.0,Late-onset asthma
Chronic lower respiratory diseases,708038006.0,145961000006117.0,Severe asthma attack
Chronic lower respiratory diseases,31387002.0,52467014.0,Exercise induced asthma
Chronic lower respiratory diseases,57607007.0,95786019.0,Occupational asthma
Chronic lower respiratory diseases,57607007.0,95786019.0,Work aggravated asthma
Chronic lower respiratory diseases,407674008.0,2159273015.0,Aspirin induced asthma
Chronic lower respiratory diseases,401193004.0,1780388018.0,Asthma confirmed
Chronic lower respiratory diseases,195967001.0,301485011.0,Asthma
Chronic lower respiratory diseases,195967001.0,301480018.0,Bronchial asthma
Chronic lower respiratory diseases,389145006.0,1493645010.0,Extrinsic (atopic) asthma
Chronic lower respiratory diseases,389145006.0,1483199016.0,Allergic asthma
Chronic lower respiratory diseases,233678006.0,350147016.0,Childhood asthma
Chronic lower respiratory diseases,233683003.0,350154010.0,Pollen asthma
Chronic lower respiratory diseases,63088003.0,104872017.0,Extrinsic asthma without status asthmaticus
Chronic lower respiratory diseases,1086701000000102.0,2722231000000112.0,Extrinsic asthma with status asthmaticus
Chronic lower respiratory diseases,708093000.0,3083642013.0,Extrinsic asthma with asthma attack
Chronic lower respiratory diseases,424643009.0,2648327010.0,Extrinsic asthma NOS
Chronic lower respiratory diseases,266361008.0,396114013.0,Intrinsic asthma
Chronic lower respiratory diseases,233679003.0,350148014.0,Late onset asthma
Chronic lower respiratory diseases,12428000.0,21390015.0,Intrinsic asthma without status asthmaticus
Chronic lower respiratory diseases,1086711000000100.0,2722261000000119.0,Intrinsic asthma with status asthmaticus
Chronic lower respiratory diseases,708094006.0,3032866010.0,Intrinsic asthma with asthma attack
Chronic lower respiratory diseases,266361008.0,396114013.0,Intrinsic asthma NOS
Chronic lower respiratory diseases,195977004.0,301509017.0,Mixed asthma
Chronic lower respiratory diseases,225057002.0,338238011.0,Brittle asthma
Chronic lower respiratory diseases,866881000000101.0,2240591000000119.2,Chronic asthma with fixed airflow obstruction
Chronic lower respiratory diseases,195967001.0,301485011.0,Asthma unspecified
Chronic lower respiratory diseases,195967001.0,2475605013.0,Hyperreactive airways disease
Chronic lower respiratory diseases,734904007.0,3511368015.0,Status asthmaticus NOS
Chronic lower respiratory diseases,708090002.0,3033029011.0,Severe asthma attack
Chronic lower respiratory diseases,708038006.0,3032734012.0,Asthma attack
Chronic lower respiratory diseases,708038006.0,3032734012.0,Asthma attack NOS
Chronic lower respiratory diseases,233679003.0,350148014.0,Late-onset asthma
Chronic lower respiratory diseases,195967001.0,301485011.0,Asthma NOS
Chronic lower respiratory diseases,389145006.0,1483199016.0,Allergic asthma NEC
Chronic lower respiratory diseases,405720007.0,2157501011.0,Allergic bronchitis NEC
Chronic lower respiratory diseases,23022004.0,38677017.0,Tuberculous bronchiectasis
Chronic lower respiratory diseases,12295008.0,21163015.0,Bronchiectasis
Chronic lower respiratory diseases,195984007.0,301524014.0,Recurrent bronchiectasis
Chronic lower respiratory diseases,195985008.0,301525010.0,Post-infective bronchiectasis
Chronic lower respiratory diseases,12295008.0,21163015.0,Bronchiectasis NOS
