Condition,SnomedCTConceptId,SnomedCTDescriptionId,Term
polyneuropathies,16269008.0,891861000006112.0,Neuralgia/neuritis - NOS
polyneuropathies,230507009.0,345410015.0,Retrobulbar neuritis
polyneuropathies,66760008.0,883541000006113.0,Retrobulbar neuritis
polyneuropathies,7916009.0,14103017.0,Alcoholic polyneuropathy
polyneuropathies,397751001.0,712521000006112.0,Median nerve lesions NOS
polyneuropathies,30085007.0,2984161000006113.0,Morton's metatarsalgia
polyneuropathies,420918009.0,3697664014.0,Type I diabetes mellitus with mononeuropathy
polyneuropathies,31524007.0,52697011.0,Mumps polyneuropathy
polyneuropathies,49455004.0,82373015.0,Insulin dependent diabetes mellitus with polyneuropathy
polyneuropathies,314904008.0,459312014.0,Type II diabetes mellitus with neuropathic arthropathy
polyneuropathies,9386003.0,16455010.0,Gouty neuritis
polyneuropathies,42295001.0,493270014.0,Familial neuropathic amyloid
polyneuropathies,9133005.0,1235651015.0,Familial amyloid polyneuropathy type III
polyneuropathies,191471000.0,294662017.0,Korsakov's alcoholic psychosis with peripheral neuritis
polyneuropathies,397751001.0,1777362011.0,Other median nerve lesions
polyneuropathies,17689009.0,29902012.0,Median nerve neuritis
polyneuropathies,193129003.0,297477013.0,Median nerve compression in forearm
polyneuropathies,397751001.0,1777362011.0,Median nerve lesions NOS
polyneuropathies,367475009.0,492283017.0,Ulnar nerve lesions
polyneuropathies,95675005.0,158497012.0,Neuritis ulnar nerve
polyneuropathies,56177003.0,93418010.0,Cubital tunnel syndrome
polyneuropathies,58497009.0,97213016.0,Tardy ulnar nerve palsy
polyneuropathies,193134004.0,297485016.0,Canal of Guyon compression
polyneuropathies,277188003.0,413630015.0,Ulnar nerve entrapment
polyneuropathies,359837005.0,475273015.0,Ulnar neuropathy
polyneuropathies,367475009.0,492283017.0,Ulnar nerve lesion NOS
polyneuropathies,193137006.0,297488019.0,Radial nerve lesions
polyneuropathies,193138001.0,297489010.0,Sensory branch of radial nerve lesion
polyneuropathies,193139009.0,297490018.0,Posterior interosseous nerve lesion
polyneuropathies,193137006.0,297488019.0,Radial nerve lesion NOS
polyneuropathies,408751001.0,2536776010.0,Causalgia
polyneuropathies,30292005.0,50702011.0,Mononeuritis multiplex
polyneuropathies,246611002.0,368388010.0,Median nerve entrapment
polyneuropathies,297945000.0,438534013.0,Other upper limb mononeuritis
polyneuropathies,609591000.0,2967951017.0,Mononeuritis upper limb NOS
polyneuropathies,609592007.0,2967939019.0,Mononeuritis lower limb
polyneuropathies,367137004.0,490703010.0,Sciatic nerve lesion
polyneuropathies,85007004.0,140945016.0,Meralgia paraesthetica
polyneuropathies,25690000.0,483022012.0,Femoral nerve lesions
polyneuropathies,399107008.0,1778567016.0,Common peroneal nerve lesion
polyneuropathies,399107008.0,1786691018.0,Lateral popliteal nerve lesion
polyneuropathies,399233006.0,1778686017.0,Tibial nerve lesion
polyneuropathies,399233006.0,1778686017.0,Medial popliteal nerve lesion
polyneuropathies,47374004.0,78977014.0,Tarsal tunnel syndrome
polyneuropathies,193148004.0,297500014.0,Plantar nerve lesion
polyneuropathies,30085007.0,484476012.0,Morton's metatarsalgia
polyneuropathies,30085007.0,50336019.0,Morton's neuralgia
polyneuropathies,193148004.0,297500014.0,Plantar nerve lesion NOS
polyneuropathies,128194008.0,474333019.0,Superficial peroneal nerve lesion
polyneuropathies,193152004.0,297504017.0,Deep peroneal nerve lesion
polyneuropathies,609592007.0,2967939019.0,Other mononeuritis lower limb
polyneuropathies,609592007.0,2967939019.0,Unspecified mononeuritis lower limb
polyneuropathies,128189008.0,206412019.0,Mononeuritis of unspecified site NOS
polyneuropathies,302226006.0,443808012.0,Peripheral neuropathy - hereditary or idiopathic
polyneuropathies,302226006.0,443808012.0,Hereditary and idiopathic peripheral neuropathy
polyneuropathies,65017003.0,108062014.0,Hereditary peripheral neuropathy
polyneuropathies,111499002.0,187824013.0,Dejerine-Sottas disease
polyneuropathies,65017003.0,108062014.0,Hereditary peripheral neuropathy NOS
polyneuropathies,398100001.0,1777664015.0,Peroneal muscular atrophy
polyneuropathies,398100001.0,3007425011.0,Charcot-Marie-Tooth disease
polyneuropathies,398100001.0,1777664015.0,Charcot's atrophy
polyneuropathies,398100001.0,1777664015.0,Charcot-Marie-Tooth syndrome
polyneuropathies,398100001.0,1777664015.0,Peroneal muscular atrophy NOS
polyneuropathies,11442006.0,19796013.0,Hereditary sensory neuropathy
polyneuropathies,25362006.0,42524012.0,Refsum's disease
polyneuropathies,33209009.0,55426011.0,Idiopathic progressive polyneuropathy
polyneuropathies,193165008.0,297525017.0,Neuropathy in association with hereditary ataxia
polyneuropathies,42345000.0,70659018.0,Polyneuropathy
polyneuropathies,302226006.0,2870944013.0,Peripheral neuropathy
polyneuropathies,398100001.0,1777664015.0,Hereditary motor and sensory neuropathy
polyneuropathies,398040009.0,1786065018.0,Hereditary motor and sensory neuropathy type I
polyneuropathies,398187000.0,1786163010.0,Hereditary motor and sensory neuropathy type II
polyneuropathies,111499002.0,1219655013.0,Hereditary motor and sensory neuropathy type III
polyneuropathies,22722001.0,38139010.0,Other idiopathic peripheral neuropathy
polyneuropathies,22722001.0,38139010.0,Other idiopathic peripheral neuropathy NOS
polyneuropathies,128123007.0,194717012.0,Hereditary or idiopathic peripheral neuropathy NOS
polyneuropathies,267601009.0,399416017.0,Inflammatory and toxic neuropathy
polyneuropathies,45600000.0,76028011.0,Toxic neuropathy
polyneuropathies,40956001.0,68321016.0,Guillain-Barre syndrome
polyneuropathies,193174005.0,297537015.0,Postinfectious polyneuritis
polyneuropathies,1767005.0,478396017.0,Miller-Fisher syndrome
polyneuropathies,193177003.0,297540015.0,Polyneuropathy in collagen vascular disease
polyneuropathies,193179000.0,297543018.0,Polyneuropathy in polyarteritis nodosa
polyneuropathies,193177003.0,297540015.0,Polyneuropathy in collagen vascular disease NOS
polyneuropathies,193186008.0,297553017.0,Polyneuropathy in disease EC
polyneuropathies,193187004.0,297554011.0,Polyneuropathy in amyloidosis
polyneuropathies,79389008.0,504101018.0,Polyneuropathy in beriberi
polyneuropathies,193188009.0,297555012.0,Polyneuropathy in vitamin B deficiency
polyneuropathies,230596007.0,345519017.0,Polyneuropathy in diphtheria
polyneuropathies,193191009.0,297558014.0,Polyneuropathy in hypoglycaemia
polyneuropathies,31524007.0,52697011.0,Polyneuropathy in mumps
polyneuropathies,129616004.0,3289854015.0,Polyneuropathy in porphyria
polyneuropathies,193195000.0,297566017.0,Polyneuropathy in sarcoidosis
polyneuropathies,193196004.0,297568016.0,Polyneuropathy in uraemia
polyneuropathies,193186008.0,297553017.0,Polyneuropathy in disease NOS
polyneuropathies,7916009.0,14104011.0,Alcoholic polyneuropathy
polyneuropathies,7339009.0,1233619018.0,Polyneuropathy due to drugs
polyneuropathies,45600000.0,76028011.0,Other toxic agent polyneuropathy
polyneuropathies,230646002.0,345580013.0,Intercostal neuropathy
polyneuropathies,76886005.0,2966568017.0,"Inflammatory polyneuropathy, unspecified"
polyneuropathies,267601009.0,399416017.0,Other toxic or inflammatory neuropathy
polyneuropathies,193203006.0,297575015.0,Serum neuropathy
polyneuropathies,230657007.0,345594014.0,Axonal sensorimotor neuropathy
polyneuropathies,267601009.0,399416017.0,Toxic or inflammatory neuropathy NOS
polyneuropathies,42345000.0,70659018.0,Polyneuropathy unspecified
polyneuropathies,42658009.0,71161015.0,Other specified disorders of peripheral nervous system
polyneuropathies,42658009.0,71161015.0,Peripheral nervous system disorder NOS
polyneuropathies,397751001.0,1777362011.0,[X]Other lesions of median nerve
polyneuropathies,609591000.0,2967951017.0,[X]Other mononeuropathies of upper limb
polyneuropathies,609592007.0,2967939019.0,[X]Other mononeuropathies of lower limb
polyneuropathies,128189008.0,206412019.0,[X]Other specified mononeuropathies
polyneuropathies,128189008.0,206412019.0,[X]Other mononeuropathies in diseases classified elsewhere
polyneuropathies,42658009.0,71161015.0,[X]Polyneuropathies & other disord of peripheral nerv syst
polyneuropathies,386033004.0,1480220018.0,[X]Other hereditary and idiopathic neuropathies
polyneuropathies,21018002.0,35332011.0,[X]Other inflammatory polyneuropathies
polyneuropathies,42345000.0,70659018.0,[X]Other specified polyneuropathies
polyneuropathies,230571009.0,345485017.0,[X]Polyneuropathy/other endocrine+metabolic diseases CE
polyneuropathies,386033004.0,1480220018.0,[X]Polyneuropathy/other musculoskeletal disorders CE
polyneuropathies,76886005.0,2966568017.0,"[X]Inflammatory polyneuropathy, unspecified"
polyneuropathies,42345000.0,70659018.0,"[X] Polyneuropathy, unspecified"
polyneuropathies,59483006.0,498448012.0,Neuropathic foot ulcer
polyneuropathies,67536000.0,500766011.0,Neuropathic arthropathy
polyneuropathies,67536000.0,500766011.0,Neuropathic arthritis
polyneuropathies,202700003.0,311114015.0,Neuropathic spondylopathy
polyneuropathies,95675005.0,158497012.0,Ulnar neuritis
polyneuropathies,211412006.0,322645015.0,Neuropathic foot blister
