Condition,SnomedCTConceptId,SnomedCTDescriptionId,Term
Systemic connective tissue disorders,367542003.0,492714018.0,Pulmonary eosinophilia NOS
Systemic connective tissue disorders,155441006.0,242065019.0,Polyarteritis nodosa and allied conditions
Systemic connective tissue disorders,155441006.0,2579114016.0,PAN - Polyarteritis nodosa
Systemic connective tissue disorders,155441006.0,1784751012.0,Periarteritis nodosa
Systemic connective tissue disorders,367542003.0,1228709010.0,Andrews syndrome
Systemic connective tissue disorders,367542003.0,1228706015.0,PIE - Pulmonary infiltrates with eosinophilia
Systemic connective tissue disorders,367542003.0,1228707012.0,Pulmonary infiltrates with eosinophilia
Systemic connective tissue disorders,193179000.0,297543018.0,Polyneuropathy in polyarteritis nodosa
Systemic connective tissue disorders,193177003.0,297540015.0,Polyneuropathy in collagen vascular disease NOS
Systemic connective tissue disorders,367542003.0,1228705016.0,EP - Eosinophilic pneumonia
Systemic connective tissue disorders,367542003.0,1228708019.0,Eosinophilic pneumonia
Systemic connective tissue disorders,193177003.0,297541016.0,Neuropathy in vasculitis and connective tissue disease
Systemic connective tissue disorders,155441006.0,242065019.0,Polyarteritis nodosa
Systemic connective tissue disorders,193177003.0,297540015.0,Polyneuropathy in collagen vascular disease
Systemic connective tissue disorders,197607004.0,303849011.0,Nephrotic syndrome in polyarteritis nodosa
Systemic connective tissue disorders,367542003.0,2670764010.0,Pulmonary eosinophilia
Systemic connective tissue disorders,155441006.0,990621000006115.0,Polyarteritis nodosa NOS
Systemic connective tissue disorders,193177003.0,297540015.0,[X]Polyneuropathy/systemic connective tissue disorders CE
Systemic connective tissue disorders,155441006.0,242065019.0,Polyarteritis nodosa and allied conditions NOS
Systemic connective tissue disorders,155441006.0,242065019.0,[X]Other conditions related to polyarteritis nodosa
Systemic connective tissue disorders,367542003.0,492714018.0,Eosinophilic asthma
Systemic connective tissue disorders,193249002.0,297640011.0,Myopathy due to polyarteritis nodosa
Systemic connective tissue disorders,387718007.0,1481797017.0,Diagnostic endoscopic examination of ureter NOS
Systemic connective tissue disorders,387717002.0,1481796014.0,Ureteroscopy
Systemic connective tissue disorders,176182008.0,2160757017.0,Diagnost endos exam bladder biop lesion bladder rigid cysto
Systemic connective tissue disorders,425786007.0,2674345011.0,Diagnostic endoscop exam bladder biop lesion pros rigid cys
Systemic connective tissue disorders,176181001.0,272739015.0,Diagnostic endoscopic examination bladder using cystoscope
Systemic connective tissue disorders,82275008.0,136475012.0,Allergic granulomatosis angiitis
Systemic connective tissue disorders,387717002.0,1492238012.0,Endoscopy of ureter
Systemic connective tissue disorders,405250000.0,2163038018.0,Retrograde urography
Systemic connective tissue disorders,387717002.0,1492237019.0,Cystoureteroscopy
Systemic connective tissue disorders,82275008.0,3521932019.0,EGPA - eosinophilic granulomatosis with polyangiitis
Systemic connective tissue disorders,176183003.0,272743016.0,Rigid check cystoscopy
Systemic connective tissue disorders,82275008.0,1234697012.0,CSS - Churg-Strauss syndrome
Systemic connective tissue disorders,405250000.0,2163034016.0,Retrograde ureteropyelography
Systemic connective tissue disorders,82275008.0,3285497013.0,Churg Strauss syndrome
Systemic connective tissue disorders,176082005.0,272590016.0,Endoscopic retrograde pyelogram
Systemic connective tissue disorders,82275008.0,2507011000000119.0,Eosinophilic granulomatosis with polyangiitis
Systemic connective tissue disorders,405250000.0,2163036019.0,Retrograde pyelography
Systemic connective tissue disorders,405250000.0,2163035015.0,RPG - Retrograde pyelogram
Systemic connective tissue disorders,82275008.0,1234696015.0,Allergic granulomatous angiitis
Systemic connective tissue disorders,176082005.0,867301000006112.0,Retrograde pyelography
Systemic connective tissue disorders,387717002.0,1492235010.0,Cystoscopy of ureter
Systemic connective tissue disorders,405250000.0,2163037011.0,Retrograde urogram
Systemic connective tissue disorders,176082005.0,272591017.0,Endoscopic retrograde pyelography - unspecified
Systemic connective tissue disorders,176087004.0,272597018.0,Retrograde bulb ureteropyelography
Systemic connective tissue disorders,387718007.0,1481797017.0,Diagnostic endoscopy of ureter
Systemic connective tissue disorders,387718007.0,1492240019.0,Diagnostic endoscopic examination of ureter
Systemic connective tissue disorders,405250000.0,2157075010.0,Retrograde catheter ureteropyelography
Systemic connective tissue disorders,387718007.0,1481797017.0,Other specified diagnostic endoscopic examination of ureter
Systemic connective tissue disorders,361253001.0,477964015.0,Simple diagnostic ureteroscopy
Systemic connective tissue disorders,176181001.0,272740018.0,Diagnostic cystoscopy using rigid instrument
Systemic connective tissue disorders,387717002.0,1481796014.0,Ureteroscopy NEC
Systemic connective tissue disorders,82275008.0,136476013.0,Churg-Strauss vasculitis
Systemic connective tissue disorders,82275008.0,3521929017.0,Eosinophilic granulomatosis with polyangiitis
Systemic connective tissue disorders,405250000.0,2157075010.0,Retrograde pyelogram
Systemic connective tissue disorders,176183003.0,272744010.0,Check cystoscopy using rigid instrument
Systemic connective tissue disorders,195363007.0,300593015.0,Juvenile polyarteritis
Systemic connective tissue disorders,387601003.0,1476194013.0,Cystoscopic catheterisation of ureter
Systemic connective tissue disorders,387601003.0,1490192011.0,Endoscopic catheterisation of ureter
Systemic connective tissue disorders,387601003.0,1477155018.0,Cystoscopic catheterization of ureter
Systemic connective tissue disorders,387601003.0,1490421018.0,Endoscopic catheterization of ureter
Systemic connective tissue disorders,176083000.0,272592012.0,Endoscopic ureteric urine sampling
Systemic connective tissue disorders,75053002.0,124652019.0,Kawasaki's disease
Systemic connective tissue disorders,176083000.0,272592012.0,Endoscopic ureteric sampling of urine
Systemic connective tissue disorders,75053002.0,124651014.0,MCLS
Systemic connective tissue disorders,75053002.0,1233826016.0,Kawasaki syndrome
Systemic connective tissue disorders,75053002.0,200501010.0,Kawasaki's syndrome
Systemic connective tissue disorders,75053002.0,200499019.0,Mucocutaneous lymph node syndrome
Systemic connective tissue disorders,75053002.0,3036035017.0,Kawasakis mucocutaneous lymph node syndrome
Systemic connective tissue disorders,75053002.0,200500011.0,MLNS
Systemic connective tissue disorders,75053002.0,124653012.0,Kawasaki disease
Systemic connective tissue disorders,176083000.0,867311000006110.0,Endosc. ureteric urine collect
Systemic connective tissue disorders,176083000.0,272592012.0,Cystoscopic ureteric sampling of urine
Systemic connective tissue disorders,276657008.0,412908010.0,[X]Other overlap syndromes
Systemic connective tissue disorders,60555002.0,100606014.0,Hypersensitivity angiitis NOS
Systemic connective tissue disorders,50581000.0,495714011.0,Pulmonary haemorrhage with glomerulonephritis
Systemic connective tissue disorders,50581000.0,84269016.0,Pulmonary hemosiderosis with glomerulonephritis
Systemic connective tissue disorders,50581000.0,84263015.0,Hemorrhagic pneumonia AND glomerulonephritis
Systemic connective tissue disorders,236506009.0,354519015.0,Anti GBM - Antiglomerular basement membrane disease
Systemic connective tissue disorders,50581000.0,84267019.0,Pulmonary hemorrhage with glomerulonephritis
Systemic connective tissue disorders,50581000.0,84266011.0,Lung purpura with nephritis syndrome
Systemic connective tissue disorders,50581000.0,84265010.0,Pulmonary-renal syndrome
Systemic connective tissue disorders,60555002.0,498776017.0,Maladie trisymptome
Systemic connective tissue disorders,236506009.0,2840433018.0,Goodpasture disease
Systemic connective tissue disorders,50581000.0,495716013.0,Haemorrhagic pneumonia AND glomerulonephritis
Systemic connective tissue disorders,60555002.0,100609019.0,Hypersensitivity vasculitis
Systemic connective tissue disorders,50581000.0,2838064014.0,Goodpasture syndrome
Systemic connective tissue disorders,60555002.0,498780010.0,Leukocytoclastic angiitis
Systemic connective tissue disorders,60555002.0,498778016.0,Leucocytoclastic vasculitis
Systemic connective tissue disorders,60555002.0,100608010.0,Allergic vasculitis
Systemic connective tissue disorders,50581000.0,495717016.0,Anti-GBM nephritis with pulmonary haemorrhage
Systemic connective tissue disorders,60555002.0,498779012.0,Leucocytoclastic angiitis
Systemic connective tissue disorders,60555002.0,498777014.0,Trisymptome
Systemic connective tissue disorders,50581000.0,495715012.0,Pulmonary haemosiderosis with glomerulonephritis
Systemic connective tissue disorders,50581000.0,84270015.0,Anti-GBM nephritis with pulmonary hemorrhage
Systemic connective tissue disorders,236506009.0,2214081000000112.0,Anti GBM disease - Antiglomerular basement membrane disease
Systemic connective tissue disorders,60555002.0,100607017.0,Leukocytoclastic vasculitis
Systemic connective tissue disorders,50581000.0,84262013.0,Goodpasture's syndrome
Systemic connective tissue disorders,236506009.0,354518011.0,Antiglomerular basement membrane disease
Systemic connective tissue disorders,236506009.0,354520014.0,Goodpasture's disease
Systemic connective tissue disorders,60555002.0,100606014.0,Hypersensitivity angiitis
Systemic connective tissue disorders,60555002.0,100606014.0,Hypersensitivity arteritis
Systemic connective tissue disorders,126729006.0,135665013.0,Thrombotic microangiopathy NOS
Systemic connective tissue disorders,302873008.0,444860010.0,Megakaryocytic hypoplasia
Systemic connective tissue disorders,176093007.0,272606011.0,Extracorporeal shockwave lithotripsy stone in lower ureter
Systemic connective tissue disorders,20042009.0,33733018.0,Extracorporeal shockwave lithotripsy ureteric calculus NOS
Systemic connective tissue disorders,20042009.0,480264016.0,ESWL - Extracorporeal shockwave lithotripsy of ureteric calculus
Systemic connective tissue disorders,176091009.0,272603015.0,Extracorporeal shockwave lithotripsy for stone in upper ureter
Systemic connective tissue disorders,387778001.0,1490211012.0,Disorder characterised by purpura
Systemic connective tissue disorders,78129009.0,129663018.0,TTP
Systemic connective tissue disorders,176091009.0,272604014.0,Extracorporeal shockwave therapy for stone in upper ureter
Systemic connective tissue disorders,387778001.0,1481848019.0,Purpura and other haemorrhagic conditions
Systemic connective tissue disorders,78129009.0,129661016.0,Thrombotic thrombocytopenic purpura
Systemic connective tissue disorders,176092002.0,272605010.0,Extracorporeal shockwave lithotripsy for stone in mid-ureter
Systemic connective tissue disorders,302873008.0,444860010.0,Thrombocytopenic purpura
Systemic connective tissue disorders,20042009.0,480263010.0,Extracorporeal shockwave lithotripsy of ureteric calculus
Systemic connective tissue disorders,78129009.0,503763019.0,Moschcowitz syndrome
Systemic connective tissue disorders,20042009.0,867331000006116.0,Ureteric lithotripsy
Systemic connective tissue disorders,302873008.0,444860010.0,Other specified primary thrombocytopenia
Systemic connective tissue disorders,387778001.0,1492272016.0,Purpura
Systemic connective tissue disorders,126729006.0,135665013.0,Thrombotic microangiopathy
Systemic connective tissue disorders,302873008.0,444860010.0,Evan's syndrome
Systemic connective tissue disorders,78129009.0,503764013.0,TTP - Thrombotic thrombocytopenic purpura
Systemic connective tissue disorders,78129009.0,129662011.0,Moschowitz's syndrome
Systemic connective tissue disorders,387778001.0,1490440012.0,Disorder characterized by purpura
Systemic connective tissue disorders,20042009.0,33733018.0,Extracorp shockwave lithotripsy of unspec ureteric calculus
Systemic connective tissue disorders,20042009.0,33733018.0,Extracorporeal shockwave lithotripsy of ureteric calculus OS
Systemic connective tissue disorders,195353004.0,2837750016.0,Wegener granulomatosis
Systemic connective tissue disorders,195353004.0,300580013.0,Necrotizing respiratory granulomatosis
Systemic connective tissue disorders,195353004.0,300578019.0,Necrotising respiratory granulomatosis
Systemic connective tissue disorders,195353004.0,300579010.0,Wegener's granulomatosis
Systemic connective tissue disorders,195353004.0,2955624019.0,Granulomatosis with polyangiitis
Systemic connective tissue disorders,359789008.0,475138012.0,Aortic arch arteritis
Systemic connective tissue disorders,359789008.0,475149018.0,Atypical coarctation
Systemic connective tissue disorders,359789008.0,475139016.0,Acquired aortoarteritis
Systemic connective tissue disorders,359789008.0,475146013.0,Idiopathic medial aortopathy AND arteriopathy
Systemic connective tissue disorders,359789008.0,2838406018.0,Takayasu disease
Systemic connective tissue disorders,359789008.0,475154010.0,Sclerosing aortitis AND arteritis
Systemic connective tissue disorders,359789008.0,475148014.0,Reverse coarctation
Systemic connective tissue disorders,359789008.0,475151019.0,Takayasu's arteritis
Systemic connective tissue disorders,359789008.0,475156012.0,Raeder-Harbitz syndrome
Systemic connective tissue disorders,359789008.0,475153016.0,Nonspecific arteritis
Systemic connective tissue disorders,359789008.0,475155011.0,Nonspecific aortoarteritis
Systemic connective tissue disorders,359789008.0,475141015.0,Occlusive thromboarteriopathy
Systemic connective tissue disorders,359789008.0,475143017.0,Aortitis syndrome
Systemic connective tissue disorders,359789008.0,475140019.0,Aortic arch arteritis
Systemic connective tissue disorders,359789008.0,475157015.0,Young female arteritis
Systemic connective tissue disorders,359789008.0,475152014.0,Martorell syndrome
Systemic connective tissue disorders,359789008.0,475150018.0,Takayasu's arteriopathy
Systemic connective tissue disorders,359789008.0,475145012.0,Pulseless disease
Systemic connective tissue disorders,359789008.0,475144011.0,Aortic arch syndrome
Systemic connective tissue disorders,359789008.0,475138012.0,Takayasu's disease
Systemic connective tissue disorders,359789008.0,475142010.0,Primary arteritis
Systemic connective tissue disorders,65323003.0,108531016.0,Rhizomelic pseudopolyarthritis
Systemic connective tissue disorders,400130008.0,1787111014.0,TA - Temporal arteritis
Systemic connective tissue disorders,65323003.0,108532011.0,Senile arthritis
Systemic connective tissue disorders,65323003.0,500077010.0,PMR - Polymyalgia rheumatica
Systemic connective tissue disorders,400130008.0,1787112019.0,Temporal giant cell arteritis
Systemic connective tissue disorders,65323003.0,108530015.0,Forestier-Certonciny syndrome
Systemic connective tissue disorders,400130008.0,1779388019.0,Temporal arteritis
Systemic connective tissue disorders,65323003.0,108529013.0,Polymyalgia rheumatica
Systemic connective tissue disorders,239938009.0,359513016.0,Giant cell arteritis with polymyalgia rheumatica
Systemic connective tissue disorders,414341000.0,2534171012.0,Giant cell arteritis
Systemic connective tissue disorders,400130008.0,1787110010.0,Horton's disease
Systemic connective tissue disorders,65323003.0,108529013.0,Polymyalgia
Systemic connective tissue disorders,414341000.0,2534171012.0,Giant cell arteritis NOS
Systemic connective tissue disorders,400130008.0,1787109017.0,Cranial arteritis
Systemic connective tissue disorders,414341000.0,2534171012.0,[X]Other giant cell arteritis
Systemic connective tissue disorders,239939001.0,359514010.0,Giant cell arteritis without polymyalgia rheumatica
Systemic connective tissue disorders,829821000000102.0,2157271000000115.2,Microscopic polyangiitis
Systemic connective tissue disorders,239933000.0,359505017.0,Primary necrotising vasculitis with granulomata
Systemic connective tissue disorders,31996006.0,53460018.0,Angiitis
Systemic connective tissue disorders,239933000.0,359507013.0,Primary necrotising arteritis with granulomata
Systemic connective tissue disorders,239933000.0,359506016.0,Primary necrotizing arteritis with granulomata
Systemic connective tissue disorders,31996006.0,53457013.0,Vasculitis
Systemic connective tissue disorders,239933000.0,359504018.0,Primary necrotizing vasculitis with granulomata
Systemic connective tissue disorders,239933000.0,359505017.0,Necrotising angiitis
Systemic connective tissue disorders,55464009.0,92208011.0,Systemic lupus erythematosus NOS
Systemic connective tissue disorders,55464009.0,92208011.0,[X]Other forms of systemic lupus erythematosus
Systemic connective tissue disorders,200936003.0,308697013.0,Lupus erythematosus NOS
Systemic connective tissue disorders,200936003.0,308699011.0,Lupus
Systemic connective tissue disorders,55464009.0,1231480012.0,SLE - Systemic lupus erythematosus
Systemic connective tissue disorders,55464009.0,92209015.0,Disseminated lupus erythematosus
Systemic connective tissue disorders,201436003.0,309405011.0,Drug-induced systemic lupus erythematosus
Systemic connective tissue disorders,200936003.0,308697013.0,Lupus erythematosus
Systemic connective tissue disorders,200936003.0,308698015.0,LE - Lupus erythematosus
Systemic connective tissue disorders,55464009.0,92208011.0,Systemic lupus erythematosus
Systemic connective tissue disorders,19829001.0,2470037012.0,Other diseases of lung
Systemic connective tissue disorders,19829001.0,2470037012.0,[X]Other disorders of lung
Systemic connective tissue disorders,239887007.0,359443016.0,Systemic lupus erythematosus with organ or sys involv
Systemic connective tissue disorders,19829001.0,33388017.0,Lung disorder
Systemic connective tissue disorders,19829001.0,33389013.0,Pulmonary disease
Systemic connective tissue disorders,19829001.0,2470037012.0,Lung disease NOS
Systemic connective tissue disorders,19829001.0,2470037012.0,Other lung anomalies
Systemic connective tissue disorders,176101004.0,272622012.0,Endoscopic dilatation of ureteric orifice
Systemic connective tissue disorders,176101004.0,272622012.0,Cystoscopic dilatation of ureteric orifice
Systemic connective tissue disorders,95609003.0,158372014.0,Neonatal lupus erythematosus
Systemic connective tissue disorders,95609003.0,1235928017.0,Neonatal lupus
Systemic connective tissue disorders,1212005.0,3151017.0,Childhood type dermatomyositis
Systemic connective tissue disorders,1212005.0,1784692011.0,Juvenile dermatomyositis
Systemic connective tissue disorders,396230008.0,1776211019.0,[X]Other dermatomyositis
