Condition,SnomedCTConceptId,SnomedCTDescriptionId,Term
"Disorders of gallbladder, biliary tract and pancreas",266474003.0,396395019.0,[X]Other cholelithiasis
"Disorders of gallbladder, biliary tract and pancreas",76581006.0,127173011.0,[X]Other cholecystitis
"Disorders of gallbladder, biliary tract and pancreas",39621005.0,492161010.0,[X]Other specified diseases of gallbladder
"Disorders of gallbladder, biliary tract and pancreas",25924004.0,43438012.0,Gallbladder calculus with other cholecystitis
"Disorders of gallbladder, biliary tract and pancreas",235919008.0,353661012.0,Gallbladder calculus without mention of cholecystitis
"Disorders of gallbladder, biliary tract and pancreas",266474003.0,396396018.0,Cholelithiasis NOS
"Disorders of gallbladder, biliary tract and pancreas",70342003.0,116838015.0,Cholelithiasis without obstruction NOS
"Disorders of gallbladder, biliary tract and pancreas",77528005.0,128698014.0,Cholelithiasis with obstruction NOS
"Disorders of gallbladder, biliary tract and pancreas",39621005.0,66448010.0,Other gallbladder disorders
"Disorders of gallbladder, biliary tract and pancreas",76581006.0,127173011.0,Other cholecystitis
"Disorders of gallbladder, biliary tract and pancreas",76581006.0,127173011.0,Other cholecystitis OS
"Disorders of gallbladder, biliary tract and pancreas",76581006.0,127173011.0,Cholecystitis NOS
"Disorders of gallbladder, biliary tract and pancreas",30144000.0,50437010.0,Obstruction of bile duct NOS
"Disorders of gallbladder, biliary tract and pancreas",39621005.0,66445013.0,Other specified gallbladder disorder NOS
"Disorders of gallbladder, biliary tract and pancreas",266474003.0,396397010.0,CL - Cholelithiasis
"Disorders of gallbladder, biliary tract and pancreas",168036006.0,261011011.0,O/E: gall stone
"Disorders of gallbladder, biliary tract and pancreas",168036006.0,261011011.0,O/E: gall stone NOS
"Disorders of gallbladder, biliary tract and pancreas",266474003.0,396400018.0,Calculus in biliary tract
"Disorders of gallbladder, biliary tract and pancreas",168036006.0,2667985019.0,On examination - gallstone
"Disorders of gallbladder, biliary tract and pancreas",70342003.0,116838015.0,Gallbladder calculus without mention cholecystitis +no obstr
"Disorders of gallbladder, biliary tract and pancreas",76581006.0,3028695018.0,Inflamed gallbladder
"Disorders of gallbladder, biliary tract and pancreas",235919008.0,353658011.0,Gallbladder stones
"Disorders of gallbladder, biliary tract and pancreas",235919008.0,353656010.0,Cholecystolithiasis
"Disorders of gallbladder, biliary tract and pancreas",39621005.0,492162015.0,Gallbladder disease
"Disorders of gallbladder, biliary tract and pancreas",39621005.0,66445013.0,Other gallbladder disorders NOS
"Disorders of gallbladder, biliary tract and pancreas",235919008.0,353656010.0,Gallbladder calculus with other cholecystitis + obstruct
"Disorders of gallbladder, biliary tract and pancreas",235919008.0,353656010.0,Gallbladder calculus with other cholecystitis +no obstruct
"Disorders of gallbladder, biliary tract and pancreas",235919008.0,353656010.0,Gallbladder calculus with other cholecystitis - obstruct NOS
"Disorders of gallbladder, biliary tract and pancreas",235919008.0,353657018.0,Gallstones
"Disorders of gallbladder, biliary tract and pancreas",197419003.0,303588019.0,Stenosis of cystic duct
"Disorders of gallbladder, biliary tract and pancreas",197439004.0,303612015.0,Obliterative cholangitis
"Disorders of gallbladder, biliary tract and pancreas",30144000.0,50437010.0,Obstruction of bile duct
"Disorders of gallbladder, biliary tract and pancreas",53192009.0,88465016.0,Stasis of bile duct
"Disorders of gallbladder, biliary tract and pancreas",71912000.0,119489014.0,Chronic cholangitis
"Disorders of gallbladder, biliary tract and pancreas",266474003.0,396396018.0,Cholelithiasis
"Disorders of gallbladder, biliary tract and pancreas",266474003.0,396398017.0,Stone - biliary
"Disorders of gallbladder, biliary tract and pancreas",266474003.0,886541000006118.0,Calculus of gall bladder
"Disorders of gallbladder, biliary tract and pancreas",266474003.0,886531000006111.0,Calculus of bile duct
"Disorders of gallbladder, biliary tract and pancreas",266474003.0,396399013.0,Calculus - biliary
"Disorders of gallbladder, biliary tract and pancreas",197418006.0,303587012.0,Occlusion of cystic duct
"Disorders of gallbladder, biliary tract and pancreas",39621005.0,66445013.0,Obstruction of gallbladder NOS
"Disorders of gallbladder, biliary tract and pancreas",39621005.0,66445013.0,Other specified gallbladder disorders
"Disorders of gallbladder, biliary tract and pancreas",235919008.0,353661012.0,Gallbladder calculus without cholecystitis and obstruct NOS
"Disorders of gallbladder, biliary tract and pancreas",25924004.0,43442010.0,Biliary calculus with cholecystitis
"Disorders of gallbladder, biliary tract and pancreas",235919008.0,353660013.0,GS - Gallstone
"Disorders of gallbladder, biliary tract and pancreas",235919008.0,353659015.0,Gallbladder calculus
"Disorders of gallbladder, biliary tract and pancreas",10184002.0,17750014.0,Recurrent cholangitis
"Disorders of gallbladder, biliary tract and pancreas",70342003.0,2921014019.0,"Cholelithiasis, non obstructive"
"Disorders of gallbladder, biliary tract and pancreas",25924004.0,43443017.0,Cholelithiasis with cholecystitis
"Disorders of gallbladder, biliary tract and pancreas",266474003.0,396395019.0,Biliary calculus
"Disorders of gallbladder, biliary tract and pancreas",168037002.0,2667986018.0,On examination - cholesterol gallstone
"Disorders of gallbladder, biliary tract and pancreas",168037002.0,261012016.0,O/E: cholesterol gall stone
"Disorders of gallbladder, biliary tract and pancreas",168038007.0,261013014.0,O/E: pigment gall stone
"Disorders of gallbladder, biliary tract and pancreas",168037002.0,261012016.0,O/E: cholesterol gallstone
"Disorders of gallbladder, biliary tract and pancreas",168038007.0,2667987010.0,On examination - pigment gallstone
"Disorders of gallbladder, biliary tract and pancreas",168038007.0,261013014.0,O/E: pigment gallstone
"Disorders of gallbladder, biliary tract and pancreas",65082000.0,108158018.0,Cystic duct calculus
"Disorders of gallbladder, biliary tract and pancreas",16957005.0,28704010.0,Fistula of gallbladder
