Condition,SnomedCTConceptId,SnomedCTDescriptionId,Term
Schizophrenia,191542003.0,294742019.0,Catatonic schizophrenia NOS
Schizophrenia,231485007.0,346956014.0,[X]Post-schizophrenic depression
Schizophrenia,191672000.0,294911017.0,Paranoia querulans
Schizophrenia,35252006.0,2881679010.0,Unspecified hebephrenic schizophrenia
Schizophrenia,191542003.0,294742019.0,Unspecified catatonic schizophrenia
Schizophrenia,191562006.0,294767016.0,Chronic latent schizophrenia
Schizophrenia,191570001.0,294776011.0,Chronic schizo-affective schizophrenia
Schizophrenia,68890003.0,114425016.0,[X]Other schizoaffective disorders
Schizophrenia,191527001.0,294727017.0,Simple schizophrenia NOS
Schizophrenia,191561004.0,294766013.0,Subchronic latent schizophrenia
Schizophrenia,27387000.0,3425705018.0,Subchronic hebephrenic schizophrenia
Schizophrenia,111484002.0,1219653018.0,Atypical schizophrenia
Schizophrenia,191574005.0,294780018.0,Schizo-affective schizophrenia in remission
Schizophrenia,191559008.0,294764011.0,Unspecified latent schizophrenia
Schizophrenia,191567000.0,294772013.0,Unspecified schizo-affective schizophrenia
Schizophrenia,64905009.0,107878010.0,[X]Paranoid schizophrenia
Schizophrenia,111484002.0,178724010.0,[X]Undifferentiated schizophrenia
Schizophrenia,26025008.0,43595011.0,[X]Residual schizophrenia
Schizophrenia,64905009.0,107878010.0,Unspecified paranoid schizophrenia
Schizophrenia,191527001.0,294727017.0,[X]Simple schizophrenia
Schizophrenia,191577003.0,294787015.0,Coenesthopathic schizophrenia
Schizophrenia,191569002.0,294775010.0,Subchronic schizo-affective schizophrenia
Schizophrenia,191567000.0,294772013.0,Schizo-affective schizophrenia NOS
Schizophrenia,42868002.0,71539017.0,Subchronic catatonic schizophrenia
Schizophrenia,31027006.0,51933014.0,Schizotypal personality
Schizophrenia,79866005.0,132503015.0,Subchronic paranoid schizophrenia
Schizophrenia,161464003.0,251624012.0,[V]Personal history of schizophrenia
Schizophrenia,35252006.0,2881679010.0,Hebephrenic schizophrenia NOS
Schizophrenia,58214004.0,96745016.0,Unspecified schizophrenia
Schizophrenia,16990005.0,28758018.0,Subchronic schizophrenia
Schizophrenia,44906001.0,1230157015.0,[X]Delusional misidentification syndrome
Schizophrenia,357705009.0,2840462017.0,[X]Cotard syndrome
Schizophrenia,12939007.0,3425737017.0,Chronic hebephrenic schizophrenia
Schizophrenia,48500005.0,80801017.0,[X]Delusional disorder
Schizophrenia,64905009.0,107878010.0,Paranoid schizophrenia NOS
Schizophrenia,58214004.0,96745016.0,"[X]Schizophrenia, unspecified"
Schizophrenia,191667009.0,294903010.0,Other paranoid states NOS
Schizophrenia,4926007.0,9225016.0,Schizophrenia in remission
Schizophrenia,31658008.0,52897013.0,Chronic paranoid schizophrenia
Schizophrenia,191565008.0,294770017.0,Latent schizophrenia in remission
Schizophrenia,31373002.0,3425623018.0,Hebephrenic schizophrenia in remission
Schizophrenia,231487004.0,346958010.0,[X]Other persistent delusional disorders
Schizophrenia,111483008.0,178723016.0,Catatonic schizophrenia in remission
Schizophrenia,755301000000102.0,1667581000000114.0,[X]Paranoid state in remission
Schizophrenia,191559008.0,294764011.0,Latent schizophrenia NOS
