Condition,MedCodeId,Term
Chronic kidney disease,8104231000006115.0,CKD (chronic kidney disease) stage 3 with proteinuria
Chronic kidney disease,8104261000006112.0,CKD (chronic kidney disease) stage 3 without proteinuria
Chronic kidney disease,8104301000006115.0,CKD (chronic kidney disease) stage 3A with proteinuria
Chronic kidney disease,8104351000006115.0,CKD (chronic kidney disease) stage 3A without proteinuria
Chronic kidney disease,8104381000006112.0,CKD (chronic kidney disease) stage 3B with proteinuria
Chronic kidney disease,8104411000006110.0,CKD (chronic kidney disease) stage 3B without proteinuria
Chronic kidney disease,8104451000006110.0,CKD (chronic kidney disease) stage 4 with proteinuria
Chronic kidney disease,8104481000006115.0,CKD (chronic kidney disease) stage 4 without proteinuria
Chronic kidney disease,8104511000006110.0,CKD (chronic kidney disease) stage 5 with proteinuria
Chronic kidney disease,8104551000006112.0,CKD (chronic kidney disease) stage 5 without proteinuria
Chronic kidney disease,7174791000006111.0,CKD stage 3
Chronic kidney disease,618431000000114.0,CKD stage 3 with proteinuria
Chronic kidney disease,618441000000117.0,CKD stage 3 without proteinuria
Chronic kidney disease,618451000000119.0,CKD stage 3A with proteinuria
Chronic kidney disease,618461000000116.0,CKD stage 3A without proteinuria
Chronic kidney disease,618471000000111.0,CKD stage 3B with proteinuria
Chronic kidney disease,618481000000113.0,CKD stage 3B without proteinuria
Chronic kidney disease,7147781000006115.0,CKD stage 4
Chronic kidney disease,618491000000110.0,CKD stage 4 with proteinuria
Chronic kidney disease,618501000000116.0,CKD stage 4 without proteinuria
Chronic kidney disease,7174851000006111.0,CKD stage 5
Chronic kidney disease,618511000000119.0,CKD stage 5 with proteinuria
Chronic kidney disease,1940621000006111.2,CKD with GFR category G3a & albuminuria category A1
Chronic kidney disease,1940631000006114.0,CKD with GFR category G3a & albuminuria category A2
Chronic kidney disease,1940641000006116.0,CKD with GFR category G3a & albuminuria category A3
Chronic kidney disease,1940651000006119.2,CKD with GFR category G3b & albuminuria category A1
Chronic kidney disease,1940661000006116.8,CKD with GFR category G3b & albuminuria category A2
Chronic kidney disease,1940671000006112.0,CKD with GFR category G3b & albuminuria category A3
Chronic kidney disease,1940501000006119.2,CKD with GFR category G4 & albuminuria category A1
Chronic kidney disease,1940511000006116.0,CKD with GFR category G4 & albuminuria category A2
Chronic kidney disease,1940521000006112.0,CKD with GFR category G4 & albuminuria category A3
Chronic kidney disease,1940531000006110.0,CKD with GFR category G5 & albuminuria category A1
Chronic kidney disease,1940541000006116.8,CKD with GFR category G5 & albuminuria category A2
Chronic kidney disease,1940551000006115.2,CKD with GFR category G5 & albuminuria category A3
Chronic kidney disease,2773184015.0,Chronic kidney disease stage 3
