Condition,MedCodeId,Term
"Disease of arteries, arterioles and capilleries",3830431000006112.0,Atherosclerosis aorta
"Disease of arteries, arterioles and capilleries",5057931000006110.0,Aortoiliac atherosclerosis
"Disease of arteries, arterioles and capilleries",218531000000113.0,Aortic atherosclerosis
"Disease of arteries, arterioles and capilleries",223991000000116.0,Aorto-iliac disease
"Disease of arteries, arterioles and capilleries",3230451000006112.0,Renal artery atheroma
"Disease of arteries, arterioles and capilleries",3230471000006119.0,Atherosclerosis renal artery
"Disease of arteries, arterioles and capilleries",1230211012.0,Renal artery atherosclerosis
"Disease of arteries, arterioles and capilleries",5904501000006119.0,RAS - Renal artery stenosis
"Disease of arteries, arterioles and capilleries",3230441000006110.0,Atherosclerosis of renal artery
"Disease of arteries, arterioles and capilleries",444906018.0,Atherosclerotic renal artery stenosis
"Disease of arteries, arterioles and capilleries",444907010.0,ARAS - Atherosclerotic renal artery stenosis
"Disease of arteries, arterioles and capilleries",443820016.0,Renal artery stenosis
"Disease of arteries, arterioles and capilleries",300434013.0,Extremity artery atheroma NOS
"Disease of arteries, arterioles and capilleries",3634001000006113.0,Monckeberg's medial calcinosis
"Disease of arteries, arterioles and capilleries",3634011000006111.0,Monckeberg medial sclerosis
"Disease of arteries, arterioles and capilleries",115848011.0,Monckeberg's medial sclerosis
"Disease of arteries, arterioles and capilleries",884571000006119.0,Atherosclerosis of extremities
"Disease of arteries, arterioles and capilleries",300433019.0,Extremity artery atheroma
"Disease of arteries, arterioles and capilleries",1228941010.0,Carotid artery disease
"Disease of arteries, arterioles and capilleries",938561000006115.0,Carotid artery atherosclerosis
"Disease of arteries, arterioles and capilleries",496971000006110.0,Atheroscleritic retinopathy
"Disease of arteries, arterioles and capilleries",497011000006117.0,Atherosclerotic retinopathy
"Disease of arteries, arterioles and capilleries",4061031000006118.5,Arteriosclerotic retinopathy
"Disease of arteries, arterioles and capilleries",223851000000119.0,Arterosclerotic retinopathy
"Disease of arteries, arterioles and capilleries",4061041000006111.0,Retinal arteriosclerosis
"Disease of arteries, arterioles and capilleries",5886761000006114.0,Carotid artery atheroma
"Disease of arteries, arterioles and capilleries",300200014.0,Cardiovascular arteriosclerosis unspecified
"Disease of arteries, arterioles and capilleries",300959012.0,[X]Atherosclerosis of other arteries
