Condition,MedCodeId,Term
"Organic, including symptomatic, mental disorders",401838011.0,[X]Unspecified organic or symptomatic mental disorder
"Organic, including symptomatic, mental disorders",1495056012.0,[X]Organic psychosyndrome
"Organic, including symptomatic, mental disorders",16251000006117.0,Other specific mental disorder post-organic brain damage
"Organic, including symptomatic, mental disorders",376461000006110.0,"[X]Delirium, not induced by alcohol+other psychoactive subs"
"Organic, including symptomatic, mental disorders",379901000006113.0,[X]Epileptic psychosis NOS
"Organic, including symptomatic, mental disorders",404001000006114.0,[X]Organic mental disorder NOS
"Organic, including symptomatic, mental disorders",404041000006111.0,[X]Organic psychosis NOS
"Organic, including symptomatic, mental disorders",404911000006113.0,[X]Oth organ personality behav disorders brain dis dam dysf
"Organic, including symptomatic, mental disorders",405051000006114.0,[X]Oth sp mental disord brain damag/dysfunction/physcal disd
"Organic, including symptomatic, mental disorders",420411000006117.0,[X]Personality and behav disorder brain dis dam and dysfunct
"Organic, including symptomatic, mental disorders",430371000006115.0,[X]Unspec organ personality behav disorder brain dam dysfunc
"Organic, including symptomatic, mental disorders",295667018.0,"[X]Organic, including symptomatic, mental disorders"
"Organic, including symptomatic, mental disorders",430341000006111.0,[X]Unspec mental disorder brain damag/dysfunction/physcal dr
"Organic, including symptomatic, mental disorders",403941000006114.0,[X]Organic brain syndrome NOS
"Organic, including symptomatic, mental disorders",404841000006119.0,[X]Oth mental disorder brain damag/dysfunction/physical disr
"Organic, including symptomatic, mental disorders",294656010.0,Arteriosclerotic dementia NOS
"Organic, including symptomatic, mental disorders",363791000006112.0,[X]Arteriosclerotic dementia
"Organic, including symptomatic, mental disorders",399031000006111.0,[X]Multi-infarct dementia
"Organic, including symptomatic, mental disorders",431681000006117.0,[X]Vascular dementia
"Organic, including symptomatic, mental disorders",423221000006117.0,[X]Predominantly cortical dementia
"Organic, including symptomatic, mental disorders",3414251000006112.0,VAD - Vascular dementia
"Organic, including symptomatic, mental disorders",294652012.0,Uncomplicated arteriosclerotic dementia
"Organic, including symptomatic, mental disorders",294653019.0,Arteriosclerotic dementia with delirium
"Organic, including symptomatic, mental disorders",294654013.0,Arteriosclerotic dementia with paranoia
"Organic, including symptomatic, mental disorders",294655014.0,Arteriosclerotic dementia with depression
"Organic, including symptomatic, mental disorders",497559016.0,Arteriosclerotic dementia
"Organic, including symptomatic, mental disorders",295680015.0,[X]Other vascular dementia
"Organic, including symptomatic, mental disorders",3414261000006114.0,Multi infarct dementia
"Organic, including symptomatic, mental disorders",295681016.0,"[X]Vascular dementia, unspecified"
"Organic, including symptomatic, mental disorders",3414231000006117.0,MID - Multi-infarct dementia
"Organic, including symptomatic, mental disorders",696161000006115.0,Multi infarct dementia
"Organic, including symptomatic, mental disorders",742671000006118.0,Lip operations
"Organic, including symptomatic, mental disorders",268264011.0,Lip operations NOS
"Organic, including symptomatic, mental disorders",6516541000006119.0,Cerebral autosomal dominant arteriopathy with subcortical infarcts and leucoencephalopathy
"Organic, including symptomatic, mental disorders",841051000006113.0,Cereb autosom dominant arteriop subcort infarcts leukoenceph
"Organic, including symptomatic, mental disorders",428201000006119.0,[X]Subcortical vascular dementia
