Condition,MedCodeId,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
HIV disease,825891000006112,825891000006108,825891000006112,,,"HIV Infection With Symptoms, Not AIDS - Subsequent Presentation"
HIV disease,854381000006118,854381000006102,854381000006118,,,HIV infection
HIV disease,925451000006113,925451000006109,925451000006113,,,aids carrier
HIV disease,11989691000006112,88415009,825821000006110,,,hiv disease resulting in mycobacterial infection
HIV disease,11989701000006112,363346000,829211000006116,,,human immunodeficiency virus with secondary cancers
HIV disease,925771000006110,925771000006106,925771000006110,,,notification of aids
HIV disease,257855012,165816005,257855012,43C3.11,43C3.11,HIV positive
HIV disease,459601018,998701000000106,2581941000000113,4J34.00,4J34.00,HIV viral load
HIV disease,603931000000114,998171000000102,2571361000000118,4J3F.00,4J3F.00,Human immunodeficiency virus viral load by log rank
HIV disease,264371011,699433000,2984517011,65QA.00,65QA.00,AIDS carrier
HIV disease,264418012,170530008,264418012,65VE.00,65VE.00,Notification of AIDS
HIV disease,1121571000000111,504871000000109,1121571000000111,66j..00,66j..00,Human immunodeficiency virus monitoring
HIV disease,1121631000000110,504901000000109,1121631000000110,66j0.00,66j0.00,Human immunodeficiency virus annual review
HIV disease,1715721000006111,504931000000103,1154521000000111,9kl..00,9kl..00,HIV pos gen health check serv declind - enhanc service admin
HIV disease,103844015,62479008,103844015,A788.00,A788.00,Acquired immune deficiency syndrome
HIV disease,143288017,86406008,143288017,A788.11,A788.11,Human immunodeficiency virus infection
HIV disease,152322017,91947003,152322017,A788100,A788100,Asymptomatic human immunodeficiency virus infection
HIV disease,825871000006111,95892003,512343012,A788200,A788200,HIV infection with persistent generalised lymphadenopathy
HIV disease,829181000006115,186706006,287010012,A788300,A788300,Human immunodeficiency virus with constitutional disease
HIV disease,287012016,186707002,287012016,A788400,A788400,Human immunodeficiency virus with neurological disease
HIV disease,829221000006112,186708007,287013014,A788500,A788500,Human immunodeficiency virus with secondary infection
HIV disease,287014015,713572001,3290189011,A788600,A788600,Human immunodeficiency virus with secondary cancers
HIV disease,825731000006117,943041000000105,2412691000000112,A788U00,A788U00,"HIV disease result/haematological+immunologic abnorms,NEC"
HIV disease,825841000006115,86406008,143288017,A788W00,A788W00,HIV disease resulting in unspecified malignant neoplasm
HIV disease,825861000006116,186708007,287013014,A788X00,A788X00,HIV disease resulting/unspcf infectious+parasitic disease
HIV disease,287020019,86406008,143288017,A788y00,A788y00,Human immunodeficiency virus with other clinical findings
HIV disease,287021015,86406008,143288017,A788z00,A788z00,Acquired human immunodeficiency virus infection syndrome NOS
HIV disease,287022010,81000119104,2967570018,A789.00,A789.00,Human immunodef virus resulting in other disease
HIV disease,287023017,420818005,2617389018,A789000,A789000,HIV disease resulting in mycobacterial infection
HIV disease,287024011,81000119104,2967570018,A789100,A789100,HIV disease resulting in cytomegaloviral disease
HIV disease,287025012,81000119104,2967570018,A789200,A789200,HIV disease resulting in candidiasis
HIV disease,825831000006113,420403001,2617400016,A789300,A789300,HIV disease resulting in Pneumocystis carinii pneumonia
HIV disease,1814921000006112,420403001,2617400016,A789311,A789311,HIV disease resulting in Pneumocystis jirovecii pneumonia
HIV disease,287027016,186708007,287013014,A789400,A789400,HIV disease resulting in multiple infections
HIV disease,825771000006119,420524008,2617386013,A789500,A789500,HIV disease resulting in Kaposi's sarcoma
HIV disease,1814931000006110,420524008,2614767011,A789511,A789511,HIV disease resulting in Kaposi sarcoma
HIV disease,287029018,713897006,3297968018,A789600,A789600,HIV disease resulting in Burkitt's lymphoma
HIV disease,825721000006115,442537007,2816358010,A789700,A789700,HIV dis resulting oth types of non-Hodgkin's lymphoma
HIV disease,287031010,713572001,3290189011,A789800,A789800,HIV disease resulting in multiple malignant neoplasms
HIV disease,287032015,421671002,2614782018,A789900,A789900,HIV disease resulting in lymphoid interstitial pneumonitis
HIV disease,2622348012,422003001,2622348012,A789A00,A789A00,HIV disease resulting in wasting syndrome
HIV disease,825711000006111,86406008,143288017,A789X00,A789X00,"HIV dis reslt/oth mal neopl/lymph,h'matopoetc+reltd tissu"
HIV disease,288173019,86406008,143288017,AyuC.00,AyuC.00,[X]Human immunodeficiency virus disease
HIV disease,288177018,186708007,287013014,AyuC100,AyuC100,[X]HIV disease resulting in other viral infections
HIV disease,389021000006114,186708007,287013014,AyuC300,AyuC300,[X]HIV disease resulting in multiple infections
HIV disease,389101000006117,186708007,287013014,AyuC400,AyuC400,[X]HIV disease resulting/other infectious+parasitic diseases
HIV disease,288182013,442537007,2816358010,AyuC600,AyuC600,[X]HIV disease resulting in other non-Hodgkin's lymphoma
HIV disease,389001000006116,943041000000105,2412691000000112,AyuCB00,AyuCB00,"[X]HIV disease result/haematological+immunologic abnorms,NEC"
HIV disease,288190013,86406008,143288017,AyuCC00,AyuCC00,[X]HIV disease resulting in other specified conditions
HIV disease,288191012,86406008,143288017,AyuCD00,AyuCD00,[X]Unspecified human immunodeficiency virus [HIV] disease
HIV disease,376571000006116,421529006,2622767013,Eu02400,Eu02400,[X]Dementia in human immunodef virus [HIV] disease
HIV disease,317670010,165816005,257855012,R109.00,R109.00,[D]Laboratory evidence of human immunodeficiency virus [HIV]
HIV disease,337231000006117,427921000000108,938141000000118,ZV01A00,ZV01A00,[V]Asymptomatic human immunodeficency virus infection status
