Condition,MedCodeId,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Other forms of heart disease,635591000006118,164901004,256490016,^ESCTEL458687,3293.00,ECG:complete sinu-atrial block
Other forms of heart disease,635591000006118,164901004,256490016,^ESCTEK458688,3293.00,ECG:complete sinu-atrial block
Other forms of heart disease,635591000006118,164901004,256490016,^ESCTEC458686,3293.00,ECG:complete sinu-atrial block
Other forms of heart disease,635591000006118,164901004,256490016,3293,3293.00,ECG:complete sinu-atrial block
Other forms of heart disease,634991000006112,164903001,256492012,^ESCTEL458692,3295.00,ECG: partial atrioventricular block - 2:1
Other forms of heart disease,634991000006112,164903001,256492012,3295,3295.00,ECG: partial atrioventricular block - 2:1
Other forms of heart disease,635001000006117,164904007,256493019,3296,3296.00,ECG: partial A-V block - 3:1
Other forms of heart disease,635001000006117,164904007,256493019,^ESCTEL458694,3296.00,ECG: partial A-V block - 3:1
Other forms of heart disease,635001000006117,164904007,256493019,^ESCTEC458693,3296.00,ECG: partial A-V block - 3:1
Other forms of heart disease,256494013,164905008,256494013,^ESCTMO458695,3297.00,ECG: Wenckebach phenomenon
Other forms of heart disease,256494013,164905008,256494013,^ESCTMO458698,3297.00,ECG: Wenckebach phenomenon
Other forms of heart disease,256494013,164905008,256494013,3297,3297.00,ECG: Wenckebach phenomenon
Other forms of heart disease,256494013,164905008,256494013,3297-1,3297.00,ECG: Wenckebach phenomenon
Other forms of heart disease,256494013,164905008,256494013,^ESCTEL458697,3297.00,ECG: Wenckebach phenomenon
Other forms of heart disease,1765921000006112,164905008,1739491000000118,^ESCTMO458695,3297.11,Electrocardiogram: Mobitz type 1 second degree atrioventricular block
Other forms of heart disease,1765921000006112,164905008,1739491000000118,^ESCTMO458698,3297.11,Electrocardiogram: Mobitz type 1 second degree atrioventricular block
Other forms of heart disease,1765921000006112,164905008,1739491000000118,3297,3297.11,Electrocardiogram: Mobitz type 1 second degree atrioventricular block
Other forms of heart disease,1765921000006112,164905008,1739491000000118,3297-1,3297.11,Electrocardiogram: Mobitz type 1 second degree atrioventricular block
Other forms of heart disease,1765921000006112,164905008,1739491000000118,^ESCTEL458697,3297.11,Electrocardiogram: Mobitz type 1 second degree atrioventricular block
Other forms of heart disease,634591000006119,164906009,256495014,3298,3298.00,ECG: complete atrioventricular block
Other forms of heart disease,634591000006119,164906009,256495014,^ESCTEK458702,3298.00,ECG: complete atrioventricular block
Other forms of heart disease,634591000006119,164906009,256495014,^ESCTEL458701,3298.00,ECG: complete atrioventricular block
Other forms of heart disease,256496010,164907000,256496010,^ESCTRI458704,3299.00,ECG: right bundle branch block
Other forms of heart disease,256496010,164907000,256496010,^ESCTEL458705,3299.00,ECG: right bundle branch block
Other forms of heart disease,256496010,164907000,256496010,3299,3299.00,ECG: right bundle branch block
Other forms of heart disease,256496010,164907000,256496010,^ESCTEK458706,3299.00,ECG: right bundle branch block
Other forms of heart disease,256500012,164909002,256500012,^ESCTEK458711,329A.00,ECG: left bundle branch block
Other forms of heart disease,256500012,164909002,256500012,^ESCTEL458710,329A.00,ECG: left bundle branch block
Other forms of heart disease,256500012,164909002,256500012,^ESCTEC458709,329A.00,ECG: left bundle branch block
Other forms of heart disease,256500012,164909002,256500012,329A,329A.00,ECG: left bundle branch block
Other forms of heart disease,1738951000006119,445309007,2871902010,329B,329B.00,Trifascicular block on electrocardiogram
Other forms of heart disease,1738951000006119,445309007,2871902010,^ESCTTR730609,329B.00,Trifascicular block on electrocardiogram
Other forms of heart disease,1765931000006110,426183003,1689181000000114,329H,329H.00,Electrocardiogram: Mobitz type 2 second degree atrioventricular block
Other forms of heart disease,1765931000006110,426183003,1689181000000114,^ESCTEK705521,329H.00,Electrocardiogram: Mobitz type 2 second degree atrioventricular block
Other forms of heart disease,1765931000006110,426183003,1689181000000114,^ESCTEL705520,329H.00,Electrocardiogram: Mobitz type 2 second degree atrioventricular block
Other forms of heart disease,1765931000006110,426183003,1689181000000114,^ESCTEC705519,329H.00,Electrocardiogram: Mobitz type 2 second degree atrioventricular block
Other forms of heart disease,46670010,27885002,46670010,P6y50,G560.00,Complete atrioventricular block
Other forms of heart disease,46670010,27885002,46670010,^ESCTTH294748,G560.00,Complete atrioventricular block
Other forms of heart disease,46670010,27885002,46670010,^ESCTHI294751,G560.00,Complete atrioventricular block
Other forms of heart disease,46670010,27885002,46670010,G56y1,G560.00,Complete atrioventricular block
Other forms of heart disease,46670010,27885002,46670010,^ESCTCH294750,G560.00,Complete atrioventricular block
Other forms of heart disease,46670010,27885002,46670010,^ESCTCO294749,G560.00,Complete atrioventricular block
Other forms of heart disease,46670010,27885002,46670010,P6y5z,G560.00,Complete atrioventricular block
Other forms of heart disease,46670010,27885002,46670010,G560,G560.00,Complete atrioventricular block
Other forms of heart disease,46670010,27885002,46670010,G560-99,G560.00,Complete atrioventricular block
Other forms of heart disease,46670010,27885002,46670010,G560-1,G560.00,Complete atrioventricular block
Other forms of heart disease,46671014,27885002,46671014,P6y50,G560.11,Third degree atrioventricular block
Other forms of heart disease,46671014,27885002,46671014,^ESCTTH294748,G560.11,Third degree atrioventricular block
Other forms of heart disease,46671014,27885002,46671014,^ESCTHI294751,G560.11,Third degree atrioventricular block
Other forms of heart disease,46671014,27885002,46671014,G56y1,G560.11,Third degree atrioventricular block
Other forms of heart disease,46671014,27885002,46671014,^ESCTCH294750,G560.11,Third degree atrioventricular block
Other forms of heart disease,46671014,27885002,46671014,^ESCTCO294749,G560.11,Third degree atrioventricular block
Other forms of heart disease,46671014,27885002,46671014,P6y5z,G560.11,Third degree atrioventricular block
Other forms of heart disease,46671014,27885002,46671014,G560,G560.11,Third degree atrioventricular block
Other forms of heart disease,46671014,27885002,46671014,G560-99,G560.11,Third degree atrioventricular block
Other forms of heart disease,46671014,27885002,46671014,G560-1,G560.11,Third degree atrioventricular block
Other forms of heart disease,47191011,28189009,47191011,^ESCTSE295242,G561200,Mobitz type II atrioventricular block
Other forms of heart disease,47191011,28189009,47191011,^ESCTMO295241,G561200,Mobitz type II atrioventricular block
Other forms of heart disease,47191011,28189009,47191011,G5612,G561200,Mobitz type II atrioventricular block
Other forms of heart disease,47191011,28189009,47191011,^ESCTMO295243,G561200,Mobitz type II atrioventricular block
Other forms of heart disease,699951000006113,54016002,1231274018,^ESCTWE337617,G561300,Mobitz type I Wenckebach atrioventricular block
Other forms of heart disease,699951000006113,54016002,1231274018,^ESCTMO337615,G561300,Mobitz type I Wenckebach atrioventricular block
Other forms of heart disease,699951000006113,54016002,1231274018,G5613-1,G561300,Mobitz type I Wenckebach atrioventricular block
Other forms of heart disease,699951000006113,54016002,1231274018,G5613,G561300,Mobitz type I Wenckebach atrioventricular block
Other forms of heart disease,699951000006113,54016002,1231274018,^ESCTWE337616,G561300,Mobitz type I Wenckebach atrioventricular block
