Condition,MedCode,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Hypoparathyroidism,297635015,57958006,96350012,F395,F395.00,Myopathy due to endocrine disease EC
Hypoparathyroidism,3441491000006113,57958006,96353014,^ESCTMU344149,,Muscle disease related to endocrine disease
Hypoparathyroidism,3095731000006119,36976004,61681019,^ESCTDE309573,,Deficiency of parathyrin
Hypoparathyroidism,3095741000006112,36976004,61682014,^ESCTDE309574,,Deficiency of PTH
Hypoparathyroidism,3441501000006117,57958006,1231782017,^ESCTMU344150,,Muscle disorders associated with endocrine disease
Hypoparathyroidism,356185013,237654002,356185013,C1212,C121200,Idiopathic hypoparathyroidism
Hypoparathyroidism,297636019,57958006,96350012,F395z,F395z00,Myopathy due to endocrine disease NOS
Hypoparathyroidism,3441481000006110,57958006,96350012,^ESCTEN344148,,Endocrine myopathy
Hypoparathyroidism,61678012,36976004,61678012,C121,C121.00,Hypoparathyroidism
Hypoparathyroidism,292683010,36976004,61678012,C121z,C121z00,Hypoparathyroidism NOS
Hypoparathyroidism,293765015,36976004,61678012,Cyu40,Cyu4000,[X]Other hypoparathyroidism
Hypoparathyroidism,3095721000006117,36976004,61680018,^ESCTDE309572,,Deficiency of parathyroid hormone
Hypoparathyroidism,985661000006115,20248004,34053018,74212,7421200,Curettage of adenoid
Hypoparathyroidism,3458111000006115,58976002,98010014,^ESCTPA345811,,Parathyroid hormone resistant hypoparathyroidism
Hypoparathyroidism,2964961000006113,28913000,1226092010,^ESCTTS296496,,Ts and As - Tonsillectomy and adenoidectomy
Hypoparathyroidism,4321841000006113,119954001,460597013,^ESCTAS432184,,As - Adenoidectomy
Hypoparathyroidism,4321861000006113,119954001,460599011,^ESCTAD432186,,Ads - Adenoidectomy
Hypoparathyroidism,2964941000006114,28913000,48410019,^ESCTTO296494,,Tonsillectomy with adenoidectomy
Hypoparathyroidism,3458121000006111,58976002,498307013,^ESCTCO345812,,Constitutional chronic hypocalcaemia
Hypoparathyroidism,2964951000006111,28913000,48413017,^ESCTAD296495,,Adenotonsillectomy
Hypoparathyroidism,7058361000006117,426391000,2674424017,^ESCTPL705836,,Plasma mediated ablation tonsillectomy
Hypoparathyroidism,2674425016,426391000,2674425016,7530C,7530C00,Coblation tonsillectomy
Hypoparathyroidism,268496017,173430005,268496017,75308,7530800,Dissection tonsillectomy and adenoidectomy
Hypoparathyroidism,268497014,173431009,268497014,75309,7530900,Guillotine tonsillectomy and adenoidectomy
Hypoparathyroidism,460600014,119954001,460600014,74210,7421000,Adenoidectomy
Hypoparathyroidism,484011019,28913000,484011019,75306,7530600,Tonsillectomy and adenoidectomy
Hypoparathyroidism,498253016,58976002,98005010,C3543,C354300,Pseudohypoparathyroidism
Hypoparathyroidism,356191010,237659007,356191010,C3543-1,C354311,Pseudopseudohypoparathyroidism
Hypoparathyroidism,3458091000006112,58976002,98008012,^ESCTCO345809,,Constitutional chronic hypocalcemia
Hypoparathyroidism,862271000006112,28913000,862271000006112,75306-99,7530699,Tonsillectomy + adenoidectomy
Hypoparathyroidism,317139015,10629009,18466010,R017,R017.00,[D]Tetany
Hypoparathyroidism,317140018,75140002,124801018,R0170,R017000,[D]Carpopedal spasm
Hypoparathyroidism,317141019,10629009,18466010,R017z,R017z00,[D]Tetany NOS
