Condition,MedCodeId,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,ICD10Code,Term
Mood disorders ,882321000006119.0,E110-99,E110.99,268619003.0,882321000006119.0,F309,Mania/hypomania
Mood disorders ,882311000006110.0,E11-99,E11..99,13746004.0,882311000006110.0,F318,Manic-depressive psychoses
Mood disorders ,882311000006110.0,E11-99,E11..99,13746004.0,882311000006110.0,F319,Manic-depressive psychoses
Mood disorders ,882311000006110.0,E11-99,E11..99,13746004.0,882311000006110.0,F309,Manic-depressive psychoses
Mood disorders ,882311000006110.0,E11-99,E11..99,13746004.0,882311000006110.0,F063,Manic-depressive psychoses
Mood disorders ,882311000006110.0,E11-99,E11..99,13746004.0,882311000006110.0,F308,Manic-depressive psychoses
Mood disorders ,882311000006110.0,E11-99,E11..99,13746004.0,882311000006110.0,F316,Manic-depressive psychoses
Mood disorders ,882311000006110.0,E11-99,E11..99,13746004.0,882311000006110.0,F314,Manic-depressive psychoses
Mood disorders ,882311000006110.0,E11-99,E11..99,13746004.0,882311000006110.0,F317,Manic-depressive psychoses
Mood disorders ,882311000006110.0,E11-99,E11..99,13746004.0,882311000006110.0,F311,Manic-depressive psychoses
Mood disorders ,882311000006110.0,E11-99,E11..99,13746004.0,882311000006110.0,F302,Manic-depressive psychoses
Mood disorders ,882311000006110.0,E11-99,E11..99,13746004.0,882311000006110.0,F312,Manic-depressive psychoses
Mood disorders ,882311000006110.0,E11-99,E11..99,13746004.0,882311000006110.0,F310,Manic-depressive psychoses
Mood disorders ,882311000006110.0,E11-99,E11..99,13746004.0,882311000006110.0,F315,Manic-depressive psychoses
Mood disorders ,882311000006110.0,E11-99,E11..99,13746004.0,882311000006110.0,F301,Manic-depressive psychoses
Mood disorders ,882311000006110.0,E11-99,E11..99,13746004.0,882311000006110.0,F313,Manic-depressive psychoses
Mood disorders ,882311000006110.0,E11-99,E11..99,13746004.0,882311000006110.0,F300,Manic-depressive psychoses
Mood disorders ,513871000006118.0,E11-1,E11..11,13746004.0,23447014.0,F318,Bipolar psychoses
Mood disorders ,513871000006118.0,E11-1,E11..11,13746004.0,23447014.0,F319,Bipolar psychoses
Mood disorders ,513871000006118.0,E11-1,E11..11,13746004.0,23447014.0,F309,Bipolar psychoses
Mood disorders ,513871000006118.0,E11-1,E11..11,13746004.0,23447014.0,F063,Bipolar psychoses
Mood disorders ,513871000006118.0,E11-1,E11..11,13746004.0,23447014.0,F308,Bipolar psychoses
Mood disorders ,513871000006118.0,E11-1,E11..11,13746004.0,23447014.0,F316,Bipolar psychoses
Mood disorders ,513871000006118.0,E11-1,E11..11,13746004.0,23447014.0,F314,Bipolar psychoses
