Condition,MedCodeId,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,ICD10Code,Term
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V313,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V295,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V329,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V304,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V347,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V494,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V348,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V319,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V328,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V336,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V298,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V493,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V558,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V321,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V299,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V337,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V499,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V496,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V351,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V305,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V333,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V345,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V301,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V358,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V551,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V352,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V344,Laminectomy
Intervertebral disc disorders,1780401000006116.0,EMISNQLA75,,387731002.0,1481809019.0,V492,Laminectomy
