Condition,MedCode,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Inflammatory diseases of the female pelvic organs,304666017,8258000,14627016,K4024,K402400,Perioophoritis unspecified
Inflammatory diseases of the female pelvic organs,304667014,46536000,77563016,K4025,K402500,Salpingo-oophoritis unspecified
Inflammatory diseases of the female pelvic organs,304668016,88157006,146147019,K4026,K402600,Salpingitis unspecified
Inflammatory diseases of the female pelvic organs,304669012,56321006,93656019,K4027,K402700,Perisalpingitis unspecified
Inflammatory diseases of the female pelvic organs,304670013,46536000,77563016,K402z,K402z00,Unspecified salpingitis and oophoritis NOS
Inflammatory diseases of the female pelvic organs,304664019,46536000,77563016,K402,K402.00,Salpingitis and oophoritis unspecified
Inflammatory diseases of the female pelvic organs,304665018,76047005,126311015,K4023,K402300,Oophoritis unspecified
Inflammatory diseases of the female pelvic organs,3251461000006118,46536000,77563016,^ESCTTU325146,,Tubo-ovarian inflammatory disease
Inflammatory diseases of the female pelvic organs,2588021000006116,5552004,497284017,^ESCTDI258802,,Disorder of ovary
Inflammatory diseases of the female pelvic organs,3932511000006111,88157006,3012514018,^ESCTIN393251,,Inflammation of fallopian tube
Inflammatory diseases of the female pelvic organs,3770431000006112,78095005,129606011,^ESCTHE377043,,Hematosalpinx
Inflammatory diseases of the female pelvic organs,556601000006112,198142001,3005111017,K401,K401.00,Chronic salpingitis and oophoritis
Inflammatory diseases of the female pelvic organs,3251491000006114,46536000,3005963013,^ESCTSA325149,,Salpingitis and oophoritis
Inflammatory diseases of the female pelvic organs,3736891000006113,76047005,3005340013,^ESCTIN373689,,Inflammation of ovary
Inflammatory diseases of the female pelvic organs,6601831000006110,398319002,1777857015,^ESCTAB660183,,Abscess of fallopian tube
Inflammatory diseases of the female pelvic organs,3251481000006111,46536000,3005141015,^ESCTIN325148,,Inflammation of ovary and fallopian tube
Inflammatory diseases of the female pelvic organs,2588031000006118,5552004,10264010,^ESCTOV258803,,Ovarian disorder
Inflammatory diseases of the female pelvic organs,503762012,78095005,503762012,K53y6,K53y600,Haematosalpinx
Inflammatory diseases of the female pelvic organs,304663013,198142001,304659018,K401z,K401z00,Chronic salpingitis and oophoritis NOS
Inflammatory diseases of the female pelvic organs,36435017,21711003,36435017,K4015,K401500,Hydrosalpinx
Inflammatory diseases of the female pelvic organs,53944014,32290008,53944014,K5341,K534100,Salpingocele
Inflammatory diseases of the female pelvic organs,54399018,32582007,54399018,K4010,K401000,Chronic oophoritis
Inflammatory diseases of the female pelvic organs,92337013,55551005,92337013,K4013,K401300,Chronic salpingitis
Inflammatory diseases of the female pelvic organs,304659018,198142001,304659018,K4012,K401200,Chronic salpingo-oophoritis
Inflammatory diseases of the female pelvic organs,304660011,198143006,304660011,K4014,K401400,Chronic perisalpingitis
Inflammatory diseases of the female pelvic organs,304713013,198186006,304713013,K4109,K410900,Subacute pyometra
Inflammatory diseases of the female pelvic organs,1777414016,397810006,1777414016,K4020-1,K402011,Pyosalpinx
Inflammatory diseases of the female pelvic organs,1786208014,398319002,1786208014,K4020,K402000,Fallopian tube abscess
Inflammatory diseases of the female pelvic organs,887091000006118,198142001,887091000006118,K401-99,K401.99,Chronic salpingitis/oophoritis
Inflammatory diseases of the female pelvic organs,3251471000006113,46536000,77564010,^ESCTSA325147,,Salpingo-oophoritis
Inflammatory diseases of the female pelvic organs,97962011,58949002,97962011,K4022,K402200,Tubo-ovarian abscess
Inflammatory diseases of the female pelvic organs,3020211000006118,32290008,53943015,^ESCTHE302021,,Hernia of fallopian tube
Inflammatory diseases of the female pelvic organs,6593171000006112,397810006,1785972010,^ESCTPY659317,,Pyosalpingitis
Inflammatory diseases of the female pelvic organs,304658014,198141008,304658014,K4011,K401100,Chronic perioophoritis
Inflammatory diseases of the female pelvic organs,3457701000006118,58949002,3005973010,^ESCTTU345770,,Tubo ovarian abscess
Inflammatory diseases of the female pelvic organs,3092211000006110,36742000,61288015,^ESCTAD309221,,Adenosis of fallopian tube
Inflammatory diseases of the female pelvic organs,3573011000006115,65984002,109584011,^ESCTFO357301,,Follicular salpingitis
Inflammatory diseases of the female pelvic organs,2617911000006116,7415003,13226012,^ESCTAB261791,,Abscess of ovary
Inflammatory diseases of the female pelvic organs,3092221000006119,36742000,486535019,^ESCTAD309222,,Adenosalpingitis
Inflammatory diseases of the female pelvic organs,109583017,65984002,109583017,K4016,K401600,Salpingitis follicularis
