Condition,MedCodeId,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,ICD10Code,Term
Acquired aphasia with epilepsy [Landau-Kleffner],299334015.0,Fyu50,Fyu5000,84757009.0,178739011.0,F803,[X]Other generalized epilepsy and epileptic syndromes
Acquired aphasia with epilepsy [Landau-Kleffner],317301019.0,R045,R045.00,29164008.0,48801015.0,F803,[D]Other speech disturbance
Acquired aphasia with epilepsy [Landau-Kleffner],401911015.0,Eu8y,Eu8y.00,5294002.0,9881017.0,F803,[X]Other disorders of psychological development
Acquired aphasia with epilepsy [Landau-Kleffner],2548763013.0,R0454,R045400,229622007.0,344192010.0,F803,[D]Dysfluency
Acquired aphasia with epilepsy [Landau-Kleffner],1227655019.0,ZV401-1,ZV40111,267095009.0,397992016.0,F803,[V]Problems with speech
Acquired aphasia with epilepsy [Landau-Kleffner],1129811000000119.0,Eu814,Eu81400,984671000000103.0,2504061000000114.0,F803,[X]Moderate learning disability
Acquired aphasia with epilepsy [Landau-Kleffner],1550051000000113.0,Eu817,Eu81700,984681000000101.0,2504081000000117.0,F803,[X]Profound learning disability
Acquired aphasia with epilepsy [Landau-Kleffner],318036011.0,Ryu60,Ryu6000,29164008.0,48801015.0,F803,[X]Other and unspecified speech disturbances
Acquired aphasia with epilepsy [Landau-Kleffner],460637015.0,ZV414,ZV41400,29164008.0,48801015.0,F803,[V]Problem with voice production
Acquired aphasia with epilepsy [Landau-Kleffner],301521000000111.0,Eu804,Eu80400,268672004.0,401825015.0,F803,[X]Cocktail party syndrome
Acquired aphasia with epilepsy [Landau-Kleffner],2968901000006115.0,^ESCTSP296890,,29164008.0,48805012.0,F803,Speech abnormality
Acquired aphasia with epilepsy [Landau-Kleffner],133861000006111.0,E2F3-2,E2F3.12,1145003.0,2999013.0,F803,Speech development disorder
Acquired aphasia with epilepsy [Landau-Kleffner],362161000006110.0,Eu803,Eu80300,230438007.0,345312010.0,F803,[X]Acquired aphasia with epilepsy [Landau - Kleffner]
Acquired aphasia with epilepsy [Landau-Kleffner],395241000006114.0,Eu80y-1,Eu80y11,268672004.0,401825015.0,F803,[X]Lisping
Acquired aphasia with epilepsy [Landau-Kleffner],460443011.0,ZV21,ZV21.00,5294002.0,9881017.0,F803,[V]Constitutional states in development
Acquired aphasia with epilepsy [Landau-Kleffner],1.2221091000006112e+16,^ESCT1222109,,230438007.0,3683660018.0,F803,Aphasia co-occurrent with epilepsy
Acquired aphasia with epilepsy [Landau-Kleffner],8337591000006110.0,^ESCTSI833759,,931001000000105.0,2714241000000119.0,F803,Significant intellectual disability
Acquired aphasia with epilepsy [Landau-Kleffner],4998911000006110.0,^ESCTSE499891,,229751001.0,344390011.0,F803,Semantic-pragmatic disorder
Acquired aphasia with epilepsy [Landau-Kleffner],3878501000006115.0,^ESCTEP387850,,84757009.0,506216014.0,F803,EP - Epilepsy
