Condition,MedCodeId,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,ICD10Code,Term
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",300974014.0,Gyu81,Gyu8100,195394007.0,300649013.0,I800,[X]Phlebitis and thombophlebitis of other sites
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",300656019.0,G8002,G800200,72565004.0,120528013.0,I800,Phlebitis of a superficial leg vein NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",300659014.0,G8005,G800500,40283005.0,63670011.0,I800,Thrombophlebitis of a superficial leg vein NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",300660016.0,G800z,G800z00,40283005.0,63670011.0,I800,Superficial phlebitis and thrombophlebitis of the leg NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",300671015.0,G8015,G801500,312588002.0,456335013.0,I800,Deep vein phlebitis of the leg unspecified
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",300690011.0,G80y3,G80y300,312588002.0,456335013.0,I800,Phlebitis of the iliac vein unspecified
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",300700013.0,G80z0,G80z000,61599003.0,102352016.0,I800,Phlebitis NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",300701012.0,G80z1,G80z100,64156001.0,106650018.0,I800,Thrombophlebitis NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",300704016.0,G82,G82..00,429098002.0,2692478010.0,I800,Other venous embolism and thrombosis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",300713019.0,G82zz,G82zz00,429098002.0,2692478010.0,I800,Embolism and thrombosis NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",395802010.0,G80y,G80y.00,195394007.0,300649013.0,I800,Other phlebitis and thrombophlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",395803017.0,G82z1,G82z100,111293003.0,178522012.0,I800,Thrombosis of vein NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",100611000006111.0,G8003,G800300,195396009.0,300654016.0,I800,Thrombophlebitis of the long saphenous vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",100641000006110.0,G8004,G800400,195397000.0,300655015.0,I800,Thrombophlebitis of the short saphenous vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",116051000006118.0,G800,G800.00,40283005.0,63670011.0,I800,Superficial vessel phlebitis and/or thrombophlebitis of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",231301000006116.0,G80z,G80z.00,195394007.0,300649013.0,I800,Phlebitis and thrombophlebitis NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",3148251000006114.0,^ESCTTH314825,,40283005.0,2246671000000119.2,I800,Thrombophlebitis of superficial veins of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",638821000006113.0,G82z,G82z.00,429098002.0,2692478010.0,I800,Embolism and thrombosis NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",1.2102811000006112e+16,^ESCT1210281,,770112002.0,3698592011.0,I800,Phlebitis of dorsal venous arch of foot
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",4583181000006115.0,^ESCTON458318,,164626005.0,2666272015.0,I800,On examination - phlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",5059231000006112.0,^ESCTPH505923,,234039000.0,2475891014.0,I800,Phlebitis of saphenous vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",7098321000006117.0,^ESCTVE709832,,429098002.0,2695294011.0,I800,Venous thromboembolic disease
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",5992311000006119.0,^ESCTTH599231,,309735004.0,453209018.0,I800,Thrombosis of vein of lower limb
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",1.2102801000006112e+16,^ESCT1210280,,770111009.0,3698589012.0,I800,Thrombophlebitis of dorsal venous arch of foot
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",300699012.0,G80zz,G80zz00,195394007.0,300649013.0,I800,Phlebitis and thrombophlebitis NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",231551000006113.0,G8001,G800100,195397000.0,300655015.0,I800,Phlebitis of the short saphenous vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",3500791000006112.0,^ESCTIN350079,,61599003.0,102355019.0,I800,Inflammation of vein
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",300649013.0,G80,G80..00,195394007.0,300649013.0,I800,Phlebitis and thrombophlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",325064015.0,SP120,SP12000,213218003.0,325064015.0,I800,Phlebitis as a complication of care
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",350661013.0,G800-1,G800.11,234039000.0,350661013.0,I800,Saphenous vein phlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",350662018.0,G800-2,G800.12,234040003.0,350662018.0,I800,Saphenous vein thrombophlebitis
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",453210011.0,G8020,G802000,309735004.0,453210011.0,I800,Thrombosis of vein of leg
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",300698016.0,G80yz,G80yz00,195394007.0,300649013.0,I800,Other phlebitis and thrombophlebitis NOS
"Diseases of veins, lymphatic vessels and lymph nodes, note eslewhere classified",231521000006116.0,G8000,G800000,195396009.0,300654016.0,I800,Phlebitis of the long saphenous vein
