Condition,MedCode,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Diseases of the liver,538081000000115,773411000000107,1726971000000115,7L1f.00,,Compensation for liver failure
Diseases of the liver,538101000000114,773411000000107,1726971000000115,7L1fz00,,Compensation for liver failure NOS
Diseases of the liver,286858013,16060001,3008400017,A700.00,,Viral hepatitis A with coma
Diseases of the liver,286862019,26206000,3008554017,A702.00,,Viral hepatitis B with coma
Diseases of the liver,286867013,3738000,7302012,A704.00,,Other specified viral hepatitis with coma
Diseases of the liver,286868015,186628001,286868015,A704000,,Viral hepatitis C with coma
Diseases of the liver,286869011,3738000,7302012,A704z00,,Other specified viral hepatitis with hepatic coma NOS
Diseases of the liver,353595019,235881000,353595019,J613000,,Alcoholic hepatic failure
Diseases of the liver,120980011,72836002,120980011,J622.00,,Hepatic coma
Diseases of the liver,221131000000118,13920009,23734015,J622.11,,Encephalopathy - hepatic
Diseases of the liver,358961000006119,59927004,99549014,J625.00,,[X] Hepatic failure
Diseases of the liver,359011000006113,59927004,498583014,J625.11,,[X] Liver failure
Diseases of the liver,353597010,59927004,99549014,J62y.11,,Hepatic failure NOS
Diseases of the liver,353596018,59927004,498583014,J62y.12,,Liver failure NOS
Diseases of the liver,99549014,59927004,99549014,J62y.13,,Hepatic failure
Diseases of the liver,30226018,17890003,30226018,J634.00,,Hepatic infarction
Diseases of the liver,303512010,197356006,303512010,J635100,,Toxic liver disease with hepatic necrosis
Diseases of the liver,303521011,197364000,303521011,J636.00,,Central haemorrhagic necrosis of liver
Diseases of the liver,325080013,213230009,325080013,SP14200,,Hepatic failure as a complication of care
Diseases of the liver,325079010,213230009,325079010,SP14211,,Liver failure as a complication of care
Diseases of the liver,886501000006115,589511000000102,886501000006115,,,Alcoholic liver damage NOS
Diseases of the liver,12721711000006110,589511000000102,1307221000000116,,,alcoholic liver damage unspecified
Diseases of the liver,6941931000006112,419728003,2579818016,,,laennec's cirrhosis
Diseases of the liver,453265010,309783001,453265010,G852300,,Oesophageal varices in alcoholic cirrhosis of the liver
Diseases of the liver,83834016,50325005,83834016,J610.00,,Alcoholic fatty liver
Diseases of the liver,476611000006116,420054005,2920441014,J612.00,,Alcoholic cirrhosis of liver
Diseases of the liver,2579818016,419728003,2576980018,J612.12,,Laennec's cirrhosis
Diseases of the liver,353594015,235880004,353594015,J612000,,Alcoholic fibrosis and sclerosis of liver
Diseases of the liver,303399018,41309000,68906017,J613.00,,Alcoholic liver damage unspecified
Diseases of the liver,353587018,235875008,353587018,J617.00,,Alcoholic hepatitis
Diseases of the liver,451124014,307757001,451124014,J617000,,Chronic alcoholic hepatitis
Diseases of the liver,851341000006110,851341000006106,851341000006110,,,fatty liver
Diseases of the liver,303463012,197321007,303463012,J61y700,,Steatosis of liver
Diseases of the liver,2819666013,442685003,2819666013,J61y800,,Nonalcoholic steatohepatitis
Diseases of the liver,1786201000006119,197321007,303463012,J61y900,,Fatty change of liver
Diseases of the liver,1786211000006116,197321007,2819770010,J61y911,,Fatty liver
Diseases of the liver,3713571000006113,74669004,123999018,,,congestive cirrhosis
Diseases of the liver,4787261000006114,197306001,303440019,,,zooparasitic portal cirrhosis
Diseases of the liver,803961000006119,29633007,49567015,C310400,,Glycogenosis with hepatic cirrhosis
Diseases of the liver,1786709019,399126000,1786709019,C350012,,Pigmentary cirrhosis of liver
Diseases of the liver,1736361000000112,776981000000103,1736361000000112,C370800,,Cystic fibrosis related cirrhosis
Diseases of the liver,451442010,308129003,451442010,G852200,,Oesophageal varices in cirrhosis of the liver
Diseases of the liver,303393017,197279005,303393017,J61..00,,Cirrhosis and chronic liver disease
Diseases of the liver,126721013,76301009,126721013,J612.11,,Florid cirrhosis
Diseases of the liver,221111000000114,266468003,396389015,J615.00,,Cirrhosis - non alcoholic
Diseases of the liver,2576980018,419728003,2576980018,J615.11,,Portal cirrhosis
Diseases of the liver,396390012,266469006,396390012,J615100,,Multilobular portal cirrhosis
Diseases of the liver,303419015,197293003,303419015,J615300,,Diffuse nodular cirrhosis
Diseases of the liver,303420014,197294009,303420014,J615400,,Fatty portal cirrhosis
Diseases of the liver,493707012,43904005,493707012,J615500,,Hypertrophic portal cirrhosis
Diseases of the liver,303425016,197296006,303425016,J615600,,Capsular portal cirrhosis
Diseases of the liver,396391011,266470007,396391011,J615700,,Cardiac portal cirrhosis
Diseases of the liver,123999018,74669004,123997016,J615711,,Congestive cirrhosis
Diseases of the liver,396392016,266471006,396392016,J615800,,Juvenile portal cirrhosis
Diseases of the liver,11267010,6183001,11267010,J615812,,Indian childhood cirrhosis
Diseases of the liver,55851000006118,271440004,406232019,J615C00,,Xanthomatous portal cirrhosis
Diseases of the liver,303437019,197303009,303437019,J615D00,,Bacterial portal cirrhosis
Diseases of the liver,303440019,197306001,303440019,J615G00,,Zooparasitic portal cirrhosis
Diseases of the liver,303441015,235896001,353622016,J615H00,,Infectious cirrhosis NOS
Diseases of the liver,303442010,419728003,2576980018,J615y00,,Portal cirrhosis unspecified
Diseases of the liver,396393014,266468003,396389015,J615z00,,Non-alcoholic cirrhosis NOS
Diseases of the liver,731231000006114,43904005,73201018,J615z11,,Macronodular cirrhosis of liver
Diseases of the liver,603321000006118,89580002,148522018,J615z12,,Cryptogenic cirrhosis of liver
Diseases of the liver,353613017,19943007,33568015,J615z13,,Cirrhosis of liver NOS
Diseases of the liver,820381000006112,62484002,103853010,J615z15,,Hepatic fibrosis
Diseases of the liver,4044018,1761006,4044018,J616.00,,Biliary cirrhosis
Diseases of the liver,21289010,12368000,21289010,J616100,,Secondary biliary cirrhosis
Diseases of the liver,303452014,197310003,303452014,J616200,,Biliary cirrhosis of children
