Condition,MedCodeId,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,ICD10Code,Term
"Disorders of gallbladder, biliary tract and pancreas",303789013.0,Jyu80,Jyu8000,266474003.0,396395019.0,K800,[X]Other cholelithiasis
"Disorders of gallbladder, biliary tract and pancreas",303790016.0,Jyu81,Jyu8100,76581006.0,127173011.0,K800,[X]Other cholecystitis
"Disorders of gallbladder, biliary tract and pancreas",303791017.0,Jyu82,Jyu8200,39621005.0,492161010.0,K800,[X]Other specified diseases of gallbladder
"Disorders of gallbladder, biliary tract and pancreas",303544014.0,J641,J641.00,25924004.0,43438012.0,K800,Gallbladder calculus with other cholecystitis
"Disorders of gallbladder, biliary tract and pancreas",303548012.0,J642-1,J642.11,235919008.0,353661012.0,K800,Gallbladder calculus without mention of cholecystitis
"Disorders of gallbladder, biliary tract and pancreas",303569014.0,J64zz,J64zz00,266474003.0,396396018.0,K800,Cholelithiasis NOS
"Disorders of gallbladder, biliary tract and pancreas",303570010.0,J64z0,J64z000,70342003.0,116838015.0,K800,Cholelithiasis without obstruction NOS
"Disorders of gallbladder, biliary tract and pancreas",303571014.0,J64z1,J64z100,77528005.0,128698014.0,K800,Cholelithiasis with obstruction NOS
"Disorders of gallbladder, biliary tract and pancreas",303573012.0,J65,J65..00,39621005.0,66448010.0,K800,Other gallbladder disorders
"Disorders of gallbladder, biliary tract and pancreas",303581013.0,J651,J651.00,76581006.0,127173011.0,K800,Other cholecystitis
"Disorders of gallbladder, biliary tract and pancreas",303582018.0,J651y,J651y00,76581006.0,127173011.0,K800,Other cholecystitis OS
"Disorders of gallbladder, biliary tract and pancreas",303583011.0,J651z,J651z00,76581006.0,127173011.0,K800,Cholecystitis NOS
"Disorders of gallbladder, biliary tract and pancreas",303621019.0,J662z,J662z00,30144000.0,50437010.0,K800,Obstruction of bile duct NOS
"Disorders of gallbladder, biliary tract and pancreas",303607016.0,J65yz,J65yz00,39621005.0,66445013.0,K800,Other specified gallbladder disorder NOS
"Disorders of gallbladder, biliary tract and pancreas",5493111000006114.0,^ESCTCL549311,,266474003.0,396397010.0,K800,CL - Cholelithiasis
"Disorders of gallbladder, biliary tract and pancreas",270901000006111.0,4G2,4G2..00,168036006.0,261011011.0,K800,O/E: gall stone
"Disorders of gallbladder, biliary tract and pancreas",270911000006114.0,4G2Z,4G2Z.00,168036006.0,261011011.0,K800,O/E: gall stone NOS
"Disorders of gallbladder, biliary tract and pancreas",5493141000006113.0,^ESCTCA549314,,266474003.0,396400018.0,K800,Calculus in biliary tract
"Disorders of gallbladder, biliary tract and pancreas",4610321000006115.0,^ESCTON461032,,168036006.0,2667985019.0,K800,On examination - gallstone
"Disorders of gallbladder, biliary tract and pancreas",551611000006117.0,J64z,J64z.00,266474003.0,396396018.0,K800,Cholelithiasis NOS
"Disorders of gallbladder, biliary tract and pancreas",798041000006110.0,J6420,J642000,70342003.0,116838015.0,K800,Gallbladder calculus without mention cholecystitis +no obstr
"Disorders of gallbladder, biliary tract and pancreas",798051000006112.0,J642,J642.00,235919008.0,353661012.0,K800,Gallbladder calculus without mention of cholecystitis
"Disorders of gallbladder, biliary tract and pancreas",3745521000006115.0,^ESCTIN374552,,76581006.0,3028695018.0,K800,Inflamed gallbladder
"Disorders of gallbladder, biliary tract and pancreas",5087361000006114.0,^ESCTGA508736,,235919008.0,353658011.0,K800,Gallbladder stones
"Disorders of gallbladder, biliary tract and pancreas",5087341000006110.0,^ESCTCH508734,,235919008.0,353656010.0,K800,Cholecystolithiasis
"Disorders of gallbladder, biliary tract and pancreas",3137411000006114.0,^ESCTGA313741,,39621005.0,492162015.0,K800,Gallbladder disease
"Disorders of gallbladder, biliary tract and pancreas",303608014.0,J65z,J65z.00,39621005.0,66445013.0,K800,Other gallbladder disorders NOS
"Disorders of gallbladder, biliary tract and pancreas",797991000006115.0,J6411,J641100,235919008.0,353656010.0,K800,Gallbladder calculus with other cholecystitis + obstruct
"Disorders of gallbladder, biliary tract and pancreas",798001000006113.0,J6410,J641000,235919008.0,353656010.0,K800,Gallbladder calculus with other cholecystitis +no obstruct
"Disorders of gallbladder, biliary tract and pancreas",798011000006111.0,J641z,J641z00,235919008.0,353656010.0,K800,Gallbladder calculus with other cholecystitis - obstruct NOS
"Disorders of gallbladder, biliary tract and pancreas",353657018.0,J64-5,J64..15,235919008.0,353657018.0,K800,Gallstones
"Disorders of gallbladder, biliary tract and pancreas",303588019.0,J6523,J652300,197419003.0,303588019.0,K800,Stenosis of cystic duct
