Condition,MedCode,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Drug or alcohol misuse,1012911000006111,1012911000006107,1012911000006111,,,Adverse reaction to Drugs used in Substance Dependence
Drug or alcohol misuse,6025041000006113,313071005,2692464014,,,Counseling for substance abuse
Drug or alcohol misuse,6025051000006110,313071005,2695598010,,,Counselling for substance abuse
Drug or alcohol misuse,968671000006118,968671000006102,968671000006118,,,Currently injecting drugs
Drug or alcohol misuse,1973701000006119,1973701000006103,1973701000006119,,,"Mental and behav dis due to use alcohol: dependence syndr, currently abstinent"
Drug or alcohol misuse,1974141000006118,1974141000006102,1974141000006118,,,"Mental and behav dis due to use alcohol: dependence syndr, episodic use [dipsomania]"
Drug or alcohol misuse,1976611000006118,1976611000006102,1976611000006118,,,"Mental and behav dis due to use opioids: dependence syndr, continuous use"
Drug or alcohol misuse,968691000006117,968691000006101,968691000006117,,,Misuse of Cannabis herbal
Drug or alcohol misuse,968731000006113,968731000006109,968731000006113,,,Misuse of Cannabis herbal (skunk)
Drug or alcohol misuse,968711000006119,968711000006103,968711000006119,,,Misuse of Cannabis resin
Drug or alcohol misuse,968681000006115,968681000006104,968681000006115,,,Misuse of Cannabis unspecified
Drug or alcohol misuse,969781000006115,969781000006104,969781000006115,,,Misuse of Cocaine freebase (crack)
Drug or alcohol misuse,969761000006113,969761000006109,969761000006113,,,Misuse of Cocaine unspecified
Drug or alcohol misuse,968761000006116,968761000006100,968761000006116,,,Misuse of Heroin illicit
Drug or alcohol misuse,969331000006115,969331000006104,969331000006115,,,Misuse of Opiate compound analgesics
Drug or alcohol misuse,969261000006119,969261000006103,969261000006119,,,Misuse of Opiate containing mixture
Drug or alcohol misuse,969011000006112,969011000006108,969011000006112,,,Misuse of Opiates unspecified
Drug or alcohol misuse,969391000006116,969391000006100,969391000006116,,,Misuse of other Opiates
Drug or alcohol misuse,882501000006119,191816009,882501000006119,,,Morphine/cocaine dependence
Drug or alcohol misuse,2639961000000113,1047881000000106,2639961000000113,,,Opioid analgesic dependence
Drug or alcohol misuse,6025031000006115,313071005,2469462012,,,Substance abuse counseling
Drug or alcohol misuse,1809471000006115,2403008,5114014,,,Substance dependence
Drug or alcohol misuse,968631000006116,968631000006100,968631000006116,,,Substance misuse of Amphetamines
Drug or alcohol misuse,969401000006119,969401000006103,969401000006119,,,Substance misuse of Benzodiazepines
Drug or alcohol misuse,968651000006111,968651000006107,968651000006111,,,Substance misuse of Cannabis
Drug or alcohol misuse,969711000006110,969711000006106,969711000006110,,,Substance misuse of Cocaine
Drug or alcohol misuse,969741000006114,969741000006105,969741000006114,,,Substance misuse of Crack
Drug or alcohol misuse,969701000006112,969701000006108,969701000006112,,,Substance misuse of Ecstasy
Drug or alcohol misuse,968741000006115,968741000006104,968741000006115,,,Substance misuse of Heroin
Drug or alcohol misuse,968841000006110,968841000006106,968841000006110,,,Substance misuse of Methadone
Drug or alcohol misuse,969001000006114,969001000006105,969001000006114,,,Substance misuse of other Opiates
Drug or alcohol misuse,969991000006115,969991000006104,969991000006115,,,Substance misuse of other drugs
Drug or alcohol misuse,970531000006111,970531000006107,970531000006111,,,Substance misuse of poly drug
Drug or alcohol misuse,910581000006116,910581000006100,910581000006116,,,[RFC] Drug/ substance abuse
Drug or alcohol misuse,910601000006114,910601000006105,910601000006114,,,[RFC] Substance abuse
Drug or alcohol misuse,1110001000006119,1110001000006103,1110001000006119,,,adverse reaction to buprenorphine
