Condition,MedCode,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Migraine,2570161000006115,4473006,7596016,,,classical migraine
Migraine,2159945013,408381007,2159945013,8B6N.00,,Migraine prophylaxis
Migraine,63055014,37796009,63055014,F26..00,,Migraine
Migraine,7596016,230462002,345348012,F260.00,,Classical migraine
Migraine,7595017,4473006,7595017,F260.11,,Migraine with aura
Migraine,93295014,56097005,93295014,F261.00,,Common migraine
Migraine,93294013,56097005,93294013,F261.11,,Migraine without aura
Migraine,93296010,56097005,93296010,F261000,,Atypical migraine
Migraine,297336013,56097005,93295014,F261z00,,Common migraine NOS
Migraine,297337016,193030005,297337016,F262.00,,Migraine variants
Migraine,126030010,75879005,126030010,F262200,,Abdominal migraine
Migraine,138248010,83351003,138248010,F262300,,Basilar migraine
Migraine,158460019,95655001,158460019,F262400,,Ophthalmic migraine
Migraine,1746951000000114,781381000000100,1746951000000114,F262800,,Migraine induced by oestrogen contraceptive
Migraine,297351016,193030005,297337016,F262z00,,Migraine variant NOS
Migraine,297352011,37796009,63055014,F26y.00,,Other forms of migraine
Migraine,98501012,59292006,98501012,F26y000,,Hemiplegic migraine
Migraine,82623012,49605003,82623012,F26y100,,Ophthalmoplegic migraine
Migraine,700211000006115,49605003,82623012,F26y111,,Moebius' ophthalmoplegic migraine
Migraine,345355014,230467008,345355014,F26y200,,Status migrainosus
Migraine,297354012,193039006,297354012,F26y300,,Complicated migraine
Migraine,297355013,37796009,63055014,F26yz00,,Other forms of migraine NOS
Migraine,297356014,37796009,63055014,F26z.00,,Migraine NOS
Migraine,299338017,37796009,63055014,Fyu5300,,[X]Other migraine
Migraine,221281000000113,23186000,38943013,K584.11,,Migraine - menstrual
