Condition,MedCodeId,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Diverticular disease of the intestine,886341000006110,397881000,886341000006110,,J51..99,Diverticular disease NOS
Diverticular disease of the intestine,851321000006115,851321000006104,851321000006115,,,Duodenal diverticulum
Diverticular disease of the intestine,857121000006111,857121000006107,857121000006111,,,Jejunal diverticula
Diverticular disease of the intestine,906061000006116,906061000006100,906061000006116,,,[RFC] Diverticulitis
Diverticular disease of the intestine,6597011000006113,398050005,1786077011,,,diverticulosis of the colon
Diverticular disease of the intestine,11924441000006112,397881000,626841000006115,,,diverticulosis unspecified
Diverticular disease of the intestine,12452641000006118,197104005,303147010,,,perforated diverticulum
Diverticular disease of the intestine,853491000006110,853491000006106,853491000006110,,,perforated diverticulum
Diverticular disease of the intestine,11904811000006120,197104005,233441000006111,,,perforated diverticulum unspecified
Diverticular disease of the intestine,1222658010,21692001,1222658010,J23z300,J23z300,Appendicular diverticulum
Diverticular disease of the intestine,105596011,63532004,105596011,J51..00,J51..00,Diverticula of intestine
Diverticular disease of the intestine,1777478012,397881000,1777478012,J51..11,J51..11,Diverticular disease
Diverticular disease of the intestine,1786007012,397881000,1777478012,J510.00,J510.00,Diverticulosis
Diverticular disease of the intestine,303123015,197083003,303123015,J510000,J510000,Diverticulosis of the duodenum
Diverticular disease of the intestine,303124014,197084009,303124014,J510100,J510100,Diverticulosis of the jejunum
Diverticular disease of the intestine,303126011,197085005,303126011,J510200,J510200,Diverticulosis of the ileum
Diverticular disease of the intestine,303127019,8114009,14400014,J510300,J510300,Diverticulosis of the small intestine unspecified
Diverticular disease of the intestine,303128012,8114009,14400014,J510400,J510400,Diverticulosis of the small intestine NOS
Diverticular disease of the intestine,1786077011,398050005,1777620011,J510500,J510500,Diverticulosis of the colon
Diverticular disease of the intestine,303131013,398157006,1777716018,J510600,J510600,Diverticulosis of the large intestine unspecified
Diverticular disease of the intestine,303132018,398157006,1777716018,J510700,J510700,Diverticulosis of the large intestine NOS
Diverticular disease of the intestine,626561000006118,197091007,303133011,J510800,J510800,Divertic dis/both sml+lge intestin without perfor or abscess
Diverticular disease of the intestine,303134017,197092000,303134017,J510900,J510900,Bleeding diverticulosis
Diverticular disease of the intestine,303135016,397881000,1786007012,J510y00,J510y00,Diverticulosis unspecified
Diverticular disease of the intestine,303136015,397881000,1777478012,J510z00,J510z00,Diverticulosis NOS
Diverticular disease of the intestine,450775010,307496006,450775010,J511.00,J511.00,Diverticulitis
Diverticular disease of the intestine,485644015,33838003,485644015,J511000,J511000,Diverticulitis of the duodenum
Diverticular disease of the intestine,626681000006110,111358007,178594018,J511100,J511100,Diverticulitis of the jejunum
Diverticular disease of the intestine,500628015,67153004,500628015,J511200,J511200,Diverticulitis of the ileum
Diverticular disease of the intestine,303141011,56165008,93400012,J511300,J511300,Diverticulitis of the small intestine unspecified
Diverticular disease of the intestine,303142016,56165008,93400012,J511400,J511400,Diverticulitis of the small intestine NOS
Diverticular disease of the intestine,626651000006119,111359004,178595017,J511500,J511500,Diverticulitis of the colon
Diverticular disease of the intestine,303143014,4494009,7629011,J511600,J511600,Diverticulitis of the large intestine unspecified
Diverticular disease of the intestine,303144015,4494009,7629011,J511700,J511700,Diverticulitis of the large intestine NOS
Diverticular disease of the intestine,303145019,307496006,450775010,J511y00,J511y00,Diverticulitis unspecified
Diverticular disease of the intestine,303146018,307496006,450775010,J511z00,J511z00,Diverticulitis NOS
Diverticular disease of the intestine,303147010,197104005,3512575015,J512.00,J512.00,Perforated diverticulum
Diverticular disease of the intestine,303148017,197105006,303148017,J512000,J512000,Perforated diverticulum of duodenum
Diverticular disease of the intestine,303149013,197106007,303149013,J512100,J512100,Perforated diverticulum of jejunum
Diverticular disease of the intestine,303150013,197107003,303150013,J512200,J512200,Perforated diverticulum of ileum
Diverticular disease of the intestine,303151012,280993006,418881013,J512300,J512300,Perforated diverticulum of small intestine unspecified
Diverticular disease of the intestine,303152017,280993006,418881013,J512400,J512400,Perforated diverticulum of small intestine NOS
Diverticular disease of the intestine,503419012,76953007,503419012,J512500,J512500,Perforated diverticulum of colon
Diverticular disease of the intestine,303153010,280992001,418880014,J512600,J512600,Perforated diverticulum of large intestine unspecified
Diverticular disease of the intestine,303154016,280992001,418880014,J512700,J512700,Perforated diverticulum of large intestine NOS
Diverticular disease of the intestine,626571000006113,197112002,303155015,J512800,J512800,Divertic disease/both sml+lge intestin with perforat+abscess
Diverticular disease of the intestine,303156019,197104005,3512575015,J512y00,J512y00,Perforated diverticulum unspecified
Diverticular disease of the intestine,303157011,197104005,3512575015,J512z00,J512z00,Perforated diverticulum of intestine NOS
Diverticular disease of the intestine,353440011,235774002,353440011,J513.00,J513.00,Diverticular abscess
Diverticular disease of the intestine,303159014,63532004,105596011,J51z.00,J51z.00,Diverticula of the intestine NOS
