Condition,MedCode,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Malignant neoplasms,879691000006112,363375006,879691000006112,,,Tongue carcinoma
Malignant neoplasms,11925691000006116,363348004,724921000006119,,,"malignant neoplasm of lip unspecified, inner aspect"
Malignant neoplasms,12719081000006110,534791000000107,1193831000000115,,,"malignant neoplasm of lip, oral cavity and pharynx nos"
Malignant neoplasms,11925701000006116,363348004,725001000006112,,,"malignant neoplasm of lip, unspecified, lipstick area"
Malignant neoplasms,11925531000006118,363375006,720321000006110,,,malignant neoplasm of ventral tongue surface nos
Malignant neoplasms,406052010,271323007,406052010,B0...00,,"Malignant neoplasm of lip, oral cavity and pharynx"
Malignant neoplasms,380095017,255069008,380095017,B0...11,,"Carcinoma of lip, oral cavity and pharynx"
Malignant neoplasms,724891000006113,363348004,482495016,B00..00,,Malignant neoplasm of lip
Malignant neoplasms,403771011,269515006,403771011,B00..11,,Carcinoma of lip
Malignant neoplasms,1228504019,363372009,1228504019,B000.00,,"Malignant neoplasm of upper lip, vermilion border"
Malignant neoplasms,720801000006112,421249001,2618242015,B000000,,"Malignant neoplasm of upper lip, external"
Malignant neoplasms,288350019,187601000,288350019,B000100,,"Malignant neoplasm of upper lip, lipstick area"
Malignant neoplasms,288351015,363372009,482541011,B000z00,,"Malignant neoplasm of upper lip, vermilion border NOS"
Malignant neoplasms,724421000006114,363373004,1228505018,B001.00,,"Malignant neoplasm of lower lip, vermilion border"
Malignant neoplasms,288354011,187604008,288354011,B001000,,"Malignant neoplasm of lower lip, external"
Malignant neoplasms,1228506017,363373004,1228506017,B001100,,"Malignant neoplasm of lower lip, lipstick area"
Malignant neoplasms,288355012,363373004,482542016,B001z00,,"Malignant neoplasm of lower lip, vermilion border NOS"
Malignant neoplasms,288363013,187606005,288363013,B002.00,,"Malignant neoplasm of upper lip, inner aspect"
Malignant neoplasms,288372017,187608006,288372017,B002100,,"Malignant neoplasm of upper lip, frenulum"
Malignant neoplasms,288364019,187606005,288364019,B002200,,"Malignant neoplasm of upper lip, mucosa"
Malignant neoplasms,288362015,187606005,288362015,B002300,,"Malignant neoplasm of upper lip, oral aspect"
Malignant neoplasms,288377011,187606005,288356013,B002z00,,"Malignant neoplasm of upper lip, inner aspect NOS"
Malignant neoplasms,406399011,271568003,406399011,B003.00,,"Malignant neoplasm of lower lip, inner aspect"
Malignant neoplasms,288380012,187613005,288380012,B003000,,"Malignant neoplasm of lower lip, buccal aspect"
Malignant neoplasms,288382016,187614004,288382016,B003100,,"Malignant neoplasm of lower lip, frenulum"
Malignant neoplasms,724401000006116,271568003,406400016,B003200,,"Malignant neoplasm of lower lip, mucosa"
Malignant neoplasms,724411000006118,271568003,406398015,B003300,,"Malignant neoplasm of lower lip, oral aspect"
Malignant neoplasms,288387010,271568003,406398015,B003z00,,"Malignant neoplasm of lower lip, inner aspect NOS"
Malignant neoplasms,288388017,187622006,288402019,B004.00,,"Malignant neoplasm of lip unspecified, inner aspect"
Malignant neoplasms,724901000006112,187622006,288392012,B004000,,"Malignant neoplasm of lip unspecified, buccal aspect"
Malignant neoplasms,288391017,187622006,288392012,B004200,,"Malignant neoplasm of lip unspecified, mucosa"
Malignant neoplasms,288393019,187622006,288393019,B004300,,"Malignant neoplasm of lip, oral aspect"
Malignant neoplasms,726351000006116,363374005,482544015,B005.00,,Malignant neoplasm of commissure of lip
Malignant neoplasms,288404018,187624007,288404018,B006.00,,Malignant neoplasm of overlapping lesion of lip
Malignant neoplasms,453301018,363348004,482495016,B007.00,,"Malignant neoplasm of lip, unspecified"
Malignant neoplasms,288408015,363348004,482495016,B00z000,,"Malignant neoplasm of lip, unspecified, external"
Malignant neoplasms,288409011,275399006,411376018,B00z100,,"Malignant neoplasm of lip, unspecified, lipstick area"
Malignant neoplasms,288410018,421249001,2618242015,B00zz00,,"Malignant neoplasm of lip, vermilion border NOS"
Malignant neoplasms,721311000006114,363375006,482546018,B01..00,,Malignant neoplasm of tongue
Malignant neoplasms,727381000006110,363376007,482549013,B010.00,,Malignant neoplasm of base of tongue
Malignant neoplasms,1228509012,363376007,1228509012,B010.11,,Malignant neoplasm of posterior third of tongue
Malignant neoplasms,288411019,187631006,288411019,B010000,,Malignant neoplasm of base of tongue dorsal surface
Malignant neoplasms,288412014,363376007,482548017,B010z00,,Malignant neoplasm of fixed part of tongue NOS
Malignant neoplasms,155211011,187633009,288413016,B011.00,,Malignant neoplasm of dorsal surface of tongue
Malignant neoplasms,288417015,187635002,288417015,B011100,,Malignant neoplasm of midline of tongue
Malignant neoplasms,288418013,187633009,288413016,B011z00,,Malignant neoplasm of dorsum of tongue NOS
Malignant neoplasms,288419017,187637005,288419017,B012.00,,"Malignant neoplasm of tongue, tip and lateral border"
Malignant neoplasms,155669014,94134006,155669014,B013.00,,Malignant neoplasm of ventral surface of tongue
Malignant neoplasms,288423013,187640005,288423013,B013000,,Malignant neoplasm of anterior 2/3 of tongue ventral surface
Malignant neoplasms,288427014,187641009,288427014,B013100,,Malignant neoplasm of frenulum linguae
Malignant neoplasms,288429012,1090271000000101,2731401000000113,B013z00,,Malignant neoplasm of ventral tongue surface NOS
Malignant neoplasms,288430019,363360003,482519011,B014.00,,Malignant neoplasm of anterior 2/3 of tongue unspecified
Malignant neoplasms,288433017,187644001,288433017,B015.00,,"Malignant neoplasm of tongue, junctional zone"
