Condition,MedCode,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Other spirochaetal infections,299288010,95883001,158829010,Fyu00,Fyu0000,[X]Other bacterial meningitis
Other spirochaetal infections,308710015,86735004,143838016,M15y,M15y.00,Other specified erythematous conditions
Other spirochaetal infections,308718010,86735004,143838016,M15y4,M15y400,Other exfoliative erythema
Other spirochaetal infections,309342017,86735004,143838016,Myu44,Myu4400,[X]Erythema in other diseases classified elsewhere
Other spirochaetal infections,1221485013,38663004,64337016,7059-1,7059.11,Other neurolysis of peripheral nerve
Other spirochaetal infections,2875141000006113,23502006,481637018,^ESCTST287514,,Steere's disease
Other spirochaetal infections,3268561000006115,47534009,79241018,^ESCTRE326856,,Retinaculotomy of carpal tunnel
Other spirochaetal infections,648201000006115,69588003,1233178016,AA41,AA41.00,Erythema chronicum migrans
Other spirochaetal infections,648431000006110,86735004,143838016,M15,M15..00,Erythematous conditions
Other spirochaetal infections,2894721000006112,24723005,481995014,^ESCTPE289472,,Peripheral nerve procedure
Other spirochaetal infections,7733351000006110,715507005,3302869017,^ESCTIN773335,,Infection of central nervous system caused by Borrelia burgdorferi
Other spirochaetal infections,3631811000006115,69588003,115616014,^ESCTER363181,,Erythema chronica migrans
Other spirochaetal infections,7771461000006117,718373005,3312536018,^ESCTCU777146,,Cutaneous B-cell pseudolymphoma caused by Borrelia
Other spirochaetal infections,4063781000006119,95883001,3028971018,^ESCTME406378,,"Meningitis, bacterial"
Other spirochaetal infections,3631841000006116,69588003,3028124013,^ESCTER363184,,Erythema chronicum migrans skin condition
Other spirochaetal infections,3162291000006113,41116009,68588014,^ESCTSP316229,,Spirochetal infection
Other spirochaetal infections,287461014,41116009,68588014,AA4,AA4..00,Other spirochaetal infections
Other spirochaetal infections,288092019,41116009,68588014,Ayu5,Ayu5.00,[X]Other spirochaetal diseases
Other spirochaetal infections,287473014,41116009,68588014,AAy,AAy..00,Other specified spirochaetal infections
Other spirochaetal infections,288101016,41116009,68588014,Ayu56,Ayu5600,[X]Other specified spirochaetal infections
Other spirochaetal infections,266189018,24723005,41436018,705z,705z.00,Peripheral nerve operations NOS
Other spirochaetal infections,158829010,95883001,158829010,F00,F00..00,Bacterial meningitis
Other spirochaetal infections,287393017,41116009,492887012,AA,AA...00,Other spirochaetal diseases
Other spirochaetal infections,296802015,95883001,158829010,F00yz,F00yz00,Other specified bacterial meningitis NOS
Other spirochaetal infections,4063771000006117,95883001,1235949016,^ESCTBM406377,,BM - Bacterial meningitis
Other spirochaetal infections,2875161000006112,23502006,2923214018,^ESCTIN287516,,Infection due to Borrelia burgdorferi sensu lato
Other spirochaetal infections,39462014,23502006,39462014,A8710,A871000,Lyme disease
Other spirochaetal infections,129217018,77863005,129217018,A8712,A871200,Lyme carditis
Other spirochaetal infections,481996010,24723005,481996010,705,705..00,Peripheral nerve operations
Other spirochaetal infections,485678014,33937009,485678014,N010A,N010A00,Arthritis in Lyme disease
Other spirochaetal infections,2955528012,69588003,2955528012,AA41-1,AA41.11,Erythema migrans
Other spirochaetal infections,2390131000000110,718373005,3312055010,A8713,A871300,Borrelial lymphocytoma
Other spirochaetal infections,287470012,41116009,492887012,AA4z,AA4z.00,Other spirochaetal infection NOS
Other spirochaetal infections,287474015,41116009,492887012,AAz,AAz..00,Spirochaetal infection NOS
Other spirochaetal infections,296780015,95883001,158829010,F007,F007.00,Meningitis in other bacterial disease classified elsewhere
Other spirochaetal infections,296788010,95883001,158829010,F007z,F007z00,Unspecified meningitis in bacterial disease EC
Other spirochaetal infections,296789019,95883001,158829010,F00y,F00y.00,Other specified bacterial meningitis
Other spirochaetal infections,1927231000006112,715507005,3302870016,A8711,A871100,Lyme neuroborreliosis
Other spirochaetal infections,91031000006110,171849009,266151011,70590-1,7059011,Transposition of ulnar nerve
Other spirochaetal infections,1541151000006113,38663004,64337016,70595,7059500,Neurolysis peripheral nerve transposition peripher nerve NEC
Other spirochaetal infections,288102011,41116009,492887012,Ayu57,Ayu5700,"[X]Spirochaetal infection, unspecified"
Other spirochaetal infections,287469011,41116009,492887012,AA4y,AA4y.00,Other specified spirochaetal infection
Other spirochaetal infections,296803013,95883001,158829010,F00z,F00z.00,Bacterial meningitis NOS
Other spirochaetal infections,308724016,86735004,143838016,M15z,M15z.00,Erythematous conditions NOS
Other spirochaetal infections,309341012,86735004,143838016,Myu43,Myu4300,[X]Other specified erythematous conditions
Other spirochaetal infections,481640018,23502006,481640018,A8710-1,A871011,Lyme borreliosis
Other spirochaetal infections,56659013,33937009,56659013,N010A-1,N010A11,Lyme arthritis
Other spirochaetal infections,399921010,86735004,143838016,M15yz,M15yz00,Other erythematous conditions NOS
Other spirochaetal infections,1221484012,38663004,64337016,7058-1,7058.11,Neurolysis of other trapped periperal nerve
Other spirochaetal infections,3162301000006114,41116009,68591014,^ESCTSP316230,,Spirochetosis
