Condition,MedCodeId,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,ICD10Code,Term
Spine arthritis/spondylitis,890851000006116.0,N111-99,N111.99,65260001.0,890851000006116.0,M471,Cervical spond.with myelopathy
Spine arthritis/spondylitis,890861000006119.0,N115-99,N115.99,202677007.0,890861000006119.0,M471,Lumbosacral spond + myelopathy
Spine arthritis/spondylitis,318465011.0,S1052,S105200,207968008.0,318465011.0,S320,"Open fracture lumbar vertebra, spondylolysis"
Spine arthritis/spondylitis,990511000006110.0,N11zz-99,N11zz99,666611000000101.0,990511000006110.0,M479,Spondyloses
Spine arthritis/spondylitis,1.2759411000006116e+16,^ESCT1275941,,666611000000101.0,1463151000000118.0,M479,Osteoarthritis of spine NOS
Spine arthritis/spondylitis,1.272488100000611e+16,^ESCT1272488,,666611000000101.0,1463161000000115.0,M479,Spondylosis NOS
Spine arthritis/spondylitis,297150011.0,F1632,F163200,192907007.0,297150011.0,M471,Myelopathy due to spondylosis
Spine arthritis/spondylitis,1209790019.0,N11-1,N11..11,8847002.0,508047017.0,M479,Arthritis of spine
Spine arthritis/spondylitis,1209790019.0,N11-1,N11..11,8847002.0,508047017.0,M471,Arthritis of spine
Spine arthritis/spondylitis,1209790019.0,N11-1,N11..11,8847002.0,508047017.0,M471 ,Arthritis of spine
Spine arthritis/spondylitis,1209790019.0,N11-1,N11..11,8847002.0,508047017.0,M478 ,Arthritis of spine
Spine arthritis/spondylitis,1209790019.0,N11-1,N11..11,8847002.0,508047017.0,M472,Arthritis of spine
Spine arthritis/spondylitis,1209790019.0,N11-1,N11..11,8847002.0,508047017.0,M478,Arthritis of spine
Spine arthritis/spondylitis,1209790019.0,N11-1,N11..11,8847002.0,508047017.0,M479 ,Arthritis of spine
Spine arthritis/spondylitis,1209790019.0,N11-1,N11..11,8847002.0,508047017.0,M483,Arthritis of spine
Spine arthritis/spondylitis,1209790019.0,N11-1,N11..11,8847002.0,508047017.0,P031,Arthritis of spine
Spine arthritis/spondylitis,1209790019.0,N11-1,N11..11,8847002.0,508047017.0,O650,Arthritis of spine
Spine arthritis/spondylitis,1209790019.0,N11-1,N11..11,8847002.0,508047017.0,M470,Arthritis of spine
Spine arthritis/spondylitis,1209790019.0,N11-1,N11..11,8847002.0,508047017.0,M470 ,Arthritis of spine
Spine arthritis/spondylitis,1209790019.0,N11-1,N11..11,8847002.0,508047017.0,O330,Arthritis of spine
Spine arthritis/spondylitis,1209790019.0,N11-1,N11..11,8847002.0,508047017.0,M472 ,Arthritis of spine
Spine arthritis/spondylitis,1209790019.0,N11-1,N11..11,8847002.0,508047017.0,G992,Arthritis of spine
Spine arthritis/spondylitis,1209790019.0,N11-1,N11..11,8847002.0,508047017.0,G552,Arthritis of spine
Spine arthritis/spondylitis,18181000006118.0,N11-2,N11..12,8847002.0,508047017.0,M479,Osteoarthritis of spine
Spine arthritis/spondylitis,18181000006118.0,N11-2,N11..12,8847002.0,508047017.0,M471,Osteoarthritis of spine
Spine arthritis/spondylitis,18181000006118.0,N11-2,N11..12,8847002.0,508047017.0,M471 ,Osteoarthritis of spine
Spine arthritis/spondylitis,18181000006118.0,N11-2,N11..12,8847002.0,508047017.0,M478 ,Osteoarthritis of spine
Spine arthritis/spondylitis,18181000006118.0,N11-2,N11..12,8847002.0,508047017.0,M472,Osteoarthritis of spine
Spine arthritis/spondylitis,18181000006118.0,N11-2,N11..12,8847002.0,508047017.0,M478,Osteoarthritis of spine
Spine arthritis/spondylitis,18181000006118.0,N11-2,N11..12,8847002.0,508047017.0,M479 ,Osteoarthritis of spine
Spine arthritis/spondylitis,18181000006118.0,N11-2,N11..12,8847002.0,508047017.0,M483,Osteoarthritis of spine
Spine arthritis/spondylitis,18181000006118.0,N11-2,N11..12,8847002.0,508047017.0,P031,Osteoarthritis of spine
Spine arthritis/spondylitis,18181000006118.0,N11-2,N11..12,8847002.0,508047017.0,O650,Osteoarthritis of spine
Spine arthritis/spondylitis,18181000006118.0,N11-2,N11..12,8847002.0,508047017.0,M470,Osteoarthritis of spine
Spine arthritis/spondylitis,18181000006118.0,N11-2,N11..12,8847002.0,508047017.0,M470 ,Osteoarthritis of spine
Spine arthritis/spondylitis,18181000006118.0,N11-2,N11..12,8847002.0,508047017.0,O330,Osteoarthritis of spine
Spine arthritis/spondylitis,18181000006118.0,N11-2,N11..12,8847002.0,508047017.0,M472 ,Osteoarthritis of spine
Spine arthritis/spondylitis,18181000006118.0,N11-2,N11..12,8847002.0,508047017.0,G992,Osteoarthritis of spine
Spine arthritis/spondylitis,18181000006118.0,N11-2,N11..12,8847002.0,508047017.0,G552,Osteoarthritis of spine
