Condition,MedCodeId,Term
Diabetes,1667921000000117.0,Type II diabetes mellitus with gastroparesis
Diabetes,84541000006111.0,Type 2 diabetes mellitus with multiple complications
Diabetes,84641000006112.0,Type 2 diabetes mellitus without complication
Diabetes,459311019.0,Type II diabetes mellitus with arthropathy
Diabetes,84911000006119.0,Type II diabetes mellitus with multiple complications
Diabetes,914271000006114.0,Type II diabetes mellitus with nephropathy
Diabetes,1.2702411000006116e+16,Type II diabetes mellitus with neurological complications
Diabetes,1.2702421000006112e+16,Type II diabetes mellitus with ophthalmic complications
Diabetes,85011000006119.0,Type II diabetes mellitus without complication
Diabetes,84471000006119.0,Type 2 diabetes mellitus
Diabetes,84841000006113.0,Type II diabetes mellitus
Diabetes,84981000006114.0,Type II diabetes mellitus with renal complications
Diabetes,84611000006113.0,Type 2 diabetes mellitus with renal complications
Diabetes,84951000006118.0,Type II diabetes mellitus with ophthalmic complications
Diabetes,84581000006117.0,Type 2 diabetes mellitus with ophthalmic complications
Diabetes,84931000006113.0,Type II diabetes mellitus with neurological complications
Diabetes,84561000006110.0,Type 2 diabetes mellitus with neurological complications
Diabetes,85001000006117.0,Type II diabetes mellitus with ulcer
Diabetes,84631000006119.0,Type 2 diabetes mellitus with ulcer
Diabetes,84991000006112.0,Type II diabetes mellitus with retinopathy
Diabetes,84621000006117.0,Type 2 diabetes mellitus with retinopathy
Diabetes,84921000006110.0,Type II diabetes mellitus with nephropathy
Diabetes,84551000006113.0,Type 2 diabetes mellitus with nephropathy
Diabetes,84891000006116.0,Type II diabetes mellitus with hypoglycaemic coma
Diabetes,84521000006116.0,Type 2 diabetes mellitus with hypoglycaemic coma
Diabetes,84861000006112.0,Type II diabetes mellitus with arthropathy
Diabetes,84491000006118.0,Type 2 diabetes mellitus with arthropathy
Diabetes,840951000006119.0,Insulin treated Type 2 diabetes mellitus
Diabetes,841351000006110.0,Insulin treated Type II diabetes mellitus
Diabetes,850691000006118.0,Hyperosmolar non-ketotic state in type 2 diabetes mellitus
Diabetes,197761014.0,Type 2 diabetes mellitus
Diabetes,493774016.0,Type II diabetes mellitus
Diabetes,914031000006118.0,Type 2 diabetes mellitus with renal complications
Diabetes,914041000006111.0,Type II diabetes mellitus with renal complications
Diabetes,914051000006113.0,Type 2 diabetes mellitus with ophthalmic complications
Diabetes,914071000006115.0,Type 2 diabetes mellitus with neurological complications
Diabetes,914081000006117.0,Type II diabetes mellitus with neurological complications
Diabetes,292577016.0,Type 2 diabetes mellitus with multiple complications
Diabetes,292576013.0,Type II diabetes mellitus with multiple complications
Diabetes,292579018.0,Type 2 diabetes mellitus with ulcer
Diabetes,292581016.0,Type II diabetes mellitus with ulcer
Diabetes,914151000006112.0,Type 2 diabetes mellitus with retinopathy
Diabetes,914161000006114.0,Type II diabetes mellitus with retinopathy
Diabetes,457329019.0,Type 2 diabetes mellitus without complication
Diabetes,457330012.0,Type II diabetes mellitus without complication
Diabetes,914261000006119.0,Type 2 diabetes mellitus with nephropathy
Diabetes,459167016.0,Type 2 diabetes mellitus with hypoglycaemic coma
Diabetes,459169018.0,Type II diabetes mellitus with hypoglycaemic coma
Diabetes,459310018.0,Type 2 diabetes mellitus with arthropathy
Diabetes,914391000006116.0,Insulin treated Type 2 diabetes mellitus
Diabetes,1223147012.0,Insulin treated Type II diabetes mellitus
Diabetes,1488898011.0,Hyperosmolar non-ketotic state in type 2 diabetes mellitus
Diabetes,928541000006117.0,Type 2 diabetes mellitus with persistent proteinuria
