Condition,OriginalReadCode,CleansedReadCode,Term
In situ neoplasms,^ESCTCA400690,,Carcinoma in situ of gingiva
In situ neoplasms,^ESCTCA400777,,Carcinoma in situ of mesopharynx
In situ neoplasms,^ESCTCA400771,,Carcinoma in situ of epipharynx
In situ neoplasms,^ESCTFO400674,,FOM - Carcinoma in situ of floor of mouth
In situ neoplasms,^ESCTCA400764,,Cancer in situ of mouth
In situ neoplasms,^ESCTCA400778,,Cancer in situ of oropharynx
In situ neoplasms,^ESCTCA400772,,Carcinoma in situ of postnasal space
In situ neoplasms,^ESCTCA400700,,Carcinoma in situ of laryngopharynx
In situ neoplasms,^ESCTCA400776,,Carcinoma situ of oropharynx
In situ neoplasms,^ESCTPN400770,,PNS - carcinoma in situ of postnasal space
In situ neoplasms,^ESCTCA400796,,Cancer in situ of pharynx
In situ neoplasms,^ESCTCA400691,,Cancer in situ of gum
In situ neoplasms,^ESCTCA552343,,"Carcinoma in situ of lip, oral cavity and/or pharynx"
In situ neoplasms,^ESCT1192343,,"Carcinoma in situ of lip, oral cavity and pharynx"
In situ neoplasms,B800z,B800z00,"Carcinoma in situ of lip, oral cavity and pharynx NOS"
In situ neoplasms,^ESCTCA400701,,Cancer in situ of hypopharynx
In situ neoplasms,B8001,B800100,Carcinoma in situ of tongue
In situ neoplasms,B8000,B800000,Carcinoma in situ of lip
In situ neoplasms,B8008,B800800,Carcinoma in situ of oropharynx
In situ neoplasms,B8006,B800600,Carcinoma in situ of palate
In situ neoplasms,B800-2,B800.12,Carcinoma in situ of pharynx
In situ neoplasms,B8106,B810600,Carcinoma in situ of aryepiglottic fold
In situ neoplasms,B800,B800.00,"Carcinoma in situ of lip, oral cavity and pharynx"
In situ neoplasms,B800-1,B800.11,Carcinoma in situ of oral cavity
In situ neoplasms,B8004,B800400,Carcinoma in situ of floor of mouth
In situ neoplasms,B8007,B800700,Carcinoma in situ of nasopharynx
In situ neoplasms,B8003,B800300,Carcinoma in situ of gums
In situ neoplasms,^ESCTCA400609,,Carcinoma in situ of buccal mucosa
In situ neoplasms,^ESCTCA400900,,Cancer in situ of tongue
In situ neoplasms,^ESCTCA400612,,Carcinoma in situ of internal cheek
In situ neoplasms,^ESCTCA400781,,Carcinoma in situ of roof of mouth
In situ neoplasms,^ESCTCA400762,,Carcinoma in situ of mouth
In situ neoplasms,^ESCTCA400769,,Carcinoma in situ of nasopharyngeal wall
In situ neoplasms,B8005,B800500,Carcinoma in situ of cheek
In situ neoplasms,B8009,B800900,Carcinoma in situ of hypopharynx
In situ neoplasms,B8002,B800200,Carcinoma in situ of salivary glands
In situ neoplasms,^ESCTCA400689,,Carcinoma in situ of gum
In situ neoplasms,^ESCTCA400611,,Carcinoma in situ of cheek mucosa
In situ neoplasms,^ESCTCA400918,,Carcinoma in situ of upper 1/3 esophagus
In situ neoplasms,^ESCTCA400744,,Carcinoma in situ of lower 1/3 esophagus
In situ neoplasms,^ESCTCA400915,,Carcinoma in situ of upper third oesophagus
In situ neoplasms,^ESCTCA400742,,Carcinoma in situ of lower third of esophagus
In situ neoplasms,^ESCTCA400916,,Carcinoma in situ of upper third of esophagus
In situ neoplasms,^ESCTCA400657,,Carcinoma in situ of esophagus
In situ neoplasms,^ESCTCA400914,,Carcinoma in situ of upper third esophagus
In situ neoplasms,^ESCTCA400659,,Cancer in situ of oesophagus
In situ neoplasms,^ESCTCA400758,,Carcinoma in situ of middle third of esophagus
In situ neoplasms,^ESCTCA400658,,Cancer in situ of esophagus
In situ neoplasms,B8010,B801000,Carcinoma in situ of upper 1/3 oesophagus
In situ neoplasms,B801z,B801z00,Carcinoma in situ of oesophagus NOS
In situ neoplasms,B8012,B801200,Carcinoma in situ of lower 1/3 oesophagus
In situ neoplasms,B8011,B801100,Carcinoma in situ of middle 1/3 oesophagus
In situ neoplasms,^ESCTCA400741,,Carcinoma in situ of lower third of oesophagus
In situ neoplasms,^ESCTCA400913,,Carcinoma in situ of upper third of oesophagus
In situ neoplasms,B801,B801.00,Carcinoma in situ of oesophagus
In situ neoplasms,^ESCTCA400760,,Carcinoma in situ of middle 1/3 esophagus
In situ neoplasms,^ESCTCA400757,,Carcinoma in situ of middle third of oesophagus
In situ neoplasms,^ESCTCA400618,,Cancer in situ of cardia of stomach
In situ neoplasms,^ESCTCA400597,,Cancer in situ of body of stomach
In situ neoplasms,^ESCTCA400617,,Carcinoma in situ of gastric cardia
In situ neoplasms,^ESCTCA400616,,Carcinoma in situ of cardia
In situ neoplasms,^ESCTCA400809,,Carcinoma in situ of pylorus
In situ neoplasms,^ESCTCA400811,,Cancer in situ of pylorus
In situ neoplasms,B8022,B802200,Carcinoma in situ of body of stomach
In situ neoplasms,B8020,B802000,Carcinoma in situ of cardia of stomach
In situ neoplasms,B8021,B802100,Carcinoma in situ of fundus of stomach
In situ neoplasms,B802z,B802z00,Carcinoma in situ of stomach NOS
In situ neoplasms,B8023,B802300,Carcinoma in situ of pyloric antrum
In situ neoplasms,^ESCTCA400598,,Carcinoma in situ of gastric body
In situ neoplasms,^ESCTCA400679,,Cancer in situ fundus of stomach
In situ neoplasms,B8024,B802400,Carcinoma in situ of pyloric canal
In situ neoplasms,B802,B802.00,Carcinoma in situ of stomach
In situ neoplasms,^ESCTCA475580,,Carcinoma in situ of splenic flexure
In situ neoplasms,^ESCTCA400614,,Carcinoma in situ of cecum
In situ neoplasms,^ESCTCA400632,,Cancer in situ of colon
In situ neoplasms,B803,B803.00,Carcinoma in situ of colon
In situ neoplasms,B8031,B803100,Carcinoma in situ of transverse colon
In situ neoplasms,B803z,B803z00,Carcinoma in situ of colon NOS
In situ neoplasms,B8035,B803500,Carcinoma in situ of appendix
In situ neoplasms,B8036,B803600,Carcinoma in situ of ascending colon
In situ neoplasms,B8032,B803200,Carcinoma in situ of descending colon
In situ neoplasms,B8030,B803000,Carcinoma in situ of hepatic flexure of colon
In situ neoplasms,B8034,B803400,Carcinoma in situ of caecum
In situ neoplasms,B8033,B803300,Carcinoma in situ of sigmoid colon
In situ neoplasms,B8038,B803800,High grade dysplasia of colon
In situ neoplasms,B80-1,B80..11,Ca-in-situ of G.I. tract
In situ neoplasms,^ESCTCA400682,,Cancer in situ of gastrointestinal tract
In situ neoplasms,B8037,B803700,Carcinoma in situ of splenic flexure of colon
In situ neoplasms,^ESCTCA400695,,Carcinoma in situ of hepatic flexure
In situ neoplasms,^ESCTAU421634,,Auriculectomy
In situ neoplasms,B8040,B804000,Carcinoma in situ of rectosigmoid junction
In situ neoplasms,73000-98,7300098,Amputation of ear
In situ neoplasms,73z,73z..00,Ear operations NOS
In situ neoplasms,^ESCTAM421633,,Amputation of external ear
In situ neoplasms,73,73...00,Ear operations
In situ neoplasms,^ESCTCA400815,,Cancer in situ of rectum
In situ neoplasms,B8041,B804100,Carcinoma in situ of rectum
In situ neoplasms,^ESCTCA400573,,Cancer in situ of anal canal
In situ neoplasms,B805,B805.00,Carcinoma in situ of anal canal
In situ neoplasms,73002-99,7300299,Pre-auricular fistula excised
In situ neoplasms,B806,B806.00,Carcinoma in situ of anus NOS
In situ neoplasms,B8050,B805000,Anal intraepithelial neoplasia grade III
In situ neoplasms,ByuF0,ByuF000,[X]Carcinoma in situ/other+unspecified parts of intestine
In situ neoplasms,^ESCTCA400647,,Cancer in situ of duodenum
In situ neoplasms,B8072,B807200,Carcinoma in situ of ileum
In situ neoplasms,^ESCTCA400710,,Carcinoma in situ of intestine
In situ neoplasms,B8073,B807300,Carcinoma in situ of Meckel's diverticulum
In situ neoplasms,^ESCTCA400715,,Cancer in situ of jejunum
In situ neoplasms,B8070,B807000,Carcinoma in situ of duodenum
In situ neoplasms,B8071,B807100,Carcinoma in situ of jejunum
In situ neoplasms,^ESCTCA400755,,Carcinoma in situ of Meckel diverticulum
In situ neoplasms,^ESCTCA400703,,Cancer in situ of ileum
In situ neoplasms,B804,B804.00,Carcinoma in situ of rectum and rectosigmoid junction
In situ neoplasms,B808-1,B808.11,Carcinoma in situ of biliary system
In situ neoplasms,B8083,B808300,Carcinoma in situ of gall bladder
In situ neoplasms,^ESCTCA400636,,Carcinoma in situ of distal extra hepatic duct
In situ neoplasms,^ESCTCA400590,,Carcinoma in situ of biliary tract
In situ neoplasms,B8082,B808200,Carcinoma in situ of hepatic duct
In situ neoplasms,B8084,B808400,Carcinoma in situ of cystic duct
In situ neoplasms,^ESCTCA400637,,Cancer in situ of common bile duct
In situ neoplasms,B8086,B808600,Carcinoma in situ of ampulla of Vater
In situ neoplasms,B8081,B808100,Carcinoma in situ of intrahepatic bile ducts
In situ neoplasms,B8080,B808000,Carcinoma in situ of liver
In situ neoplasms,B808z,B808z00,Carcinoma in situ of liver or biliary system NOS
