Condition,OriginalReadCode,CleansedReadCode,Term
Systemic connective tissue disorders,H583z,H583z00,Pulmonary eosinophilia NOS
Systemic connective tissue disorders,G75,G75..00,Polyarteritis nodosa and allied conditions
Systemic connective tissue disorders,^ESCTPA451490,,PAN - Polyarteritis nodosa
Systemic connective tissue disorders,^ESCTPE451489,,Periarteritis nodosa
Systemic connective tissue disorders,^ESCTAN629847,,Andrews syndrome
Systemic connective tissue disorders,^ESCTPI629844,,PIE - Pulmonary infiltrates with eosinophilia
Systemic connective tissue disorders,^ESCTPU629845,,Pulmonary infiltrates with eosinophilia
Systemic connective tissue disorders,F3711,F371100,Polyneuropathy in polyarteritis nodosa
Systemic connective tissue disorders,F371z,F371z00,Polyneuropathy in collagen vascular disease NOS
Systemic connective tissue disorders,^ESCTEP629843,,EP - Eosinophilic pneumonia
Systemic connective tissue disorders,^ESCTEO629846,,Eosinophilic pneumonia
Systemic connective tissue disorders,^ESCTNE477043,,Neuropathy in vasculitis and connective tissue disease
Systemic connective tissue disorders,G750,G750.00,Polyarteritis nodosa
Systemic connective tissue disorders,F371,F371.00,Polyneuropathy in collagen vascular disease
Systemic connective tissue disorders,K01x3,K01x300,Nephrotic syndrome in polyarteritis nodosa
Systemic connective tissue disorders,H583,H583.00,Pulmonary eosinophilia
Systemic connective tissue disorders,G750-99,G750.99,Polyarteritis nodosa NOS
Systemic connective tissue disorders,Fyu77,Fyu7700,[X]Polyneuropathy/systemic connective tissue disorders CE
Systemic connective tissue disorders,G75z,G75z.00,Polyarteritis nodosa and allied conditions NOS
Systemic connective tissue disorders,Nyu40,Nyu4000,[X]Other conditions related to polyarteritis nodosa
Systemic connective tissue disorders,^ESCTEO629842,,Eosinophilic asthma
Systemic connective tissue disorders,F3963,F396300,Myopathy due to polyarteritis nodosa
Systemic connective tissue disorders,7B1Bz,7B1Bz00,Diagnostic endoscopic examination of ureter NOS
Systemic connective tissue disorders,7B1B-3,7B1B.13,Ureteroscopy
Systemic connective tissue disorders,7B2AA,7B2AA00,Diagnost endos exam bladder biop lesion bladder rigid cysto
Systemic connective tissue disorders,7B2AB,7B2AB00,Diagnostic endoscop exam bladder biop lesion pros rigid cys
Systemic connective tissue disorders,7B2AC,7B2AC00,Diagnostic endoscopic examination bladder using cystoscope
Systemic connective tissue disorders,^ESCTAL383832,,Allergic granulomatosis angiitis
Systemic connective tissue disorders,^ESCTEN647654,,Endoscopy of ureter
Systemic connective tissue disorders,^ESCTRE671140,,Retrograde urography
Systemic connective tissue disorders,^ESCTCY647653,,Cystoureteroscopy
Systemic connective tissue disorders,^ESCT1187891,,EGPA - eosinophilic granulomatosis with polyangiitis
Systemic connective tissue disorders,^ESCTRI467100,,Rigid check cystoscopy
Systemic connective tissue disorders,^ESCTCS383835,,CSS - Churg-Strauss syndrome
Systemic connective tissue disorders,^ESCTRE671136,,Retrograde ureteropyelography
Systemic connective tissue disorders,^ESCTCH383836,,Churg Strauss syndrome
Systemic connective tissue disorders,^ESCTEN467036,,Endoscopic retrograde pyelogram
Systemic connective tissue disorders,^ESCTEO383831,,Eosinophilic granulomatosis with polyangiitis
Systemic connective tissue disorders,^ESCTRE671138,,Retrograde pyelography
Systemic connective tissue disorders,^ESCTRP671137,,RPG - Retrograde pyelogram
Systemic connective tissue disorders,^ESCTAL383834,,Allergic granulomatous angiitis
Systemic connective tissue disorders,7B1B0-99,7B1B099,Retrograde pyelography
Systemic connective tissue disorders,7B1B-1,7B1B.11,Cystoscopy of ureter
Systemic connective tissue disorders,^ESCTRE671139,,Retrograde urogram
Systemic connective tissue disorders,7B1B0,7B1B000,Endoscopic retrograde pyelography - unspecified
Systemic connective tissue disorders,7B1B6,7B1B600,Retrograde bulb ureteropyelography
Systemic connective tissue disorders,7B1B-2,7B1B.12,Diagnostic endoscopy of ureter
Systemic connective tissue disorders,7B1B,7B1B.00,Diagnostic endoscopic examination of ureter
Systemic connective tissue disorders,7B1B5,7B1B500,Retrograde catheter ureteropyelography
Systemic connective tissue disorders,7B1By,7B1By00,Other specified diagnostic endoscopic examination of ureter
Systemic connective tissue disorders,7B1B4,7B1B400,Simple diagnostic ureteroscopy
Systemic connective tissue disorders,7B2A2,7B2A200,Diagnostic cystoscopy using rigid instrument
Systemic connective tissue disorders,7B1Bz-1,7B1Bz11,Ureteroscopy NEC
Systemic connective tissue disorders,G758,G758.00,Churg-Strauss vasculitis
Systemic connective tissue disorders,^ESCT1187890,,Eosinophilic granulomatosis with polyangiitis
Systemic connective tissue disorders,7B1B5-1,7B1B511,Retrograde pyelogram
Systemic connective tissue disorders,7B2A4,7B2A400,Check cystoscopy using rigid instrument
Systemic connective tissue disorders,G759,G759.00,Juvenile polyarteritis
Systemic connective tissue disorders,^ESCTCY647425,,Cystoscopic catheterisation of ureter
Systemic connective tissue disorders,7B1B1,7B1B100,Endoscopic catheterisation of ureter
Systemic connective tissue disorders,^ESCTCY647426,,Cystoscopic catheterization of ureter
Systemic connective tissue disorders,^ESCTEN647428,,Endoscopic catheterization of ureter
Systemic connective tissue disorders,7B1B7,7B1B700,Endoscopic ureteric urine sampling
Systemic connective tissue disorders,^ESCTKA372016,,Kawasaki's disease
Systemic connective tissue disorders,7B1B2,7B1B200,Endoscopic ureteric sampling of urine
Systemic connective tissue disorders,^ESCTMC372015,,MCLS
Systemic connective tissue disorders,^ESCTKA372020,,Kawasaki syndrome
Systemic connective tissue disorders,^ESCTKA372019,,Kawasaki's syndrome
Systemic connective tissue disorders,^ESCTMU372017,,Mucocutaneous lymph node syndrome
Systemic connective tissue disorders,^ESCTKA372021,,Kawasakis mucocutaneous lymph node syndrome
Systemic connective tissue disorders,^ESCTML372018,,MLNS
Systemic connective tissue disorders,G7510,G751000,Kawasaki disease
Systemic connective tissue disorders,7B1B2-99,7B1B299,Endosc. ureteric urine collect
Systemic connective tissue disorders,^ESCTCY467038,,Cystoscopic ureteric sampling of urine
Systemic connective tissue disorders,Nyu46,Nyu4600,[X]Other overlap syndromes
Systemic connective tissue disorders,G752z,G752z00,Hypersensitivity angiitis NOS
Systemic connective tissue disorders,^ESCTPU331910,,Pulmonary haemorrhage with glomerulonephritis
Systemic connective tissue disorders,^ESCTPU331908,,Pulmonary hemosiderosis with glomerulonephritis
Systemic connective tissue disorders,^ESCTHE331904,,Hemorrhagic pneumonia AND glomerulonephritis
Systemic connective tissue disorders,^ESCTAN509518,,Anti GBM - Antiglomerular basement membrane disease
Systemic connective tissue disorders,^ESCTPU331907,,Pulmonary hemorrhage with glomerulonephritis
Systemic connective tissue disorders,^ESCTLU331906,,Lung purpura with nephritis syndrome
Systemic connective tissue disorders,^ESCTPU331905,,Pulmonary-renal syndrome
Systemic connective tissue disorders,^ESCTMA348359,,Maladie trisymptome
Systemic connective tissue disorders,^ESCTGO509519,,Goodpasture disease
Systemic connective tissue disorders,^ESCTHA331912,,Haemorrhagic pneumonia AND glomerulonephritis
Systemic connective tissue disorders,^ESCTHY348358,,Hypersensitivity vasculitis
Systemic connective tissue disorders,^ESCTGO331914,,Goodpasture syndrome
Systemic connective tissue disorders,^ESCTLE348363,,Leukocytoclastic angiitis
Systemic connective tissue disorders,^ESCTLE348361,,Leucocytoclastic vasculitis
Systemic connective tissue disorders,^ESCTAL348357,,Allergic vasculitis
Systemic connective tissue disorders,^ESCTAN331913,,Anti-GBM nephritis with pulmonary haemorrhage
Systemic connective tissue disorders,^ESCTLE348362,,Leucocytoclastic angiitis
Systemic connective tissue disorders,^ESCTTR348360,,Trisymptome
Systemic connective tissue disorders,^ESCTPU331911,,Pulmonary haemosiderosis with glomerulonephritis
Systemic connective tissue disorders,^ESCTAN331909,,Anti-GBM nephritis with pulmonary hemorrhage
Systemic connective tissue disorders,G7521-2,G752112,Anti GBM disease - Antiglomerular basement membrane disease
Systemic connective tissue disorders,^ESCTLE348356,,Leukocytoclastic vasculitis
Systemic connective tissue disorders,G7520,G752000,Goodpasture's syndrome
Systemic connective tissue disorders,G7521-1,G752111,Antiglomerular basement membrane disease
Systemic connective tissue disorders,G7521,G752100,Goodpasture's disease
Systemic connective tissue disorders,G752,G752.00,Hypersensitivity angiitis
Systemic connective tissue disorders,G752-1,G752.11,Hypersensitivity arteritis
Systemic connective tissue disorders,G756z,G756z00,Thrombotic microangiopathy NOS
