Condition,OriginalReadCode,CleansedReadCode,Term
Chronic viral hepatitis,B18,B18..00,Malignant neoplasm of retroperitoneum and peritoneum
Chronic viral hepatitis,A70C,A70C.00,Hepatitis C genotype 3
Chronic viral hepatitis,A7072,A707200,Chronic viral hepatitis C
Chronic viral hepatitis,A7073,A707300,Chronic viral hepatitis B
Chronic viral hepatitis,7Q052,7Q05200,Hepatitis B treatment drugs Band 1
Chronic viral hepatitis,A7050,A705000,Viral hepatitis C without mention of hepatic coma
Chronic viral hepatitis,43b5,43b5.00,HEp-2 nuclear pattern
Chronic viral hepatitis,43B5,43B5.00,Hepatitis e antigen present
Chronic viral hepatitis,A707X,A707X00,"Chronic viral hepatitis, unspecified"
Chronic viral hepatitis,43x3,43x3.00,Blood group A Rh(D) negative
Chronic viral hepatitis,43X3,43X3.00,Hepatitis C antibody test positive
Chronic viral hepatitis,8BB5,8BB5.00,12 week virologic response to hepatitis C treatment
Chronic viral hepatitis,A70B,A70B.00,Hepatitis C genotype 2
Chronic viral hepatitis,A707,A707.00,Chronic viral hepatitis
Chronic viral hepatitis,A70A,A70A.00,Hepatitis C genotype 1
Chronic viral hepatitis,4JQ3,4JQ3.00,Hepatitis C virus genotype
Chronic viral hepatitis,A70D,A70D.00,Hepatitis C genotype 4
Chronic viral hepatitis,4J3D,4J3D.00,Hepatitis B viral load
Chronic viral hepatitis,4J3B,4J3B.00,Hepatitis C viral load
Chronic viral hepatitis,43b4,43b4.00,Hepatitis immunity test
Chronic viral hepatitis,43B4,43B4.00,Hepatitis B surface antig +ve
Chronic viral hepatitis,141E,141E.00,History of hepatitis B
Chronic viral hepatitis,A7070,A707000,Chronic viral hepatitis B with delta-agent
Chronic viral hepatitis,A7071,A707100,Chronic viral hepatitis B without delta-agent
Chronic viral hepatitis,A703,A703.00,Viral (serum) hepatitis B
Chronic viral hepatitis,AyuB2,AyuB200,"[X]Chronic viral hepatitis, unspecified"
Chronic viral hepatitis,9NiR,9NiR.00,"DNA diphtheria, tetanus and acellular pertussis vaccination"
Chronic viral hepatitis,9NgR,9NgR.00,On hepatitis C treatment plan
Chronic viral hepatitis,9NnR,9NnR.00,Visual frame sign language interpreter needed
Chronic viral hepatitis,9NJr,9NJr.00,In-house rheumatology follow-up appointment
Chronic viral hepatitis,9NNR,9NNR.00,Under care of community matron
Chronic viral hepatitis,9NUR,9NUR.00,Interpreter needed - Kurdish
Chronic viral hepatitis,9NUr,9NUr.00,Interpreter needed - Ukrainian
Chronic viral hepatitis,9NJR,9NJR.00,In-house counselling first appointment
Chronic viral hepatitis,9NFR,9NFR.00,Home visit request by residential institution
Chronic viral hepatitis,9Ndr,9Ndr.00,Consent for key information summary upload
Chronic viral hepatitis,9Ngr,9Ngr.00,Under care of homeless advocacy service
Chronic viral hepatitis,9NfR,9NfR.00,Requires contact by email
Chronic viral hepatitis,9NSR,9NSR.00,Unsuitable for Over 75 Health Check
Chronic viral hepatitis,9NmR,9NmR.00,Guarani language interpreter needed
Chronic viral hepatitis,9Nmr,9Nmr.00,Afar language interpreter needed
Chronic viral hepatitis,9NlR,9NlR.00,Seen by rheumatology nurse specialist
Chronic viral hepatitis,9NdR,9NdR.00,Unable to consent to information sharing
Chronic viral hepatitis,14i,14i..00,H/O hepatitis C antiviral drug therapy
Chronic viral hepatitis,14I,14I..00,H/O: perinatal problem
Chronic viral hepatitis,43jg,43jg.00,Poxvirus nucleic acid detection
Chronic viral hepatitis,43JG,43JG.00,Epstein-Barr virus capsid IgG level
Chronic viral hepatitis,43Jg,43Jg.00,Canary serum antibody level
Chronic viral hepatitis,43jG,43jG.00,Hepatitis B nucleic acid detection
Chronic viral hepatitis,21267,2126700,Hepatitis C resolved
Chronic viral hepatitis,4JQD-1,4JQD.11,Hepatitis C PCR positive
Chronic viral hepatitis,9kZ-1,9kZ..11,Hepatitis B screening positive
Chronic viral hepatitis,43J5,43J5.00,IgA
Chronic viral hepatitis,43j5,43j5.00,Hepatitis C nucleic acid detection
Chronic viral hepatitis,A70z0,A70z000,Hepatitis C
Chronic viral hepatitis,4JRF,4JRF.00,Viral hepatitis screening test
Chronic viral hepatitis,4JDF,4JDF.00,Leptospira serology
Chronic viral hepatitis,4JDf,4JDf.00,Borrelia serology
Chronic viral hepatitis,4JQF,4JQF.00,Hepatitis C antigen positive
Chronic viral hepatitis,4JUF,4JUF.00,Human parainfluenza virus detected
Chronic viral hepatitis,4JQD,4JQD.00,Hepatitis C viral ribonucleic acid PCR positive
Chronic viral hepatitis,4JUD,4JUD.00,Human bocavirus detected
Chronic viral hepatitis,4JDD,4JDD.00,Brucella serology
Chronic viral hepatitis,4JRD,4JRD.00,Malarial parasite screening test
Chronic viral hepatitis,4JDd,4JDd.00,Campylobacter serology
Chronic viral hepatitis,4JKD,4JKD.00,Low vaginal swab for chlamydia taken by patient
Chronic viral hepatitis,AyuB1,AyuB100,[X]Other chronic viral hepatitis
Chronic viral hepatitis,9kv,9kv..00,Pertussis vaccinatn progrme pregnant women enhan srvce admin
Chronic viral hepatitis,9kV,9kV..00,Hepatitis C screening positive - enhanced services admin
Chronic viral hepatitis,9kV-1,9kV..11,Hepatitis C screening positive
Chronic viral hepatitis,9kZ,9kZ..00,Hepatitis B screening positive - enhanced services admin
Chronic viral hepatitis,9kz,9kz..00,"Out of area regstratn, in-hours urgnt primry medicl care ESA"
Chronic viral hepatitis,9kX,9kX..00,Hepatitis status 6 months post treatment - enhanced serv adm
Chronic viral hepatitis,9kx,9kx..00,24 hour electrocardiogram enhanced services administration
Chronic viral hepatitis,9kr,9kr..00,Subdermal etonogestrel implant insertion ESA
Chronic viral hepatitis,9kR,9kR..00,Chronic hepatitis annual review - enhanced services admin
