Condition,OriginalReadCode,CleansedReadCode,Term
Malignant neoplasms ,B00z,B00z.00,Malignant neoplasm of vermilion border of lip unspecified
Malignant neoplasms ,^ESCTMA624351,,Malignant tumor of lipstick area of upper lip
Malignant neoplasms ,^ESCTMA696852,,Malignant tumor of vermilion border of lip
Malignant neoplasms ,B0000,B000000,"Malignant neoplasm of upper lip, external"
Malignant neoplasms ,^ESCTMA624349,,Malignant tumor of vermilion border of upper lip
Malignant neoplasms ,B0001,B000100,"Malignant neoplasm of upper lip, lipstick area"
Malignant neoplasms ,B000z,B000z00,"Malignant neoplasm of upper lip, vermilion border NOS"
Malignant neoplasms ,B00zz,B00zz00,"Malignant neoplasm of lip, vermilion border NOS"
Malignant neoplasms ,^ESCTMA624350,,Malignant tumour of lipstick area of upper lip
Malignant neoplasms ,B000,B000.00,"Malignant neoplasm of upper lip, vermilion border"
Malignant neoplasms ,^ESCTMA624356,,Malignant tumor of lipstick area of lower lip
Malignant neoplasms ,^ESCTMA624354,,Malignant tumor of vermilion border of lower lip
Malignant neoplasms ,B0010,B001000,"Malignant neoplasm of lower lip, external"
Malignant neoplasms ,B0011,B001100,"Malignant neoplasm of lower lip, lipstick area"
Malignant neoplasms ,B001,B001.00,"Malignant neoplasm of lower lip, vermilion border"
Malignant neoplasms ,B001z,B001z00,"Malignant neoplasm of lower lip, vermilion border NOS"
Malignant neoplasms ,^ESCTMA624355,,Malignant tumour of lipstick area of lower lip
Malignant neoplasms ,B00z1,B00z100,"Malignant neoplasm of lip, unspecified, lipstick area"
Malignant neoplasms ,^ESCTMA557287,,Malignant tumour of lipstick area of lip
Malignant neoplasms ,^ESCTMA557288,,Malignant tumor of lipstick area of lip
Malignant neoplasms ,^ESCTMA474532,,Malignant tumor of inner aspect of upper lip
Malignant neoplasms ,^ESCTMA474526,,Malignant tumor of upper labial mucosa
Malignant neoplasms ,^ESCTMA474523,,Malignant tumour of inner aspect of upper lip
Malignant neoplasms ,^ESCTMA474524,,Malignant tumour of buccal aspect of upper lip
Malignant neoplasms ,^ESCTMA474531,,Malignant tumor of buccal aspect of upper lip
Malignant neoplasms ,^ESCTMA474522,,Malignant tumour of oral aspect of upper lip
Malignant neoplasms ,^ESCTMA474530,,Malig tumor of mucosa of upper lip
Malignant neoplasms ,^ESCTMA474534,,Malignant tumour of fraenum of upper lip
Malignant neoplasms ,^ESCTMA474535,,Malignant tumor of frenum of upper lip
Malignant neoplasms ,B0020,B002000,"Malignant neoplasm of upper lip, buccal aspect"
Malignant neoplasms ,^ESCTMA474525,,Malig tumour of mucosa of upper lip
Malignant neoplasms ,B0023,B002300,"Malignant neoplasm of upper lip, oral aspect"
Malignant neoplasms ,B002,B002.00,"Malignant neoplasm of upper lip, inner aspect"
Malignant neoplasms ,B0022,B002200,"Malignant neoplasm of upper lip, mucosa"
Malignant neoplasms ,B0021,B002100,"Malignant neoplasm of upper lip, frenulum"
Malignant neoplasms ,^ESCT1270460,,Malignant tumour of upper labial mucosa
Malignant neoplasms ,B002z,B002z00,"Malignant neoplasm of upper lip, inner aspect NOS"
Malignant neoplasms ,^ESCTMA474533,,Malignant tumor of oral aspect of upper lip
Malignant neoplasms ,^ESCTMA474538,,Malignant tumour of fraenum of lower lip
Malignant neoplasms ,^ESCTMA552620,,Malignant tumour of buccal aspect of lower lip
Malignant neoplasms ,^ESCTMA552619,,Malignant tumour of inner aspect of lower lip
Malignant neoplasms ,^ESCTMA552618,,Malignant tumour of oral aspect of lower lip
Malignant neoplasms ,^ESCTMA552625,,Malignant tumor of mucosa of lower lip
Malignant neoplasms ,^ESCTMA552621,,Malignant tumor of lower labial mucosa
Malignant neoplasms ,^ESCTMA474539,,Malignant tumor of frenum of lower lip
Malignant neoplasms ,B003z,B003z00,"Malignant neoplasm of lower lip, inner aspect NOS"
Malignant neoplasms ,^ESCTMA552622,,Malignant tumor of buccal aspect of lower lip
Malignant neoplasms ,B0030,B003000,"Malignant neoplasm of lower lip, buccal aspect"
Malignant neoplasms ,B003,B003.00,"Malignant neoplasm of lower lip, inner aspect"
Malignant neoplasms ,B0032,B003200,"Malignant neoplasm of lower lip, mucosa"
Malignant neoplasms ,^ESCTMA552617,,Malignant tumour of mucosa of lower lip
Malignant neoplasms ,^ESCTMA552623,,Malignant tumor of inner aspect of lower lip
Malignant neoplasms ,^ESCTMA552624,,Malignant tumor of oral aspect of lower lip
Malignant neoplasms ,B0031,B003100,"Malignant neoplasm of lower lip, frenulum"
Malignant neoplasms ,B0033,B003300,"Malignant neoplasm of lower lip, oral aspect"
Malignant neoplasms ,B004z,B004z00,"Malignant neoplasm of lip, inner aspect NOS"
Malignant neoplasms ,^ESCTMA474542,,Malignant tumor of labial mucosa
Malignant neoplasms ,^ESCTMA474541,,Malignant tumour of labial mucosa
Malignant neoplasms ,^ESCTMA591141,,Malignant tumor of frenum of lip
Malignant neoplasms ,^ESCTMA591140,,Malignant tumour of fraenum of lip
Malignant neoplasms ,^ESCTMA474548,,Malignant tumour of inner aspect of lip
Malignant neoplasms ,^ESCTMA474544,,Malignant tumor of buccal aspect of lip
Malignant neoplasms ,^ESCTMA474549,,Malignant tumour of buccal aspect of lip
Malignant neoplasms ,^ESCTMA474547,,Malignant tumor of inner aspect of lip
Malignant neoplasms ,^ESCTMA474550,,Malignant tumour of oral aspect of lip
Malignant neoplasms ,^ESCTMA474545,,Malignant tumor of mucosa of lip
