Condition,OriginalReadCode,CleansedReadCode,Term
Diabetes,C10FR-1,C10FR11,Type II diabetes mellitus with gastroparesis
Diabetes,C109A-2,C109A12,Type 2 diabetes mellitus with mononeuropathy
Diabetes,C1093-2,C109312,Type 2 diabetes mellitus with multiple complications
Diabetes,C1099-2,C109912,Type 2 diabetes mellitus without complication
Diabetes,C10FG-1,C10FG11,Type II diabetes mellitus with arthropathy
Diabetes,C10F5-1,C10F511,Type II diabetes mellitus with gangrene
Diabetes,C1093-1,C109311,Type II diabetes mellitus with multiple complications
Diabetes,C10FC-1,C10FC11,Type II diabetes mellitus with nephropathy
Diabetes,^ESCT1270241,,Type II diabetes mellitus with neurological complications
Diabetes,C10FF-1,C10FF11,Type II diabetes mellitus with peripheral angiopathy
Diabetes,C1099-1,C109911,Type II diabetes mellitus without complication
Diabetes,C109-2,C109.12,Type 2 diabetes mellitus
Diabetes,C109-3,C109.13,Type II diabetes mellitus
Diabetes,C1090-1,C109011,Type II diabetes mellitus with renal complications
Diabetes,C1090-2,C109012,Type 2 diabetes mellitus with renal complications
Diabetes,C1092-1,C109211,Type II diabetes mellitus with neurological complications
Diabetes,C1092-2,C109212,Type 2 diabetes mellitus with neurological complications
Diabetes,C1094-1,C109411,Type II diabetes mellitus with ulcer
Diabetes,C1094-2,C109412,Type 2 diabetes mellitus with ulcer
Diabetes,C1095-1,C109511,Type II diabetes mellitus with gangrene
Diabetes,C1095-2,C109512,Type 2 diabetes mellitus with gangrene
Diabetes,C1096-1,C109611,Type II diabetes mellitus with retinopathy
Diabetes,C1096-2,C109612,Type 2 diabetes mellitus with retinopathy
Diabetes,C1097-1,C109711,Type II diabetes mellitus - poor control
Diabetes,C1097-2,C109712,Type 2 diabetes mellitus - poor control
Diabetes,C109A-1,C109A11,Type II diabetes mellitus with mononeuropathy
Diabetes,C109C-1,C109C11,Type II diabetes mellitus with nephropathy
Diabetes,C109C-2,C109C12,Type 2 diabetes mellitus with nephropathy
Diabetes,C109D-1,C109D11,Type II diabetes mellitus with hypoglycaemic coma
Diabetes,C109D-2,C109D12,Type 2 diabetes mellitus with hypoglycaemic coma
Diabetes,C109E-1,C109E11,Type II diabetes mellitus with diabetic cataract
Diabetes,C109E-2,C109E12,Type 2 diabetes mellitus with diabetic cataract
Diabetes,C109F-1,C109F11,Type II diabetes mellitus with peripheral angiopathy
Diabetes,C109F-2,C109F12,Type 2 diabetes mellitus with peripheral angiopathy
Diabetes,C109G-1,C109G11,Type II diabetes mellitus with arthropathy
Diabetes,C109G-2,C109G12,Type 2 diabetes mellitus with arthropathy
Diabetes,C109H-1,C109H11,Type II diabetes mellitus with neuropathic arthropathy
Diabetes,C109H-2,C109H12,Type 2 diabetes mellitus with neuropathic arthropathy
Diabetes,C109J,C109J00,Insulin treated Type 2 diabetes mellitus
Diabetes,C109J-2,C109J12,Insulin treated Type II diabetes mellitus
Diabetes,C109K,C109K00,Hyperosmolar non-ketotic state in type 2 diabetes mellitus
Diabetes,C10F,C10F.00,Type 2 diabetes mellitus
Diabetes,C10F-1,C10F.11,Type II diabetes mellitus
Diabetes,C10F0,C10F000,Type 2 diabetes mellitus with renal complications
Diabetes,C10F0-1,C10F011,Type II diabetes mellitus with renal complications
Diabetes,C10F2,C10F200,Type 2 diabetes mellitus with neurological complications
Diabetes,C10F2-1,C10F211,Type II diabetes mellitus with neurological complications
Diabetes,C10F3,C10F300,Type 2 diabetes mellitus with multiple complications
Diabetes,C10F3-1,C10F311,Type II diabetes mellitus with multiple complications
Diabetes,C10F4,C10F400,Type 2 diabetes mellitus with ulcer
Diabetes,C10F4-1,C10F411,Type II diabetes mellitus with ulcer
Diabetes,C10F5,C10F500,Type 2 diabetes mellitus with gangrene
Diabetes,C10F6,C10F600,Type 2 diabetes mellitus with retinopathy
Diabetes,C10F6-1,C10F611,Type II diabetes mellitus with retinopathy
