Condition,OriginalReadCode,CleansedReadCode,Term
Cerebrovascular diseases,434,434..00,Blood cross-matching
Cerebrovascular diseases,433,433..00,Minor blood groups
Cerebrovascular diseases,431,431..00,ABO blood grouping
Cerebrovascular diseases,G61-2,G61..12,Stroke due to intracerebral haemorrhage
Cerebrovascular diseases,G610,G610.00,Cortical haemorrhage
Cerebrovascular diseases,G6410,G641000,Cerebral infarction due to embolism of cerebral arteries
Cerebrovascular diseases,G62,G62..00,Other and unspecified intracranial haemorrhage
Cerebrovascular diseases,G63,G63..00,Precerebral arterial occlusion
Cerebrovascular diseases,G665,G665.00,Pure motor lacunar syndrome
Cerebrovascular diseases,G3111,G311100,Unstable angina
Cerebrovascular diseases,G305,G305.00,Lateral myocardial infarction NOS
Cerebrovascular diseases,G61,G61..00,Intracerebral haemorrhage
Cerebrovascular diseases,G617,G617.00,"Intracerebral haemorrhage, intraventricular"
Cerebrovascular diseases,G61X,G61X.00,"Intracerebral haemorrhage in hemisphere, unspecified"
Cerebrovascular diseases,G30-6,G30..16,Thrombosis - coronary
Cerebrovascular diseases,G304,G304.00,Posterior myocardial infarction NOS
Cerebrovascular diseases,323Z,323Z.00,ECG: myocardial infarct NOS
Cerebrovascular diseases,G353,G353.00,Subsequent myocardial infarction of other sites
Cerebrovascular diseases,G605,G605.00,Subarachnoid haemorrhage from basilar artery
Cerebrovascular diseases,G35,G35..00,Subsequent myocardial infarction
Cerebrovascular diseases,G350,G350.00,Subsequent myocardial infarction of anterior wall
Cerebrovascular diseases,G600,G600.00,Ruptured berry aneurysm
Cerebrovascular diseases,323,323..00,ECG: myocardial infarction
Cerebrovascular diseases,G667,G667.00,Left sided CVA
Cerebrovascular diseases,G6400,G640000,Cerebral infarction due to thrombosis of cerebral arteries
Cerebrovascular diseases,G66-3,G66..13,CVA - Cerebrovascular accident unspecified
Cerebrovascular diseases,G632,G632.00,Vertebral artery occlusion
Cerebrovascular diseases,G575-1,G575.11,Cardio-respiratory arrest
Cerebrovascular diseases,G384,G384.00,Postoperative subendocardial myocardial infarction
Cerebrovascular diseases,G362,G362.00,Ventric septal defect/curr comp fol acut myocardal infarctn
Cerebrovascular diseases,G360,G360.00,Haemopericardium/current comp folow acut myocard infarct
Cerebrovascular diseases,G614,G614.00,Pontine haemorrhage
