Condition,OriginalReadCode,CleansedReadCode,Term
Diseases of the liver,A700,A700.00,Viral hepatitis A with coma
Diseases of the liver,A702,A702.00,Viral hepatitis B with coma
Diseases of the liver,A704,A704.00,Other specified viral hepatitis with coma
Diseases of the liver,A7040,A704000,Viral hepatitis C with coma
Diseases of the liver,A704z,A704z00,Other specified viral hepatitis with hepatic coma NOS
Diseases of the liver,J6130,J613000,Alcoholic hepatic failure
Diseases of the liver,J622,J622.00,Hepatic coma
Diseases of the liver,J622-1,J622.11,Encephalopathy - hepatic
Diseases of the liver,J625,J625.00,[X] Hepatic failure
Diseases of the liver,J625-1,J625.11,[X] Liver failure
Diseases of the liver,J62y-1,J62y.11,Hepatic failure NOS
Diseases of the liver,J62y-2,J62y.12,Liver failure NOS
Diseases of the liver,J62y-3,J62y.13,Hepatic failure
Diseases of the liver,J634,J634.00,Hepatic infarction
Diseases of the liver,J6351,J635100,Toxic liver disease with hepatic necrosis
Diseases of the liver,J636,J636.00,Central haemorrhagic necrosis of liver
Diseases of the liver,SP086,SP08600,Liver transplant failure and rejection
Diseases of the liver,SP142,SP14200,Hepatic failure as a complication of care
Diseases of the liver,SP142-1,SP14211,Liver failure as a complication of care
Diseases of the liver,^ESCTLA694193,,Laennec's cirrhosis
Diseases of the liver,G8523,G852300,Oesophageal varices in alcoholic cirrhosis of the liver
Diseases of the liver,J610,J610.00,Alcoholic fatty liver
Diseases of the liver,J612,J612.00,Alcoholic cirrhosis of liver
Diseases of the liver,J612-2,J612.12,Laennec's cirrhosis
Diseases of the liver,J6120,J612000,Alcoholic fibrosis and sclerosis of liver
Diseases of the liver,J613,J613.00,Alcoholic liver damage unspecified
Diseases of the liver,J617,J617.00,Alcoholic hepatitis
Diseases of the liver,J6170,J617000,Chronic alcoholic hepatitis
Diseases of the liver,J61y7,J61y700,Steatosis of liver
Diseases of the liver,J61y8,J61y800,Nonalcoholic steatohepatitis
Diseases of the liver,J61y9,J61y900,Fatty change of liver
Diseases of the liver,J61y9-1,J61y911,Fatty liver
Diseases of the liver,^ESCTCO371357,,Congestive cirrhosis
Diseases of the liver,C3104,C310400,Glycogenosis with hepatic cirrhosis
Diseases of the liver,C3500-2,C350012,Pigmentary cirrhosis of liver
Diseases of the liver,C3708,C370800,Cystic fibrosis related cirrhosis
Diseases of the liver,G8522,G852200,Oesophageal varices in cirrhosis of the liver
Diseases of the liver,J61,J61..00,Cirrhosis and chronic liver disease
Diseases of the liver,J612-1,J612.11,Florid cirrhosis
Diseases of the liver,J615,J615.00,Cirrhosis - non alcoholic
Diseases of the liver,J615-1,J615.11,Portal cirrhosis
Diseases of the liver,J6151,J615100,Multilobular portal cirrhosis
Diseases of the liver,J6153,J615300,Diffuse nodular cirrhosis
Diseases of the liver,J6154,J615400,Fatty portal cirrhosis
Diseases of the liver,J6155,J615500,Hypertrophic portal cirrhosis
Diseases of the liver,J6156,J615600,Capsular portal cirrhosis
Diseases of the liver,J6157,J615700,Cardiac portal cirrhosis
Diseases of the liver,J6157-1,J615711,Congestive cirrhosis
Diseases of the liver,J6158,J615800,Juvenile portal cirrhosis
Diseases of the liver,J6158-2,J615812,Indian childhood cirrhosis
Diseases of the liver,J615C,J615C00,Xanthomatous portal cirrhosis
Diseases of the liver,J615D,J615D00,Bacterial portal cirrhosis
Diseases of the liver,J615H,J615H00,Infectious cirrhosis NOS
Diseases of the liver,J615y,J615y00,Portal cirrhosis unspecified
Diseases of the liver,J615z,J615z00,Non-alcoholic cirrhosis NOS
Diseases of the liver,J615z-1,J615z11,Macronodular cirrhosis of liver
Diseases of the liver,J615z-2,J615z12,Cryptogenic cirrhosis of liver
Diseases of the liver,J615z-3,J615z13,Cirrhosis of liver NOS
Diseases of the liver,J615z-5,J615z15,Hepatic fibrosis
Diseases of the liver,J616,J616.00,Biliary cirrhosis
Diseases of the liver,J6161,J616100,Secondary biliary cirrhosis
Diseases of the liver,J6162,J616200,Biliary cirrhosis of children
Diseases of the liver,J616z,J616z00,Biliary cirrhosis NOS
Diseases of the liver,J61y3,J61y300,Portal fibrosis without cirrhosis
Diseases of the liver,J61y4,J61y400,Hepatic fibrosis
Diseases of the liver,J61y5,J61y500,Hepatic sclerosis
Diseases of the liver,J61y6,J61y600,Hepatic fibrosis with hepatic sclerosis
Diseases of the liver,J6356,J635600,Toxic liver disease with fibrosis and cirrhosis of liver
Diseases of the liver,Jyu71,Jyu7100,[X]Other and unspecified cirrhosis of liver
