Condition,OriginalReadCode,CleansedReadCode,Term
Schizophrenia,E102z,E102z00,Catatonic schizophrenia NOS
Schizophrenia,Eu204,Eu20400,[X]Post-schizophrenic depression
Schizophrenia,E12y0,E12y000,Paranoia querulans
Schizophrenia,E1010,E101000,Unspecified hebephrenic schizophrenia
Schizophrenia,E1020,E102000,Unspecified catatonic schizophrenia
Schizophrenia,E1052,E105200,Chronic latent schizophrenia
Schizophrenia,E1072,E107200,Chronic schizo-affective schizophrenia
Schizophrenia,Eu25y,Eu25y00,[X]Other schizoaffective disorders
Schizophrenia,E100z,E100z00,Simple schizophrenia NOS
Schizophrenia,E1051,E105100,Subchronic latent schizophrenia
Schizophrenia,E1011,E101100,Subchronic hebephrenic schizophrenia
Schizophrenia,E10y0,E10y000,Atypical schizophrenia
Schizophrenia,E1075,E107500,Schizo-affective schizophrenia in remission
Schizophrenia,E1050,E105000,Unspecified latent schizophrenia
Schizophrenia,E1070,E107000,Unspecified schizo-affective schizophrenia
Schizophrenia,Eu200,Eu20000,[X]Paranoid schizophrenia
Schizophrenia,Eu203,Eu20300,[X]Undifferentiated schizophrenia
Schizophrenia,Eu205,Eu20500,[X]Residual schizophrenia
Schizophrenia,E1030,E103000,Unspecified paranoid schizophrenia
Schizophrenia,Eu206,Eu20600,[X]Simple schizophrenia
Schizophrenia,E10y1,E10y100,Coenesthopathic schizophrenia
Schizophrenia,E1071,E107100,Subchronic schizo-affective schizophrenia
Schizophrenia,E107z,E107z00,Schizo-affective schizophrenia NOS
Schizophrenia,E1021,E102100,Subchronic catatonic schizophrenia
Schizophrenia,E2122,E212200,Schizotypal personality
Schizophrenia,E1031,E103100,Subchronic paranoid schizophrenia
Schizophrenia,ZV110,ZV11000,[V]Personal history of schizophrenia
Schizophrenia,E101z,E101z00,Hebephrenic schizophrenia NOS
Schizophrenia,E1000,E100000,Unspecified schizophrenia
Schizophrenia,E1001,E100100,Subchronic schizophrenia
Schizophrenia,Eu221,Eu22100,[X]Delusional misidentification syndrome
Schizophrenia,Eu222,Eu22200,[X]Cotard syndrome
Schizophrenia,E1012,E101200,Chronic hebephrenic schizophrenia
Schizophrenia,Eu220,Eu22000,[X]Delusional disorder
Schizophrenia,E103z,E103z00,Paranoid schizophrenia NOS
Schizophrenia,Eu20z,Eu20z00,"[X]Schizophrenia, unspecified"
Schizophrenia,E12yz,E12yz00,Other paranoid states NOS
Schizophrenia,E1005,E100500,Schizophrenia in remission
Schizophrenia,E1032,E103200,Chronic paranoid schizophrenia
Schizophrenia,E1055,E105500,Latent schizophrenia in remission
Schizophrenia,E1015,E101500,Hebephrenic schizophrenia in remission
Schizophrenia,Eu22y,Eu22y00,[X]Other persistent delusional disorders
Schizophrenia,E1025,E102500,Catatonic schizophrenia in remission
Schizophrenia,Eu223,Eu22300,[X]Paranoid state in remission
Schizophrenia,E105z,E105z00,Latent schizophrenia NOS
Schizophrenia,Eu202,Eu20200,[X]Catatonic schizophrenia
Schizophrenia,E1035,E103500,Paranoid schizophrenia in remission
Schizophrenia,E10yz,E10yz00,Other schizophrenia NOS
Schizophrenia,Eu20y,Eu20y00,[X]Other schizophrenia
Schizophrenia,Eu250,Eu25000,"[X]Schizoaffective disorder, manic type"
Schizophrenia,E1022,E102200,Chronic catatonic schizophrenia
Schizophrenia,Eu251,Eu25100,"[X]Schizoaffective disorder, depressive type"
Schizophrenia,Eu252,Eu25200,"[X]Schizoaffective disorder, mixed type"
Schizophrenia,E1002,E100200,Chronic schizophrenic
Schizophrenia,Eu201,Eu20100,[X]Hebephrenic schizophrenia
Schizophrenia,Eu25z,Eu25z00,"[X]Schizoaffective disorder, unspecified"
Schizophrenia,Eu22z,Eu22z00,"[X]Persistent delusional disorder, unspecified"
Schizophrenia,F24,F24..00,Other paralytic syndromes
Schizophrenia,F20,F20..00,Multiple sclerosis
Schizophrenia,F25,F25..00,Epilepsy
Schizophrenia,F21,F21..00,Other central nervous system demyelinating diseases
Schizophrenia,F22,F22..00,Hemiplegia
Schizophrenia,70250,7025000,Excision of lesion of optic nerve (II)
Schizophrenia,E102,E102.00,Catatonic schizophrenia
Schizophrenia,Eu2y,Eu2y.00,[X]Other nonorganic psychotic disorders
Schizophrenia,Eu25,Eu25.00,[X]Schizoaffective disorders
Schizophrenia,E100,E100.00,Simple schizophrenia
Schizophrenia,E12,E12..00,Paranoid states
Schizophrenia,E103,E103.00,Paranoid schizophrenia
Schizophrenia,E107,E107.00,Schizo-affective schizophrenia
Schizophrenia,E122,E122.00,Paraphrenia
Schizophrenia,Eu22,Eu22.00,[X]Persistent delusional disorders
