Condition,OriginalReadCode,CleansedReadCode,Term
Ischaemic heart diseases,7922,7922.00,Allograft replacement of coronary artery
Ischaemic heart diseases,7923,7923.00,Prosthetic replacement of coronary artery
Ischaemic heart diseases,3235,3235.00,ECG: subendocardial infarct
Ischaemic heart diseases,3232,3232.00,ECG: old myocardial infarction
Ischaemic heart diseases,3236,3236.00,ECG: lateral infarction
Ischaemic heart diseases,3222,3222.00,ECG:shows myocardial ischaemia
Ischaemic heart diseases,3234,3234.00,ECG:posterior/inferior infarct
Ischaemic heart diseases,7925,7925.00,Connection of mammary artery to coronary artery
Ischaemic heart diseases,7920,7920.00,Saphenous vein graft replacement of coronary artery
Ischaemic heart diseases,3233,3233.00,ECG: antero-septal infarct.
Ischaemic heart diseases,5543,5543.00,Coronary arteriograph.abnormal
Ischaemic heart diseases,7921,7921.00,Other autograft replacement of coronary artery
Ischaemic heart diseases,7928,7928.00,Transluminal balloon angioplasty of coronary artery
Ischaemic heart diseases,7926,7926.00,Connection of other thoracic artery to coronary artery
Ischaemic heart diseases,7924,7924.00,Revision of bypass for coronary artery
Ischaemic heart diseases,5533,5533.00,Angiocardiography abnormal
Ischaemic heart diseases,G39,G39..00,Coronary microvascular disease
Ischaemic heart diseases,G342,G342.00,Atherosclerotic cardiovascular disease
Ischaemic heart diseases,G5740,G574000,Ventricular fibrillation
Ischaemic heart diseases,8L40,8L40.00,Coronary artery bypass graft operation planned
Ischaemic heart diseases,79232,7923200,Prosthetic replacement of three coronary arteries
Ischaemic heart diseases,79263,7926300,Single implantation thoracic artery into coronary artery NEC
Ischaemic heart diseases,323Z,323Z.00,ECG: myocardial infarct NOS
Ischaemic heart diseases,G312,G312.00,Coronary thrombosis not resulting in myocardial infarction
Ischaemic heart diseases,79250,7925000,Double anastomosis of mammary arteries to coronary arteries
Ischaemic heart diseases,6A2,6A2..00,Coronary heart disease annual review
Ischaemic heart diseases,G3111,G311100,Unstable angina
Ischaemic heart diseases,661M0,661M000,Angina self-management plan agreed
Ischaemic heart diseases,79240,7924000,Revision of bypass for one coronary artery
Ischaemic heart diseases,ZV45K,ZV45K00,[V]Presence of coronary artery bypass graft
Ischaemic heart diseases,79260,7926000,Double anastom thoracic arteries to coronary arteries NEC
Ischaemic heart diseases,G380,G380.00,Postoperative transmural myocardial infarction anterior wall
Ischaemic heart diseases,44h3,44h3.00,Blood bicarbonate level
Ischaemic heart diseases,44H3,44H3.00,Cardiac enzymes abnormal
Ischaemic heart diseases,79296,7929600,Percutaneous transluminal atherectomy of coronary artery
Ischaemic heart diseases,G330,G330.00,Angina decubitus
Ischaemic heart diseases,G35,G35..00,Subsequent myocardial infarction
Ischaemic heart diseases,ZV458,ZV45800,[V]Presence of coronary angioplasty implant and graft
Ischaemic heart diseases,7921-1,7921.11,Other autograft bypass of coronary artery
Ischaemic heart diseases,G384,G384.00,Postoperative subendocardial myocardial infarction
Ischaemic heart diseases,79242,7924200,Revision of bypass for three coronary arteries
Ischaemic heart diseases,G332,G332.00,Coronary artery spasm
Ischaemic heart diseases,G34,G34..00,Other chronic ischaemic heart disease
Ischaemic heart diseases,G3113,G311300,Refractory angina
Ischaemic heart diseases,79210,7921000,Autograft replacement of one coronary artery NEC
Ischaemic heart diseases,G3-2,G3...12,Atherosclerotic heart disease
Ischaemic heart diseases,44MH,44MH.00,Plasma troponin T level
Ischaemic heart diseases,792C,792C.00,Other replacement of coronary artery
Ischaemic heart diseases,7920-1,7920.11,Saphenous vein graft bypass of coronary artery
Ischaemic heart diseases,8F93,8F93.00,Cardiac rehabilitation - phase 4
Ischaemic heart diseases,G341-1,G341.11,Cardiac aneurysm
Ischaemic heart diseases,G344,G344.00,Silent myocardial ischaemia
Ischaemic heart diseases,79290,7929000,Percutaneous transluminal laser coronary angioplasty
Ischaemic heart diseases,G360,G360.00,Haemopericardium/current comp folow acut myocard infarct
Ischaemic heart diseases,8L41,8L41.00,Coronary angioplasty planned
Ischaemic heart diseases,793G3,793G300,Percutaneous cor balloon angiop 3 more stents cor art NEC
Ischaemic heart diseases,7A564,7A56400,Percutaneous transluminal balloon angioplasty of artery
Ischaemic heart diseases,79221,7922100,Allograft replacement of two coronary arteries
Ischaemic heart diseases,79280,7928000,Percut transluminal balloon angioplasty one coronary artery
Ischaemic heart diseases,G30-1,G30..11,Attack - heart
Ischaemic heart diseases,G3114,G311400,Worsening angina
Ischaemic heart diseases,G311-1,G311.11,Crescendo angina
Ischaemic heart diseases,G311,G311.00,Preinfarction syndrome
Ischaemic heart diseases,G5,G5...00,Other forms of heart disease
Ischaemic heart diseases,662K0,662K000,Angina control - good
Ischaemic heart diseases,14A5,14A5.00,H/O: angina pectoris
Ischaemic heart diseases,32BZ,32BZ.00,ECG: Q wave NOS
Ischaemic heart diseases,79291-1,7929111,Percut translum coronary thrombolytic therapy- streptokinase
Ischaemic heart diseases,G311-3,G311.13,Unstable angina
Ischaemic heart diseases,ZV45L,ZV45L00,[V]Status following coronary angioplasty NOS
Ischaemic heart diseases,ZV457,ZV45700,[V]Presence of aortocoronary bypass graft
Ischaemic heart diseases,8B27,8B27.00,Antianginal therapy
Ischaemic heart diseases,79282,7928200,Percut translum balloon angioplasty bypass graft coronary a
Ischaemic heart diseases,G32-2,G32..12,Personal history of myocardial infarction
Ischaemic heart diseases,662-1,662..11,Heart disease monitoring
Ischaemic heart diseases,7A548,7A54800,Percutaneous transluminal atherectomy
Ischaemic heart diseases,G30-2,G30..12,Coronary thrombosis
Ischaemic heart diseases,G304,G304.00,Posterior myocardial infarction NOS
Ischaemic heart diseases,8F91,8F91.00,Cardiac rehabilitation - phase 2
Ischaemic heart diseases,662k,662k.00,JBS cardiovascular disease risk <10% over next 10 years
Ischaemic heart diseases,662K,662K.00,Angina control
Ischaemic heart diseases,G3411,G341100,Other cardiac wall aneurysm
Ischaemic heart diseases,79203,7920300,Saphenous vein graft replacement of four+ coronary arteries
Ischaemic heart diseases,G30-6,G30..16,Thrombosis - coronary
Ischaemic heart diseases,G-3,G....13,Heart diseases
Ischaemic heart diseases,G340-2,G340.12,Coronary artery disease
Ischaemic heart diseases,79231,7923100,Prosthetic replacement of two coronary arteries
Ischaemic heart diseases,14A4,14A4.00,H/O: myocardial infarct >60
Ischaemic heart diseases,G30-7,G30..17,Silent myocardial infarction
Ischaemic heart diseases,14AA,14AA.00,H/O: heart disease NOS
Ischaemic heart diseases,662Z,662Z.00,Cardiac disease monitoring NOS
Ischaemic heart diseases,79202,7920200,Saphenous vein graft replacement of three coronary arteries
Ischaemic heart diseases,G301,G301.00,Other specified anterior myocardial infarction
Ischaemic heart diseases,G310,G310.00,Postmyocardial infarction syndrome
Ischaemic heart diseases,322Z,322Z.00,ECG: myocardial ischaemia NOS
Ischaemic heart diseases,G362,G362.00,Ventric septal defect/curr comp fol acut myocardal infarctn
Ischaemic heart diseases,182A,182A.00,Chest pain on exertion
Ischaemic heart diseases,G3-1,G3...11,Arteriosclerotic heart disease
Ischaemic heart diseases,G311-4,G311.14,Angina at rest
Ischaemic heart diseases,G33,G33..00,Angina pectoris
Ischaemic heart diseases,32E4,32E4.00,ECG: S-T depression
Ischaemic heart diseases,G3401,G340100,Double coronary vessel disease
Ischaemic heart diseases,793G1,793G100,Perc tran ball angio ins 3 or more drug elut stents cor art
Ischaemic heart diseases,79254,7925400,Single implantation of mammary artery into coronary artery
Ischaemic heart diseases,G3,G3...00,Ischaemic heart disease
Ischaemic heart diseases,1J61,1J61.00,Suspected ischaemic heart disease
Ischaemic heart diseases,662K1,662K100,Angina control - poor
Ischaemic heart diseases,G306,G306.00,True posterior myocardial infarction
Ischaemic heart diseases,792-1,792..11,Coronary artery bypass graft operations
Ischaemic heart diseases,79251,7925100,Double implant of mammary arteries into coronary arteries
Ischaemic heart diseases,SP076,SP07600,Coronary artery bypass graft occlusion
