Condition,ReadCode,CleansedReadCode,Term
Other forms of heart disease,3293,3293.00,ECG:complete sinu-atrial block
Other forms of heart disease,3295,3295.00,ECG: partial A-V block - 2:1
Other forms of heart disease,3296,3296.00,ECG: partial A-V block - 3:1
Other forms of heart disease,3297,3297.00,ECG: Wenckebach phenomenon
Other forms of heart disease,3297-1,3297.11,Electrocardiogram: Mobitz type 1 second degree AV block
Other forms of heart disease,3298,3298.00,ECG: complete A-V block
Other forms of heart disease,3299,3299.00,ECG: right bundle branch block
Other forms of heart disease,329A,329A.00,ECG: left bundle branch block
Other forms of heart disease,329B,329B.00,ECG: trifascicular block
Other forms of heart disease,329H,329H.00,Electrocardiogram: Mobitz type 2 second degree AV block
Other forms of heart disease,G560,G560.00,Complete atrioventricular block
Other forms of heart disease,G560-1,G560.11,Third degree atrioventricular block
Other forms of heart disease,G5612,G561200,Mobitz type II atrioventricular block
Other forms of heart disease,G5613,G561300,Mobitz type I (Wenckebach) atrioventricular block
Other forms of heart disease,G5613-1,G561311,Mobitz type 1 second degree atrioventricular block
Other forms of heart disease,G5614,G561400,Second degree atrioventricular block
Other forms of heart disease,G562-1,G562.11,Left bundle branch block
Other forms of heart disease,G563,G563.00,Left main stem bundle branch block
Other forms of heart disease,G564,G564.00,Right bundle branch block
Other forms of heart disease,G565,G565.00,Other bundle branch block
Other forms of heart disease,G5650,G565000,Bundle branch block unspecified
Other forms of heart disease,G5653,G565300,Other bilateral bundle branch block
Other forms of heart disease,G5654,G565400,Trifascicular block
Other forms of heart disease,G565z,G565z00,Other bundle branch block NOS
Other forms of heart disease,1O1,1O1..00,Heart failure confirmed
Other forms of heart disease,21264,2126400,Heart failure resolved
Other forms of heart disease,388D,388D.00,New York Heart Assoc classification heart failure symptoms
Other forms of heart disease,662f,662f.00,New York Heart Association Classification - Class I
Other forms of heart disease,662g,662g.00,New York Heart Association Classification - Class II
Other forms of heart disease,662h,662h.00,New York Heart Association Classification - Class III
Other forms of heart disease,662i,662i.00,New York Heart Association Classification - Class IV
Other forms of heart disease,8CeC,8CeC.00,Preferred place of care for next exacerbation heart failure
Other forms of heart disease,8CMW8,8CMW800,Heart failure clinical pathway
Other forms of heart disease,9h11,9h11.00,Excepted from LVD quality indicators: Patient unsuitable
Other forms of heart disease,9h12,9h12.00,Excepted from LVD quality indicators: Informed dissent
Other forms of heart disease,9hH0,9hH0.00,Excepted heart failure quality indicators: Patient unsuitabl
Other forms of heart disease,9hH1,9hH1.00,Excepted heart failure quality indicators: Informed dissent
Other forms of heart disease,9N2p,9N2p.00,Seen by community heart failure nurse
Other forms of heart disease,9N6T,9N6T.00,Referred by heart failure nurse specialist
Other forms of heart disease,G1yz1,G1yz100,Rheumatic left ventricular failure
Other forms of heart disease,G21z1,G21z100,Hypertensive heart disease NOS with CCF
Other forms of heart disease,G232,G232.00,Hypertensive heart&renal dis wth (congestive) heart failure
Other forms of heart disease,G234,G234.00,Hyperten heart&renal dis+both(congestv)heart and renal fail
Other forms of heart disease,G41z-1,G41z.11,Chronic cor pulmonale
Other forms of heart disease,G5540,G554000,Congestive cardiomyopathy
Other forms of heart disease,G5540-1,G554011,Congestive obstructive cardiomyopathy
Other forms of heart disease,G58,G58..00,Heart failure
Other forms of heart disease,G58-1,G58..11,Cardiac failure
Other forms of heart disease,G580,G580.00,Congestive heart failure
Other forms of heart disease,G580-1,G580.11,Congestive cardiac failure
Other forms of heart disease,G580-2,G580.12,Right heart failure
Other forms of heart disease,G580-3,G580.13,Right ventricular failure
Other forms of heart disease,G580-4,G580.14,Biventricular failure
Other forms of heart disease,G5801,G580100,Chronic congestive heart failure
Other forms of heart disease,G5802,G580200,Decompensated cardiac failure
Other forms of heart disease,G5803,G580300,Compensated cardiac failure
Other forms of heart disease,G5804,G580400,Congestive heart failure due to valvular disease
Other forms of heart disease,G581,G581.00,Left ventricular failure
Other forms of heart disease,G581-1,G581.11,Asthma - cardiac
Other forms of heart disease,G581-3,G581.13,Impaired left ventricular function
Other forms of heart disease,G584,G584.00,Right ventricular failure
Other forms of heart disease,G58z,G58z.00,Heart failure NOS
Other forms of heart disease,G58z-2,G58z.12,Cardiac failure NOS
Other forms of heart disease,G5yy9,G5yy900,Left ventricular systolic dysfunction
Other forms of heart disease,G5yyA,G5yyA00,Left ventricular diastolic dysfunction
Other forms of heart disease,7910-1,7910.11,Mitral valvuloplasty
Other forms of heart disease,79104,7910400,Mitral valvuloplasty NEC
Other forms of heart disease,79104-1,7910411,Mitral valve repair NEC
Other forms of heart disease,79114,7911400,Aortic valvuloplasty NEC
Other forms of heart disease,7912-2,7912.12,Tricuspid valvuloplasty
Other forms of heart disease,79125,7912500,Tricuspid valvuloplasty NEC
Other forms of heart disease,79125-1,7912511,Tricuspid valve repair NEC
Other forms of heart disease,79160,7916000,Open mitral valvotomy
Other forms of heart disease,79161,7916100,Open aortic valvotomy
Other forms of heart disease,79162,7916200,Open tricuspid valvotomy
Other forms of heart disease,79170,7917000,Closed mitral valvotomy
Other forms of heart disease,79171,7917100,Closed aortic valvotomy
Other forms of heart disease,79172,7917200,Closed tricuspid valvotomy
Other forms of heart disease,79180,7918000,Annuloplasty of mitral valve
Other forms of heart disease,79181,7918100,Annuloplasty of tricuspid valve
Other forms of heart disease,79181-1,7918111,De Vega tricuspid annuloplasty
Other forms of heart disease,79184,7918400,Closure of tricuspid valve
Other forms of heart disease,79190,7919000,Percutaneous transluminal mitral valvotomy
Other forms of heart disease,79191,7919100,Percutaneous transluminal aortic valvotomy
Other forms of heart disease,79192,7919200,Percutaneous transluminal tricuspid valvotomy
Other forms of heart disease,791D0,791D000,Tricuspid valvectomy
Other forms of heart disease,G11,G11..00,Mitral valve diseases
Other forms of heart disease,G110,G110.00,Mitral stenosis
Other forms of heart disease,G112-2,G112.12,Mitral stenosis with incompetence
Other forms of heart disease,G112-3,G112.13,Mitral stenosis with regurgitation
Other forms of heart disease,G114,G114.00,Ruptured mitral valve cusp
Other forms of heart disease,G11z,G11z.00,Mitral valve disease NOS
Other forms of heart disease,G13,G13..00,Diseases of mitral and aortic valves
Other forms of heart disease,G130,G130.00,Mitral and aortic stenosis
Other forms of heart disease,G131,G131.00,Mitral stenosis and aortic insufficiency
Other forms of heart disease,G131-3,G131.13,Mitral stenosis and aortic incompetence
Other forms of heart disease,G131-4,G131.14,Mitral stenosis and aortic regurgitation
Other forms of heart disease,G132,G132.00,Mitral insufficiency and aortic stenosis
Other forms of heart disease,G132-2,G132.12,Mitral incompetence and aortic stenosis
Other forms of heart disease,G132-3,G132.13,Mitral regurgitation and aortic stenosis
Other forms of heart disease,G133,G133.00,Mitral and aortic incompetence
Other forms of heart disease,G133-1,G133.11,Mitral and aortic insufficiency
Other forms of heart disease,G133-2,G133.12,Mitral and aortic regurgitation
Other forms of heart disease,G13y,G13y.00,Multiple mitral and aortic valve involvement
Other forms of heart disease,G13z,G13z.00,Mitral and aortic valve disease NOS
Other forms of heart disease,G140,G140.00,Tricuspid valve disease NEC
Other forms of heart disease,G1403,G140300,"Tricuspid stenosis, cause unspecified"
Other forms of heart disease,G1404,G140400,"Tricuspid insufficiency, cause unspecified"
Other forms of heart disease,G1404-2,G140412,"Tricuspid incompetence, cause unspecified"
Other forms of heart disease,G1404-3,G140413,"Tricuspid regurgitation, cause unspecified"
Other forms of heart disease,G1405,G140500,"Tricuspid stenosis and insufficiency, cause unspecified"
Other forms of heart disease,G1405-4,G140514,"Tricuspid stenosis and regurgitation, cause unspecified"
Other forms of heart disease,G540,G540.00,Mitral valve incompetence
Other forms of heart disease,G540-2,G540.12,Mitral valve insufficiency
Other forms of heart disease,G540-4,G540.14,Mitral valve regurgitation
Other forms of heart disease,G540-5,G540.15,Mitral valve prolapse
Other forms of heart disease,G540-6,G540.16,Mitral regurgitation
Other forms of heart disease,G5400,G540000,"Mitral incompetence, non-rheumatic"
Other forms of heart disease,G5401,G540100,"Mitral incompetence, cause unspecified"
Other forms of heart disease,G5402,G540200,Mitral valve prolapse
Other forms of heart disease,G5403,G540300,Mitral valve leaf prolapse
Other forms of heart disease,G540z,G540z00,Mitral valve disorders NOS
Other forms of heart disease,G541,G541.00,Aortic valve disorders
Other forms of heart disease,G5410,G541000,"Aortic incompetence, non-rheumatic"
Other forms of heart disease,G5410-1,G541011,"Aortic insufficiency, non-rheumatic"
Other forms of heart disease,G5410-2,G541012,"Aortic regurgitation, non-rheumatic"
Other forms of heart disease,G5411,G541100,"Aortic stenosis, non-rheumatic"
Other forms of heart disease,G5412,G541200,"Aortic incompetence alone, cause unspecified"
Other forms of heart disease,G5412-1,G541211,"Aortic insufficiency alone, cause unspecified"
Other forms of heart disease,G5412-2,G541212,"Aortic regurgitation alone, cause unspecified"
Other forms of heart disease,G5413,G541300,"Aortic stenosis alone, cause unspecified"
Other forms of heart disease,G5414,G541400,Aortic valve stenosis with insufficiency
Other forms of heart disease,G5415,G541500,Aortic stenosis
Other forms of heart disease,G5416,G541600,Aortic valve sclerosis
Other forms of heart disease,G5417,G541700,Aortic valve calcification
Other forms of heart disease,G541z,G541z00,Aortic valve disorders NOS
Other forms of heart disease,G542,G542.00,"Tricuspid valve disorders, non-rheumatic"
Other forms of heart disease,G5420,G542000,"Tricuspid incompetence, non-rheumatic"
Other forms of heart disease,G5420-1,G542011,"Tricuspid insufficiency, non-rheumatic"
Other forms of heart disease,G5420-2,G542012,"Tricuspid regurgitation, non-rheumatic"
Other forms of heart disease,G5421,G542100,"Tricuspid stenosis, non-rheumatic"
Other forms of heart disease,G5422,G542200,Nonrheumatic tricuspid valve stenosis with insufficiency
Other forms of heart disease,G542X,G542X00,"Nonrheumatic tricuspid valve disorder, unspecified"
Other forms of heart disease,G542z,G542z00,Tricuspid valve disorders NOS
Other forms of heart disease,G544,G544.00,Multiple valve diseases
Other forms of heart disease,G5440,G544000,Disorders of both aortic and tricuspid valves
Other forms of heart disease,G5441,G544100,Disorders of both mitral and tricuspid valves
Other forms of heart disease,G5442,G544200,"Combined disorders of mitral, aortic and tricuspid valves"
Other forms of heart disease,G544X,G544X00,"Multiple valve disease, unspecified"
Other forms of heart disease,Gyu10,Gyu1000,[X]Other mitral valve diseases
Other forms of heart disease,Gyu12,Gyu1200,[X]Other tricuspid valve diseases
Other forms of heart disease,Gyu55,Gyu5500,[X]Other nonrheumatic mitral valve disorders
Other forms of heart disease,Gyu56,Gyu5600,[X]Other aortic valve disorders
Other forms of heart disease,Gyu5A,Gyu5A00,[X]Aortic valve disorders in diseases classified elsewhere
Other forms of heart disease,Gyu5B,Gyu5B00,[X]Tricuspid valve disorders/diseases CE
Other forms of heart disease,Gyu5D,Gyu5D00,[X]Multiple valve disorders/diseases CE
Other forms of heart disease,14AQ,14AQ.00,History of supraventricular tachycardia
Other forms of heart disease,3274,3274.00,ECG: paroxysmal atrial tachy.
Other forms of heart disease,G5674,G567400,Wolff-Parkinson-White syndrome
Other forms of heart disease,G570,G570.00,Paroxysmal supraventricular tachycardia
Other forms of heart disease,G5700,G570000,Paroxysmal atrial tachycardia
Other forms of heart disease,G5701,G570100,Paroxysmal atrioventricular tachycardia
Other forms of heart disease,G5702,G570200,Paroxysmal junctional tachycardia
Other forms of heart disease,G5703,G570300,Paroxysmal nodal tachycardia
Other forms of heart disease,G570z,G570z00,Paroxysmal supraventricular tachycardia NOS
Other forms of heart disease,G57y9,G57y900,Supraventricular tachycardia NOS
Other forms of heart disease,G112,G112.00,Mitral stenosis with insufficiency
Other forms of heart disease,G21,G21..00,Hypertensive heart disease
Other forms of heart disease,G21z,G21z.00,Hypertensive heart disease NOS
Other forms of heart disease,G21z0,G21z000,Hypertensive heart disease NOS without CCF
Other forms of heart disease,G21zz,G21zz00,Hypertensive heart disease NOS
Other forms of heart disease,^ESCTTR642639,,Tricuspid valvoplasty
Other forms of heart disease,^ESCTTV642638,,TVP - Tricuspid valve plasty
Other forms of heart disease,^ESCTTV642637,,TVR - Tricuspid valve repair
